Feature,50626,50851,50852
高度(mm),1706,1706,1706
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动方式,,,
首任车主质保政策,,,
风阻系数(Cd),-,-,-
陡坡缓降,●,●,●
长度(mm),4690,4690,4690
长*宽*高(mm),4690*1885*1706,4690*1885*1706,4690*1885*1706
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
远程启动功能,,,
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
轴距(mm),2715,2715,2715
轮圈材质,,,
转向辅助灯,●,●,●
车顶行李架,●,●,●
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,-,-,-
车道保持辅助系统,-,-,-
车载空气净化器,●,-,-
车载智能系统,,,
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,星途TX 2021款 超能四驱版 1.6T 四驱超能1号,星途TX 2021款 超能四驱版 1.6T 四驱超能2号,星途TX 2021款 1.6T 两驱超能3号
车前雾灯,,,
车内环境氛围灯,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,-,-
车体结构,承载式,承载式,承载式
语音识别控制系统,,,
语音分区域唤醒识别,,,
行车电脑显示屏幕,,,
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,-,-,-
自动驻车,●,●,●
自动头灯,●,●,●
能源类型_y,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,,,
空调温度控制方式,,,
离去角(°),20,20,20
疲劳驾驶提示,●,●,●
电动座椅记忆功能,,-,-
电动后备厢位置记忆,●,○,-
电动后备厢,●,○,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),55,55,55
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
