Feature,61944,63165,63166,63167,63168,63169
高度(mm),1560,1560,1560,1560,1560,1560
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-,-,-,-
面部识别,●,-,-,-,-,-
隐藏电动门把手,●,●,●,●,●,●
陡坡缓降,-,-,-,-,-,-
长度(mm),4025,4025,4025,4025,4025,4025
长*宽*高(mm),4025*1770*1560,4025*1770*1560,4025*1770*1560,4025*1770*1560,4025*1770*1560,4025*1770*1560
钥匙类型,,,,,,
遥控泊车,○,-,-,-,-,-
道路救援呼叫,●,-,-,○,-,○
道路交通标识识别,●,-,-,○,-,○
透明底盘/540度影像,●,-,●,●,●,●
远程启动功能,,,,,,
远程召唤,○,-,-,-,-,-
远光灯光源,,,,,,
近光灯光源,,,,,,
辅助驾驶等级,,-,-,,-,
轴距(mm),2620,2620,2620,2620,2620,2620
轮圈材质,,,,,,
车门数(个),5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,○,-,○
车道偏离预警系统,●,-,-,○,-,○
车道保持辅助系统,●,-,-,○,-,○
车载空气净化器,●,-,-,-,-,-
车载冰箱,●,●,●,●,●,●
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,2023款 505km Pro+,钇为3 2023款 405km Lite,钇为3 2023款 405km Air,钇为3 2023款 405km Pro,钇为3 2023款 505km Air,钇为3 2023款 505km Pro
车前雾灯,-,-,-,-,-,-
车内香氛装置,●,-,-,-,-,-
车内环境氛围灯,,-,-,-,-,-
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,
负离子发生器,●,-,-,-,-,-
语音识别控制系统,,,,,,
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,-,-,○,-,○
自动驻车,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
级别,小型车,小型车,小型车,小型车,小型车,小型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),23,23,23,23,23,23
百公里耗电量(kWh/100km),-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-
电芯品牌,国轩高科,国轩高科,国轩高科,国轩高科,国轩高科,国轩高科
电池预加热,●,●,●,●,●,●
电池能量(kWh),51.5,41,41,41,51.5,51.5
电池组质保,-,-,-,-,-,-
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),175,135,135,135,175,175
电动机总功率(kW),100,70,70,70,100,100
电动机总功率(Ps),136,95,95,95,136,136
电动机(Ps),136,95,95,95,136,136
电动座椅记忆功能,,-,-,,-,
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
热泵空调,●,●,●,●,●,●
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
最高车速(km/h),150,150,150,150,150,150
最小转弯半径(m),4.95,4.95,4.95,4.95,4.95,4.95
最大满载质量(kg),1820,1740,1740,1740,1820,1820
最大扭矩(N·m),175,135,135,135,175,175
最大功率(kW),100,70,70,70,100,100
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里
整备质量(kg),1445,1365,1365,1365,1445,1445
接近角(°),18,18,18,18,18,18
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,,-,,,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
慢充时间(小时)_y,9,7.5,7.5,7.5,9,9
慢充时间(小时)_x,9,7.5,7.5,7.5,9,9
感应雨刷功能,,,,,,
快充电量百分比,30-80,30-80,30-80,30-80,30-80,30-80
快充电量(%),30-80,30-80,30-80,30-80,30-80,30-80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5
快充功能,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,
座位数(个),5,5,5,5,5,5
并线辅助,●,-,-,○,-,○
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
对外放电,●,-,-,-,●,●
宽度(mm),1770,1770,1770,1770,1770,1770
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,,-,-,,-,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,无,无,无,无,无,无
地图品牌,,,,,,
四驱形式,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1520,1520,1520,1520,1520,1520
后轮胎规格,205/50 R17,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),12.79万,8.99万,9.99万,10.79万,10.99万,11.79万
厂商,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车
卫星导航系统,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1525,1525,1525,1525,1525,1525
前轮胎规格,205/50 R17,205/55 R16,205/55 R16,205/55 R16,205/55 R16,205/55 R16
前电动机最大扭矩(N·m),175,135,135,135,175,175
前电动机最大功率(kW),100,70,70,70,100,100
前方碰撞预警,●,-,-,○,-,○
前排座椅功能,,-,-,,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
