Feature,60449,60762
高度(mm),1642,1642
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,电子驻车,电子驻车
驱动电机数,双电机,双电机
驱动方式,双电机四驱,双电机四驱
首任车主质保政策,-,-
陡坡缓降,●,●
长度(mm),4715,4715
长*宽*高(mm),4715*1910*1642,4715*1910*1642
钥匙类型,,
遥控泊车,●,-
道路救援呼叫,●,●
道路交通标识识别,●,●
远程启动功能,,
远光灯光源,,
近光灯光源,,
辅助驾驶等级,,
轴距(mm),2875,2875
轮圈材质,,
车顶行李架,●,●
车门数(个),5,5
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,捷尼赛思纯电GV70 2023款 纯电GV70 旗舰版,捷尼赛思纯电GV70 2023款 纯电GV70 豪华版
车前雾灯,-,-
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
语音识别控制系统,,
语音分区域唤醒识别,,
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动头灯,●,●
膝部气囊,●,●
能量回收系统,●,●
能源类型,纯电动,纯电动
胎压监测功能,,
缺气保用轮胎,-,-
级别,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,
第二排座椅功能,,-
空调温度控制方式,,
百公里耗电量(kWh/100km),17,16.3
疲劳驾驶提示,●,●
电能当量燃料消耗量(L/100km),1.92,1.84
电池预加热,●,●
电池能量(kWh),76.4,76.4
电池组质保,待查,待查
电池类型,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷
电机类型,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置
电动机总扭矩(N·m),700,700
电动机总功率(kW),360,360
电动机总功率(Ps),490,490
电动机(Ps),490,490
