Feature,64537,64538,67550
高度(mm),1442,1442,1430
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动电机数,单电机,双电机,双电机
驱动方式,,,
风阻系数(Cd),0.22,0.22,0.22
陡坡缓降,-,-,-
长度(mm),4720,4720,4724
长*宽*高(mm),4720*1848*1442,4720*1848*1442,4724*1848*1430
钥匙类型,,,
遥控泊车,○,○,○
道路交通标识识别,○,○,○
远程启动功能,,,
远程召唤,○,○,○
远光灯光源,,,
近光灯光源,,,
运动风格座椅,-,-,●
辅助驾驶芯片,,,
辅助驾驶系统,,,
辅助驾驶等级,,,
轴距(mm),2875,2875,2875
轮圈材质,,,
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,-,-,-
车载智能系统,,,
车身结构_y,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车机系统存储(GB),,,
车机系统内存(GB),,,
车机智能芯片,,,
车型名称,Model 3 2023款 后轮驱动版,Model 3 2023款 长续航全轮驱动版,Model 3 2024款 高性能全轮驱动版
车前雾灯,-,-,-
车内环境氛围灯,,,
车内摄像头数量,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
语音识别控制系统,,,
被动行人保护,●,●,●
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驾驶辅助路段,,,
自动驻车,●,●,●
自动泊车入位,○,○,○
自动头灯,●,●,●
自动变道辅助,○,○,○
能量回收系统,●,●,●
能源类型,纯电动,纯电动,纯电动
胎压监测功能,,,
缺气保用轮胎,-,-,-
级别,中型车,中型车,中型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-
第二排座椅功能,,,
空调温度控制方式,,,
离去角(°),12,12,12
百公里耗电量(kWh/100km),11.3,12.5,14.4
疲劳驾驶提示,-,-,-
电芯品牌,,,
电池预加热,●,●,●
电池能量(kWh),60,78.4,78.4
电池类型,,,
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,前感应/异步 后永磁/同步,前感应/异步 后永磁/同步
电机布局,后置,前置+后置,前置+后置
电动机总马力(Ps),264,450,466
电动机总扭矩(N·m),340,559,723
电动机总功率(kW),194,331,343
电动机(Ps),264,450,466
电动座椅记忆功能,,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●
热泵空调,●,●,●
满载最小离地间隙(mm),138,138,128
温度分区控制,●,●,●
液晶仪表尺寸,-,-,-
最高车速(km/h),200,200,261
最小转弯半径(m),5.8,5.8,5.8
最大满载质量(kg),2192,2255,2268
最大扭矩(N·m),340,559,723
最大功率(kW),194,331,343
无钥匙进入功能,,,
