Feature,1008540,1008541,1008542,1008543,1008548,1014538,1014539,1014540,1014798,1014799,1016415,1016416
满载最小离地间隙(mm),-,-,-,-,-,-,-,147,147,176,170,170
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,-,100,100,100,100,100,100,100
最小离地间隙(mm),200,200,200,200,160,176,147,-,-,-,-,-
最大爬坡度(%),-,-,-,-,-,-,-,20,20,20,20,20
最大满载质量(kg),-,-,-,-,-,3560,3495,3495,3495,3560,3760,3760
最大扭矩(N·m),350,350,320,320,350,280,280,280,280,280,280,280
最大功率(kW),110,110,100,100,100,120,120,120,120,120,120,120
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),2440,2440,2230,2230,-,2020,1990,2060,1990,2020,2330,2350
接近角(°),-,-,-,-,-,-,-,25,25,27,26,26
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,●,●,●,●,●,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-,-,,-,-,-,-
多功能方向盘,-,-,-,-,-,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728
后轮胎规格,,,,,,,,,,,,
后排车门开启方式,,,,,,,,,,,,
后排独立空调,-,-,-,-,●,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,
后座出风口,-,-,-,-,●,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),27.62万,28.42万,23.87万,23.87万,130.00万,16.48万,16.48万,17.68万,17.33万,17.33万,24.18万,24.98万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,,
副座椅调节方式,-,-,-,-,-,-,-,-,-,-,,
前轮距(mm),1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
前轮胎规格,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,280,280
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,120,120
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,-,-,-,-,-,-,-,,-,-,-,-
主座椅调节方式,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,-,-,-,-,,-,-,,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2019.10,2019.10,2019.10,2019.10,2019.10,2022.10,2022.10,2022.10,2022.10,2022.10,2023.07,2023.07
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-
三电系统质保,,,,,,,,,,,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,230,230,180,180,45,202,244,250,244,202,320,320
NEDC纯电续航里程(km)_x,230,230,180,180,45,202,244,250,244,202,320,320
LED日间行车灯,●,●,●,●,●,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
