Feature,64559,65165,65429,65464,66298,67596,67597,67598,67599,67600
高度(mm),1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
驾驶辅助影像,,,,,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,,,,,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,,,,,
首任车主质保政策,,,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-
长度(mm),3242,3200,3242,3200,3242,3200,3200,3242,3242,3242
长*宽*高(mm),3242*1670*1550,3200*1670*1550,3242*1670*1550,3200*1670*1550,3242*1670*1550,3200*1670*1550,3200*1670*1550,3242*1670*1550,3242*1670*1550,3242*1670*1550
钥匙类型,,,,,,,,,,
远光灯光源,,,,,,,,,,
近光灯光源,,,,,,,,,,
轴距(mm),2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
轮圈材质,,,,,,,,,,
车门数(个),,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,小蚂蚁 2024款 321km 钟爱版,小蚂蚁 2024款 251km 真爱版,小蚂蚁 2024款 321km 唯爱版,小蚂蚁 2024款 251km 热爱版,小蚂蚁 2024款 改款 321km 钟爱版,小蚂蚁 2024款 青春版 251km 热爱版,小蚂蚁 2024款 青春版 251km 真爱版,小蚂蚁 2024款 青春版 321km 钟爱版,小蚂蚁 2024款 青春版 321km 酷爱版,小蚂蚁 2024款 青春版 321km 唯爱版
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-
自动头灯,●,-,●,-,●,-,-,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
级别,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
离去角(°),47,47,47,47,47,47,47,47,47,47
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●
电池能量(kWh),29.23,25.05,29.23,25.05,29.23,25.05,25.05,29.23,29.23,29.23
电池类型,,,,,,,,,,
电池慢充时间(小时)_y,9,9,9,9,9,9,9,9,9,9
电池慢充时间(小时)_x,9,9,9,9,9,9,9,9,9,9
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
电池快充时间(小时)_x,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),95,95,95,95,95,95,95,95,95,95
电动机总功率(kW),36,36,36,36,36,36,36,36,36,36
电动机总功率(Ps),49,49,49,49,49,49,49,49,49,49
电动机(Ps),49,49,49,49,49,49,49,49,49,49
电动座椅记忆功能,-,-,,-,-,-,-,-,-,
电动后备厢,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
满载最小离地间隙(mm),120,120,120,120,120,120,120,120,120,120
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,100,100,100,100,100,100
最小转弯半径(m),4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
最大满载质量(kg),1300,1380,1300,1380,1300,1380,1380,1300,1300,1300
最大扭矩(N·m),95,95,95,95,95,95,95,95,95,95
最大功率(kW),36,36,36,36,36,36,36,36,36,36
无钥匙进入功能,,-,,-,-,-,-,-,-,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
