Feature,1016826,1017207,1017208,1017209
高度(mm),2020,2020,2020,2020
驾驶辅助影像,-,-,,
驾驶模式切换,-,-,-,-
驻车制动类型,,,,
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),5130,5130,5130,5130
长*宽*高(mm),5130*1860*2020,5130*1860*2020,5130*1860*2020,5130*1860*2020
钥匙类型,,,,
远光灯光源,,,,
近光灯光源,,,,
轴距(mm),3200,3200,3200,3200
轮圈材质,,,,
车门数(个),,,,
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,○,○
车联网,●,●,●,●
车窗防夹手功能,-,-,-,-
车窗一键升降功能,-,-,-,-
车型名称,2023款 标准版 先锋型Ⅰ,2023款 标准版 先锋型Ⅱ,2023款 标准版 超越型Ⅰ,2023款 标准版 超越型Ⅱ
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
货箱尺寸(mm),2830×1740×1400,2830×1740×1400,2830×1740×1400,2830×1740×1400
语音识别控制系统,-,-,,
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,微面,微面,微面,微面
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
离去角(°),20,20,20,20
疲劳驾驶提示,-,-,●,●
电芯品牌,,,,
电池能量(kWh),41.85,41.86,41.85,41.86
电池类型,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置
电动机总扭矩(N·m),230,230,230,230
电动机总功率(kW),70,70,70,70
电动机总功率(Ps),95,95,95,95
电动机(Ps),95,95,95,95
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-
温度分区控制,-,-,-,-
液晶仪表尺寸,-,-,-,-
最高车速(km/h),80,80,80,80
最大载重质量(kg),1200,1200,1200,1200
最大满载质量(kg),3060,3060,3060,3060
最大扭矩(N·m),230,230,230,230
最大功率(kW),70,70,70,70
无钥匙进入功能,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,-,-,,
整车质保,-,-,-,-
整备质量(kg),1730,1730,1730,1730
接近角(°),24,24,24,24
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,,
手机互联/映射,-,-,-,-
手机APP远程功能,,,,
感应雨刷功能,-,-,-,-
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,-,-,-,-
导航路况信息显示,-,-,-,-
宽度(mm),1860,1860,1860,1860
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,-,-,-,-
备胎规格,,,,
后雨刷,-,-,-,-
后轮距(mm),1624,1624,1624,1624
后轮胎规格,,,,
后排车门开启方式,,,,
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,-,-,-,-
后悬架类型,,,,
后座出风口,-,-,-,-
后备厢容积(L),6900,6900,6900,6900
后制动器类型,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),16.58万,16.98万,17.18万,17.58万
厂商,瑞驰新能源,瑞驰新能源,瑞驰新能源,瑞驰新能源
卫星导航系统,-,-,-,-
助力类型,,,,
副座椅调节方式,,,,
前轮距(mm),1624,1624,1624,1624
前轮胎规格,,,,
前电动机最大扭矩(N·m),230,230,230,230
前电动机最大功率(kW),70,70,70,70
