Feature,63462,63813,63814,65418,65548,65549,68177
高度(mm),1510,1510,1510,1510,1510,1510,1510
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,,
风阻系数(Cd),0.26,0.23,0.23,0.23,0.26,0.26,0.23
隐藏电动门把手,-,●,●,●,-,-,●
陡坡缓降,-,-,-,-,-,-,-
长度(mm),4890,4890,4890,4890,4890,4890,4890
长*宽*高(mm),4890*1890*1510,4890*1872*1510,4890*1872*1510,4890*1872*1510,4890*1890*1510,4890*1890*1510,4890*1872*1510
钥匙类型,,,,,,,
配气机构,DOHC,-,-,-,DOHC,DOHC,-
道路交通标识识别,●,-,-,-,-,-,-
透明底盘/540度影像,●,●,●,●,-,●,●
远程启动功能,,,,,,,
远光灯光源,,,,,,,
进气形式,自然吸气,-,-,-,自然吸气,自然吸气,-
近光灯光源,,,,,,,
辅助驾驶等级,,-,,,-,-,-
轴距(mm),2810,2810,2810,2810,2810,2810,2810
轮圈材质,,,,,,,
车门数(个),,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,●,●,-,-,-
车道偏离预警系统,●,-,●,●,-,-,-
车道保持辅助系统,●,-,●,●,-,-,-
车载空气净化器,-,-,-,-,-,-,-
车载智能系统,,,,,,,
车载KTV,●,-,-,-,●,●,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车型名称,荣威D7 2023款 DMH 125km 旗舰版,荣威D7 2023款 EV 510km 后驱卓越版,荣威D7 2023款 EV 610km 后驱旗舰版,荣威D7 2023款 EV 510km 后驱旗舰版,荣威D7 2023款 DMH 125km 超越版,荣威D7 2023款 DMH 125km 卓越版,荣威D7 2024款 EV 510km 出行版
车前雾灯,-,-,-,-,-,-,-
车内环境氛围灯,,,,,-,,
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,
语音连续识别,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,
语音助手唤醒词,,,,,,,
语音分区域唤醒识别,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,-,●,●,-,-,-
自动驻车,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●
能源类型_y,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,纯电动
能源类型_x,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,纯电动
胎压监测功能,,,,,,,
缸盖材料,铝合金,-,-,-,铝合金,铝合金,-
缸体材料,铝合金,-,-,-,铝合金,铝合金,-
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,1挡DHT,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,1挡DHT,1挡DHT,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
离去角(°),19,19,19,19,19,19,19
百公里耗电量(kWh/100km),-,12.9,12.9,12.9,-,-,12.9
疲劳驾驶提示,-,-,-,-,-,-,-
电芯品牌,,,,,,,
电能当量燃料消耗量(L/100km),1.57,1.46,1.46,1.46,1.57,1.57,1.46
电池预加热,●,●,●,●,●,●,●
电池能量(kWh),21.4,59.2,68.5,59.2,21.4,21.4,59.2
电池类型,,,,,,,
电池快充电量范围(%)_y,30-80,-,-,-,30-80,30-80,-
电池快充电量范围(%)_x,30-80,-,-,-,30-80,30-80,-
电池快充时间(小时)_y,0.46,0.58,0.51,0.58,0.46,0.46,0.58
电池快充时间(小时)_x,0.46,0.58,0.51,0.58,0.46,0.46,0.58
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,后置,后置,后置,前置,前置,后置
电动机总马力(Ps),204,197,211,197,204,204,197
电动机总扭矩(N·m),330,310,310,310,330,330,310
电动机总功率(kW),150,145,155,145,150,150,145
电动机(Ps),204,197,211,197,204,204,197
电动座椅记忆功能,,-,,,-,-,-
电动后备厢,-,-,-,-,-,-,-
环保标准_y,国VI,-,-,-,国VI,国VI,-
环保标准_x,国VI,-,-,-,国VI,国VI,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,-,-,-,92号,92号,-
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
油箱容积(L),55,-,-,-,55,55,-
气缸数(个),4,-,-,-,4,4,-
气缸排列形式,L,-,-,-,L,L,-
每缸气门数(个),4,-,-,-,4,4,-
最高车速(km/h),185,170,170,170,185,185,170
最小转弯半径(m),5.81,5.81,5.81,5.81,5.81,5.81,5.81
最大马力(Ps),112,197,211,197,112,112,197
最大满载质量(kg),2142,2172,2157,2172,2142,2142,2172
最大扭矩转速(rpm),-,-,-,-,-,-,-
最大扭矩(N·m)_y,135,310,310,310,135,135,310
最大扭矩(N·m)_x,-,310,310,310,-,-,310
最大功率转速(rpm),-,-,-,-,-,-,-
最大功率(kW)_y,82,145,155,145,82,82,145
最大功率(kW)_x,-,145,155,145,-,-,145
最大净功率(kW),80,-,-,-,80,80,-
最低荷电状态油耗(L/100km),4.3,-,-,-,4.3,4.3,-
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1695,1732,1717,1732,1695,1695,1732
摄像头数量,,,,,,,
接近角(°),14,15,15,15,14,14,15
排量(mL),1498,-,-,-,1498,1498,-
换电,不支持,不支持,不支持,不支持,不支持,不支持,不支持
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,-,-,-,-,-,-,-
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),28,-,-,-,28,28,-
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,-,-,-,-,-,-,-
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电,-,●,●,●,-,-,●
宽度(mm),1890,1872,1872,1872,1890,1890,1872
官方0-100km/h加速(s),7.9,7.3,6.5,7.3,7.9,7.9,7.3
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
地图品牌,,,,,,,
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1600,1600,1600,1600,1600,1600,1600
后轮胎规格,,,,,,,
后电动机最大扭矩(N·m),-,310,310,310,-,-,310
后电动机最大功率(kW),-,145,155,145,-,-,145
后电动机型号,-,TZ180XS1181,TZ180XS1181,TZ180XS1181,-,-,TZ180XS1181
后电动机品牌,-,联合电子,联合电子,联合电子,-,-,联合电子
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),450,376,376,376,450,450,376
后制动器类型,,,,,,,
变速箱类型,混合动力专用变速箱(DHT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),固定齿比变速箱
变速箱,1挡DHT,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,1挡DHT,1挡DHT,电动车单速变速箱
发动机电子防盗,●,-,-,-,●,●,-
发动机布局,横置,-,-,-,横置,横置,-
发动机型号,15FHC,-,-,-,15FHC,15FHC,-
发动机,1.5L 112马力 L4,-,-,-,1.5L 112马力 L4,1.5L 112马力 L4,-
压缩比,16,-,-,-,16,16,-
厂商指导价(元),14.58万,14.98万,17.68万,15.98万,12.58万,13.58万,20.08万
厂商,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,●,-,●,●,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1600,1600,1600,1600,1600,1600,1600
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),330,-,-,-,330,330,-
前电动机最大功率(kW),150,-,-,-,150,150,-
前电动机型号,TZ210XY105,-,-,-,TZ210XY105,TZ210XY105,-
前方碰撞预警,●,-,●,●,-,-,-
前方感知摄像头,,-,,,-,-,-
前排座椅功能,,-,,,-,,-
前悬架类型,,,,,,,
前备厢容积(L),-,101,101,101,-,-,101
前制动器类型,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
供油方式,多点电喷,-,-,-,多点电喷,多点电喷,-
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动闭合式进气格栅,-,●,●,●,-,-,●
主动刹车/主动安全系统,●,-,●,●,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
