Feature,61278,63162,63163,66585
高度(mm),1449,1449,1449,1449
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
面部识别,●,-,-,-
陡坡缓降,-,-,-,-
长度(mm),4980,4980,4980,4980
长*宽*高(mm),4980*1862*1449,4980*1862*1449,4980*1862*1449,4980*1862*1449
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
远程启动功能,,,,
远光灯光源,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,
辅助驾驶系统,,,,
辅助驾驶等级,,,,
轴距(mm),2830,2830,2830,2830
轮圈材质,,,,
转向辅助灯,●,-,●,-
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,●,-,-,-
车载智能系统,,,,
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,雅阁新能源 2023款 2.0L e:PHEV 旗舰版,雅阁新能源 2023款 2.0L e:PHEV 智享版,雅阁新能源 2023款 2.0L e:PHEV 尊贵版,雅阁新能源 2023款 2.0L e:PHEV 豪华版
车前雾灯,-,-,-,-
车内环境氛围灯,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
超声波雷达数量,,-,,-
负离子发生器,●,-,-,-
语音识别控制系统,,,,
被动行人保护,●,●,●,●
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,●,●,●,●
自动驻车,●,●,●,●
自动泊车入位,●,-,-,-
自动头灯,●,●,●,●
自动变道辅助,●,-,-,-
膝部气囊,,,,
能量回收系统,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-
第二排座椅功能,,-,-,-
空调温度控制方式,,,,
离去角(°),18,18,18,18
百公里耗电量(kWh/100km),16.6,16.6,16.6,16.6
疲劳驾驶提示,●,●,●,●
电芯品牌,,,,
电能当量燃料消耗量(L/100km),1.88,1.88,1.88,1.88
电池能量(kWh),17.7,17.7,17.7,17.7
电池类型,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置
电动机总马力(Ps),184,184,184,184
电动机总扭矩(N·m),335,335,335,335
电动机总功率(kW),135,135,135,135
电动机(Ps),184,184,184,184
电动座椅记忆功能,,-,,-
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,92号,92号,92号,92号
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
油箱容积(L),43,43,43,43
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
毫米波雷达数量,,,,
每缸气门数(个),4,4,4,4
最高车速(km/h),174,174,174,174
最大马力(Ps),148,148,148,148
最大满载质量(kg),2260,2260,2260,2260
最大扭矩转速(rpm),4500,4500,4500,4500
最大扭矩(N·m)_y,182,182,182,182
最大扭矩(N·m)_x,-,-,-,-
最大功率转速(rpm),6100,6100,6100,6100
最大功率(kW)_y,109,109,109,109
最大功率(kW)_x,-,-,-,-
最大净功率(kW),109,109,109,109
最低荷电状态油耗(L/100km),4.88,4.88,4.88,4.88
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,●,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),1798,1756,1788,1756
摄像头数量,,,,
接近角(°),14,14,14,14
排量(mL),1993,1993,1993,1993
换挡形式,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,
扬声器品牌名称,,-,,-
手机无线充电功能,,-,,-
手机互联/映射,,,,
手机APP远程功能,,,,
慢充接口位置,车左前侧,车左前侧,车左前侧,车左前侧
感应雨刷功能,,-,,-
座椅材质,,,,
座位数(个),,,,
并线辅助,●,-,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),1862,1862,1862,1862
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,,,,
后雨刷,-,-,-,-
后轮距(mm),1613,1613,1613,1613
后轮胎规格,,,,
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),430,430,430,430
后制动器类型,,,,
可变悬架功能,,-,-,-
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●
发动机特有技术,阿特金森循环,阿特金森循环,阿特金森循环,阿特金森循环
发动机布局,横置,横置,横置,横置
发动机型号,LFB19,LFB19,LFB19,LFB19
发动机,2.0L 148马力 L4,2.0L 148马力 L4,2.0L 148马力 L4,2.0L 148马力 L4
压缩比,13.9,13.9,13.9,13.9
厂商指导价(元),25.88万,22.58万,23.88万,22.68万
厂商,广汽本田,广汽本田,广汽本田,广汽本田
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1591,1591,1591,1591
前轮胎规格,,,,
前电动机最大扭矩(N·m),335,335,335,335
前电动机最大功率(kW),135,135,135,135
前方碰撞预警,●,●,●,●
前排座椅功能,,-,,-
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,-,-,-
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,-,●,-
供油方式,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动降噪,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2023.05,2023.05,2023.05,2024.01
上坡辅助,●,●,●,●
三电系统质保,,,,
Wi-Fi热点,●,●,●,●
WLTC综合油耗(L/100km),1.54,1.54,1.54,1.54
WLTC纯电续航里程(km)_y,82,82,82,82
WLTC纯电续航里程(km)_x,82,82,82,82
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
NEDC纯电续航里程(km)_y,106,106,106,106
NEDC纯电续航里程(km)_x,106,106,106,106
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,●,●,●,●
ETC装置,●,●,●,●
AR实景导航,●,-,-,-
ABS防抱死,●,●,●,●
4G/5G网络,,,,
