Feature,27524,27789,27790,27791,27792,27793
后排液晶屏,-,-,-,-,-,-
后排杯架,-,-,-,-,●,●
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,-,-,-,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),手动变速箱(MT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,7挡双离合,5挡手动,7挡双离合,7挡双离合,7挡双离合,6挡双离合
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-
发动机型号,EA211,EA211,EA211,EA211,EA211,EA888
发动机启停技术,-,-,-,-,-,-
发动机,1.4T 150马力 L4,1.6L 110马力 L4,1.4T 150马力 L4,1.4T 150马力 L4,1.4T 150马力 L4,1.8T 160马力 L4
压缩比,-,-,-,-,-,-
厂商指导价(元),15.98万,12.98万,14.98万,17.18万,18.98万,20.98万
厂商,上汽斯柯达,上汽斯柯达,上汽斯柯达,上汽斯柯达,上汽斯柯达,上汽斯柯达
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●
前轮距(mm),-,-,-,-,-,-
前轮胎规格,215/60 R16,215/60 R16,215/60 R16,225/50 R17,225/50 R17,225/50 R17
前桥限滑差速器/差速锁,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-
全景天窗,●,●,●,●,●,●
倒车视频影像,-,-,-,-,○,○
侧滑门,-,-,-,-,-,-
供油方式,直喷,多点电喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-,-,-
中控台彩色大屏,●,-,-,●,●,●
中央差速器锁止功能,-,-,-,-,-,-
中央差速器结构,-,-,-,-,-,多片离合器
上市时间,2016.09,2016.09,2016.09,2016.09,2016.09,2016.09
上坡辅助,●,-,●,●,●,●
LED日间行车灯,-,-,-,-,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-
GPS导航系统,●,-,-,●,●,●
CD/DVD,-,单碟CD,单碟CD,-,-,-
ABS防抱死,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-
