Feature,54217,59751
高度(mm),1470,1470
驾驶辅助影像,-,-
驾驶模式切换,-,-
驻车制动类型,电子驻车,电子驻车
驱动电机数,单电机,单电机
驱动方式,后置后驱,后置后驱
首任车主质保政策,-,-
陡坡缓降,-,-
长度(mm),4975,4975
长*宽*高(mm),4975*1885*1470,4975*1885*1470
钥匙类型,-,-
配气机构,-,-
远光灯光源,-,-
进气形式,-,-
近光灯光源,-,-
轴距(mm),2920,2920
轮圈材质,-,-
车门数(个),5,5
车门开启方式,平开门,平开门
车道偏离预警系统,-,-
车道保持辅助系统,-,-
车载空气净化器,-,-
车身结构_y,三厢车,三厢车
车身结构_x,5门5座三厢车,5门5座三厢车
车身稳定控制(ESC/ESP/DSC等),-,-
车联网,-,-
车窗防夹手功能,-,-
车窗一键升降功能,-,-
车型名称,Mirai 2023款 高配版,Mirai 2023款 标准版
车前雾灯,-,-
车内环境氛围灯,-,-
车内化妆镜,-,-
车内中控锁,-,-
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
语音识别控制系统,-,-
行车电脑显示屏幕,-,-
蓝牙/车载电话,-,-
自适应远近光,-,-
自动驻车,-,-
自动头灯,-,-
能源类型,氢燃料,氢燃料
胎压监测功能,-,-
缺气保用轮胎,-,-
缸盖材料,-,-
缸体材料,-,-
级别,中型车,中型车
简称,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-
空调温度控制方式,-,-
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,-,-
电池能量(kWh),0.81,0.81
电池组质保,待查,待查
电池类型,锂离子电池,锂离子电池
电机类型,永磁/同步,永磁/同步
电机布局,后置,后置
电动机总扭矩(N·m),300,300
电动机总功率(kW),134,134
电动机总功率(Ps),182,182
电动机(Ps),182,182
电动座椅记忆功能,-,-
电动后备厢,-,-
环保标准_y,-,-
环保标准_x,-,-
牵引力控制(ASR/TCS/TRC等),-,-
燃油标号,-,-
燃料形式,氢燃料,氢燃料
满载最小离地间隙(mm),150,150
温度分区控制,-,-
液晶仪表尺寸,-,-
油箱容积(L),-,-
气缸数(个),-,-
气缸排列形式,-,-
每缸气门数(个),-,-
最高车速(km/h),175,175
最小转弯半径(m),5.8,5.8
最大马力(Ps),182,182
最大满载质量(kg),2415,2415
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,300,300
最大扭矩(N·m)_x,300,300
最大功率转速(rpm),-,-
最大功率(kW)_y,134,134
最大功率(kW)_x,134,134
最大净功率(kW),-,-
无钥匙进入功能,-,-
无钥匙启动系统,-,-
方向盘记忆,-,-
方向盘材质,-,-
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,-,-
整车质保,-,-
整备质量(kg),1975,1975
排量(mL),-,-
挡位个数,1,1
扬声器数量,-,-
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,-,-
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
快充功能,-,-
座椅材质,-,-
座位数(个),5,5
并线辅助,-,-
巡航系统,-,-
导航路况信息显示,-,-
宽度(mm),1885,1885
官方0-100km/h加速(s),-,-
安全带未系提醒,-,-
天窗类型,-,-
大灯高度可调,-,-
大灯延时关闭,-,-
多媒体/充电接口,-,-
多功能方向盘,-,-
外后视镜功能,-,-
备胎规格,无,无
四驱形式,-,-
后雨刷,-,-
后轮距(mm),1605,1605
后轮胎规格,245/45 R20,235/55 R19
后电动机最大扭矩(N·m),300,300
后电动机最大功率(kW),134,134
后排独立空调,-,-
后排杯架,-,-
后排座椅放倒形式,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,-
后备厢容积(L),273,273
后制动器类型,通风盘式,通风盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-
发动机布局,-,-
发动机型号,-,-
发动机,氢燃料 182马力,氢燃料 182马力
厂商指导价(元),75.10万,74.80万
厂商,丰田(进口),丰田(进口)
卫星导航系统,-,-
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
副座椅调节方式,-,-
前轮距(mm),1610,1610
前轮胎规格,245/45 R20,235/55 R19
前排座椅功能,-,-
前悬架类型,多连杆式独立悬架,多连杆式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,-,-
前/后电动车窗,-,-
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,-,-
刹车辅助(EBA/BAS/BA等),-,-
制动力分配(EBD/CBC等),-,-
内后视镜功能,-,-
全液晶仪表盘,-,-
供油方式,-,-
主座椅调节方式,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,-,-
中控彩色屏幕,-,-
中控屏幕尺寸,-,-
中央差速器结构,-,-
上市时间,2022.09,2022.09
上坡辅助,-,-
USB/Type-C接口数量,-,-
OTA升级,-,-
NEDC纯电续航里程(km)_y,781,781
NEDC纯电续航里程(km)_x,781,781
LED日间行车灯,-,-
ISOFIX儿童座椅接口,-,-
ABS防抱死,-,-
