Feature,64200,64254,64255,64256,67975,67976,67977,67978
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,-,-,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,-,-,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,-,-,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,
油箱容积(L),-,-,53,53,53,53,53,53
气缸数(个),-,-,4,4,4,4,4,4
气缸排列形式,-,-,L,L,L,L,L,L
每缸气门数(个),-,-,4,4,4,4,4,4
最高车速(km/h),160,150,145,145,185,185,185,185
最大马力(Ps),204,136,106,106,106,106,106,106
最大满载质量(kg),2030,1945,2010,2085,2010,2085,2085,2085
最大扭矩转速(rpm),-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,310,200,130,130,130,130,130,130
最大扭矩(N·m)_x,310,200,-,-,-,-,-,-
最大功率转速(rpm),-,-,-,-,-,-,-,-
最大功率(kW)_y,150,100,78,78,78,78,78,78
最大功率(kW)_x,150,100,-,-,-,-,-,-
最大净功率(kW),-,-,75,75,75,75,75,75
最低荷电状态油耗(L/100km)WLTC,-,-,-,-,3.98,4.09,4.09,4.09
最低荷电状态油耗(L/100km),-,-,3.98,4.09,-,-,-,-
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),1620,1530,1620,1695,1605,1680,1680,1680
接近角(°),14,14,14,14,14,14,14,14
排量(mL),-,-,1498,1498,1498,1498,1498,1498
换挡形式,,,,,,,,
挡位个数,1,1,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,
快充接口位置,车左后侧,车左后侧,-,车左后侧,-,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,-,支持,不支持,支持,支持,支持
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,
导航路况信息显示,●,-,-,●,-,-,●,●
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1620,1620,1620,1620,1620,1620,1620,1620
后轮胎规格,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),540,540,540,540,540,540,540,540
后制动器类型,,,,,,,,
可见即可说,●,-,-,-,-,-,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,-,-,●,●,●,●,●,●
发动机布局,-,-,横置,横置,横置,横置,横置,横置
发动机型号,-,-,LBG,LBG,LBG,LBG,LBG,LBG
发动机,-,-,1.5L 106马力 L4,1.5L 106马力 L4,1.5L 106马力 L4,1.5L 106马力 L4,1.5L 106马力 L4,1.5L 106马力 L4
厂商指导价(元),10.98万,9.98万,8.88万,10.58万,7.98万,8.98万,9.98万,10.28万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,●,-,-,●,-,-,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),310,200,320,320,310,310,310,310
前电动机最大功率(kW),150,100,130,130,150,150,150,150
前电动机型号,TZ210XS2F0,TZ180XS2A0,TZ220XS0D0,TZ220XS0D0,TZ210XS2F0,TZ210XS2F0,TZ210XS2F0,TZ210XS2F0
前方碰撞预警,○,-,-,-,-,-,-,●
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
供油方式,-,-,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,○,-,-,-,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2024.04,2024.04,2023.12,2023.12,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,
三电系统质保,,,,,,,,
WLTC综合油耗(L/100km),-,-,1.43,0.7,1.84,0.88,0.88,0.88
WLTC纯电续航里程(km)_y,-,-,50,105,50,105,105,105
WLTC纯电续航里程(km)_x,-,-,50,105,50,105,105,105
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
NEDC综合续航(km),-,-,1100,1100,1100,1100,1100,1100
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,510,410,70,150,70,150,150,150
CLTC纯电续航里程(km)_x,510,410,70,150,70,150,150,150
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,-,-,,-,-,,
