Feature,55790,60203
高度(mm),1468,1468
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱
陡坡缓降,-,-
长度(mm),4263,4263
长*宽*高(mm),4263*1800*1468,4263*1800*1468
钥匙类型,,
配气机构,DOHC,DOHC
道路救援呼叫,●,●
远程启动功能,,
远光灯光源,,
进气形式,涡轮增压,涡轮增压
近光灯光源,,
运动风格座椅,●,●
运动外观套件,●,●
轴距(mm),2670,2670
轮圈材质,,
车门数(个),6,6
车门开启方式,平开门,平开门
车道偏离预警系统,-,-
车道保持辅助系统,-,-
车载空气净化器,-,-
车身结构_y,两厢车,两厢车
车身结构_x,6门5座两厢车,6门5座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,MINI JCW CLUBMAN 2023款 2.0T JOHN COOPER WORKS 自在特别版,MINI JCW CLUBMAN 2023款 改款 2.0T JOHN COOPER WORKS ALL-IN
车前雾灯,-,-
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
语音识别控制系统,,
行车电脑显示屏幕,,
行程(mm),94.6,94.6
蓝牙/车载电话,●,●
自适应远近光,-,-
自动驻车,-,-
自动泊车入位,●,●
自动头灯,●,●
能源类型,汽油,汽油
胎压监测功能,,
缺气保用轮胎,●,●
缸盖材料,铝合金,铝合金
缸径(mm),82,82
缸体材料,铝合金,铝合金
级别,小型车,小型车
简称,8挡手自一体,8挡手自一体
第二排座椅调节,-,-
空调温度控制方式,,
疲劳驾驶提示,-,-
电动座椅记忆功能,-,-
电动后备厢,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,98号,98号
燃料形式,汽油,汽油
温度分区控制,●,●
液晶仪表尺寸,-,-
油箱容积(L),50,50
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),250,250
最大马力(Ps),272,272
最大满载质量(kg),2070,2070
最大扭矩转速(rpm),1750-4200,1750-4200
最大扭矩(N·m)_y,450,450
最大扭矩(N·m)_x,450,450
最大功率转速(rpm),4500-6250,4500-6250
最大功率(kW)_y,200,200
最大功率(kW)_x,200,200
最大净功率(kW),200,200
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,●,●
方向盘加热,-,-
方向盘位置调节,,
整车质保,三年或10万公里,三年或10万公里
整备质量(kg),1615,1615
排量(mL),1998,1998
换挡形式,,
挡位个数,8,8
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
感应雨刷功能,,
座椅材质,,
座位数(个),5,5
并线辅助,-,-
巡航系统,,
导航路况信息显示,-,-
宽度(mm),1800,1800
官方0-100km/h加速(s),5.5,5.5
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,非全尺寸,非全尺寸
四驱形式,适时四驱,适时四驱
后雨刷,●,●
后轮距(mm),1555,1555
后轮胎规格,225/40 R18,225/40 R18
后排独立空调,-,-
后排杯架,-,-
后排座椅放倒形式,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),360-1250,360-1250
后制动器类型,盘式,盘式
可变悬架功能,,
可加热喷水嘴,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,B48A20E,B48A20E
发动机启停技术,●,●
发动机,2.0T 272马力 L4,2.0T 272马力 L4
压缩比,9.5,9.5
厂商指导价(元),41.73万,41.13万
厂商,MINI JCW,MINI JCW
卫星导航系统,-,-
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1553,1553
前轮胎规格,225/40 R18,225/40 R18
前排座椅功能,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,●
供油方式,直喷,直喷
主座椅调节方式,,
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,多片离合器,多片离合器
上市时间,2022.08,2022.08
上坡辅助,●,●
USB/Type-C接口数量,,
OTA升级,-,-
NEDC综合油耗(L/100km),7.7,7.7
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
ETC装置,○,○
ABS防抱死,●,●
4G/5G网络,,
