Feature,56810,56811,58430,58866,58867,58868,59733,59734
高度(mm),1660,1670,1670,1670,1660,1670,1670,1670
驾驶辅助影像,,,,,,,,
驾驶模式切换,,,,,,,,
驻车制动类型,,,,,,,,
驱动电机数,-,单电机,-,-,-,单电机,-,单电机
驱动方式,,,,,,,,
风阻系数(Cd),0.357,0.317,0.357,0.357,0.357,0.317,0.357,0.317
面部识别,○,●,●,○,●,○,-,-
隐藏电动门把手,●,●,●,●,●,●,-,-
陡坡缓降,●,●,●,●,●,●,●,●
长度(mm),4680,4680,4680,4680,4680,4680,4680,4680
长*宽*高(mm),4680*1901*1660,4680*1901*1670,4680*1901*1670,4680*1901*1670,4680*1901*1660,4680*1901*1670,4680*1901*1670,4680*1901*1670
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遥控泊车,-,●,●,-,●,-,-,-
道路救援呼叫,●,●,●,●,●,●,-,-
道路交通标识识别,●,●,●,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●,●,-,-
远程启动功能,,,,,,,-,-
远光灯光源,,,,,,,,
进气形式,涡轮增压,自然吸气,涡轮增压,涡轮增压,涡轮增压,自然吸气,涡轮增压,自然吸气
近光灯光源,,,,,,,,
辅助驾驶系统,,,,,,,,
辅助驾驶等级,,,,,,,,
轴距(mm),2750,2750,2750,2750,2750,2750,2750,2750
轮圈材质,,,,,,,,
车顶行李架,●,●,●,●,●,●,●,●
车门数(个),,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,-,-
车载智能系统,,,,,,,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,
车机智能芯片,,,,,,,-,-
车型名称,影酷 2022款 2.0T 中子星Pro版,影酷 2022款 2.0ATK 双子星Max版,影酷 2022款 1.5T 超新星Max版,影酷 2022款 1.5T 超新星Pro版,影酷 2022款 2.0T 中子星Max版,影酷 2022款 2.0ATK 双子星Pro版,影酷 2022款 1.5T 超新星版,影酷 2022款 2.0ATK 双子星版
车前雾灯,-,-,-,-,-,-,-,-
车内香氛装置,-,●,-,-,●,-,-,-
车内生物监测系统,-,○,○,-,○,-,-,-
车内环境氛围灯,,,,,,,-,-
车内化妆镜,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,
负离子发生器,●,●,●,●,●,●,-,-
语音识别控制系统,,,,,,,-,-
语音分区域唤醒识别,,,,,,,,-
