Feature,54912,54920,54921,54922,54923,55068,58466,64654
高度(mm),1930,1930,1930,1930,1930,1930,1930,1930
驾驶辅助影像,,,,,,,,
驾驶模式切换,,,,,,,,
驻车制动类型,,,,,,,,
驱动方式,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),5170,5170,5170,5170,5170,5170,5170,5170
长*宽*高(mm),5170*1920*1930,5170*1920*1930,5170*1920*1930,5170*1920*1930,5170*1920*1930,5170*1920*1930,5170*1920*1930,5170*1920*1930
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,
轴距(mm),3198,3198,3198,3198,3198,3198,3198,3198
轮圈材质,,,,,,,,
转向辅助灯,●,●,●,●,●,●,●,●
车门数(个),,,,,,,,
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道偏离预警系统,●,●,●,-,-,●,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车身结构_y,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●
车联网,●,●,●,-,-,●,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,
车型名称,风行M7 2022款 领爵款 2.0T 自动王爵版,风行M7 2022款 领爵款 2.0T 自动至尊版,风行M7 2022款 领爵款 2.0T 自动公爵版,风行M7 2022款 领爵款 2.0T 自动伯爵版,风行M7 2022款 领爵款 2.0T 自动侯爵版,风行M7 2022款 领爵款 2.0T 自动星空版,风行M7 2022款 领爵款 2.0T 自动行政版,风行M7 2023款 2.0T 自动行政版
车前雾灯,,,,,,,,
车内环境氛围灯,,,,-,-,,-,-
车内化妆镜,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,
行程(mm),92,92,92,92,92,92,92,92
行李厢12V电源接口,●,●,●,-,●,●,-,●
蓝牙/车载电话,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5
缸体材料,未知,未知,未知,未知,未知,未知,未知,未知
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
第二排独立座椅,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,
第二排座椅电动调节,●,●,-,-,-,●,-,-
第二排座椅功能,,,-,-,-,,-,-
空载最小离地间隙(mm),170,170,170,170,170,170,170,170
空调温度控制方式,,,,,,,,
离去角(°),19,19,19,19,19,19,19,19
疲劳驾驶提示,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,○,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,
油箱容积(L),72,72,72,72,72,72,72,72
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,180,180
最大马力(Ps),224,224,224,224,224,224,224,224
最大满载质量(kg),2745,2745,2745,2745,2745,2745,2745,2745
最大扭矩转速(rpm),1800-3600,1800-3600,1800-3600,1800-3600,1800-3600,1800-3600,1800-3600,1800-3600
最大扭矩(N·m)_y,385,385,385,385,385,385,385,385
最大扭矩(N·m)_x,385,385,385,385,385,385,385,385
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,165,165,165,165,165,165,165,165
最大功率(kW)_x,165,165,165,165,165,165,165,165
最大净功率(kW),160,160,160,160,160,160,160,160
无钥匙进入功能,,,,-,-,,-,-
无钥匙启动系统,●,●,●,-,-,●,●,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),2000,2000,2000,2000,2000,2000,2000,2000
接近角(°),18,18,18,18,18,18,18,18
排量(mL),1967,1967,1967,1967,1967,1967,1967,1967
换挡形式,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,,,-,,
感应雨刷功能,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,
座椅布局,,,,,,,,
座位数(个),,,,,,,,
并线辅助,●,●,●,-,-,●,-,-
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,-,-,●,-,-
宽度(mm),1920,1920,1920,1920,1920,1920,1920,1920
官方0-100km/h加速(s),10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
安全带未系提醒,,,,,,,,
天窗类型,,,,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
地图品牌,,,,-,-,,-,-
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1660,1660,1660,1660,1660,1660,1660,1660
后轮胎规格,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,●,-,-,-,●,-,-
后排座椅放倒形式,,,,,,,,
后排侧隐私玻璃,●,●,●,-,●,●,-,●
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,HY4C20B,HY4C20B,HY4C20B,HY4C20B,HY4C20B,HY4C20B,HY4C20B,HY4C20B
发动机,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4
压缩比,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
厂商指导价(元),21.99万,24.99万,18.69万,14.69万,15.99万,26.99万,19.99万,19.99万
厂商,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行
卫星导航系统,●,●,●,-,-,●,-,-
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1685,1685,1685,1685,1685,1685,1685,1685
前轮胎规格,,,,,,,,
前排座椅功能,,,-,-,-,,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
