Feature,62637,62639,67574,67575
高度(mm),1760,1760,1760,1760
高压快充,支持,支持,支持,支持
高压平台（V）,800,800,800,800
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,单电机,双电机,单电机,双电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
面部识别,-,●,-,●
隐藏电动门把手,●,●,●,●
陡坡缓降,●,●,●,●
长度(mm),5230,5230,5230,5230
长*宽*高(mm),5230*2015*1760,5230*2015*1760,5230*2015*1760,5230*2015*1760
钥匙类型,,,,
遥控泊车,●,●,●,●
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
透明底盘/540度影像,●,●,●,●
远程启动功能,,,,
远光灯光源,,,,
近光灯光源,,,,
辅助驾驶等级,,,,
轴距(mm),3126,3126,3126,3126
轮圈材质,,,,
转向辅助灯,●,●,●,●
车顶行李架,●,●,●,●
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,●,●,●,●
车载智能系统,,,,
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门6座SUV,5门6座SUV,5门6座SUV,5门6座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车机智能芯片,,,,
车型名称,远航H8 2023款 610km 后驱尊贵版,远航H8 2023款 560km 四驱尊享版,远航H8 2024款 560km 后驱智享版,远航H8 2024款 650km 四驱奢享版
车前雾灯,,,,
车内香氛装置,-,●,-,●
车内生物监测系统,●,●,●,●
车内环境氛围灯,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
超声波雷达数量,,,,
负离子发生器,●,●,●,●
语音连续识别,●,●,●,●
语音识别控制系统,,,,
语音助手唤醒词,,,,
语音分区域唤醒识别,,,,
触摸式阅读灯,●,●,●,●
行车电脑显示屏幕,,,,
行李厢12V电源接口,●,●,●,●
蓝牙/车载电话,●,●,●,●
自适应远近光,●,●,●,●
自动驻车,●,●,●,●
自动泊车入位,●,●,●,●
自动开合车门,-,●,-,●
自动头灯,●,●,●,●
自动变道辅助,●,●,●,●
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,大型SUV,大型SUV,大型SUV,大型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●,●,●
第二排座椅调节,,,,
第二排座椅电动调节,●,●,●,●
第二排座椅功能,,,,
第三排座椅调节,,,,
第三排座椅电动调节,●,●,●,●
空载最小离地间隙(mm),200,200,200,200
空调温度控制方式,,,,
空气质量监测,●,●,●,●
空气悬架,-,-,-,●
移动物体预警系统,●,●,●,●
离去角(°),21,21,21,21
疲劳驾驶提示,-,●,-,●
电池预加热,●,●,●,●
电池能量(kWh),88.42,88.42,81.05,98
电池类型,,,,
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.24,0.24,0.24,0.24
电池快充时间(小时)_x,0.24,0.24,0.24,0.24
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,后置,前置+后置
电动机总马力(Ps),340,680,340,680
电动机总扭矩(N·m),400,745,400,745
电动机总功率(kW),250,500,250,500
电动机(Ps),340,680,340,680
电动座椅记忆功能,,,,
电动吸合车门,-,,-,
电动后备厢位置记忆,●,●,●,●
电动后备厢,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●
热泵空调,●,●,●,●
满载最小离地间隙(mm),183,183,183,183
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
毫米波雷达数量,,,,
模拟声浪,●,●,●,●
最高车速(km/h),210,210,210,210
最大满载质量(kg),2960,3100,-,-
最大扭矩(N·m),400,745,400,745
最大功率(kW),250,500,250,500
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
无框设计车门,●,●,●,●
方向盘记忆,●,●,●,●
方向盘离手检测,●,●,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,●,●,●
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),2445,2580,-,-
摄像头数量,,,,
接近角(°),18,18,18,18
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,,,,
手机互联/映射,-,-,-,-
手机APP远程功能,,,,
感应雨刷功能,,,,
感应后备厢,●,●,-,●
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持
快充功率(kW),270,330,250,330
座椅材质,,,,
座椅布局,,,,
座位数(个),,,,
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,○,○,○,○
宽度(mm),2015,2015,2015,2015
官方0-100km/h加速(s),6.5,3.8,6.5,3.8
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
夜视系统,-,-,-,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,,,,
地图品牌,,,,
四驱形式,-,,-,
后雨刷,●,●,●,●
后轮距(mm),1691,1691,1691,1691
后轮胎规格,,,,
后电动机最大扭矩(N·m),400,400,400,400
后电动机最大功率(kW),250,250,250,250
后电动机型号,TZ220XSG00,TZ220XSG00,TZ220XSG00,TZ220XSG00
后电动机品牌,联合电子,联合电子,联合电子,联合电子
后方碰撞预警,●,●,●,●
后排独立空调,●,●,●,●
后排杯架,-,-,-,-
后排控制多媒体,●,●,●,●
后排座椅电动放倒,●,●,●,●
后排座椅放倒形式,,,,
后排侧隐私玻璃,●,●,●,●
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),240-680,240-680,240-680,240-680
后制动器类型,,,,
可见即可说,●,●,●,●
可变悬架功能,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),31.98万,35.98万,28.98万,38.98万
厂商,远航汽车,远航汽车,远航汽车,远航汽车
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,●,●,●,●
副座椅调节方式,,,,
前轮距(mm),1686,1686,1686,1686
前轮胎规格,,,,
前电动机最大扭矩(N·m),-,345,-,345
前电动机最大功率(kW),-,250,-,250
前电动机型号,-,TZ220XSG01,-,TZ220XSG01
前电动机品牌,-,联合电子,-,联合电子
前方碰撞预警,●,●,●,●
前排座椅功能,,,,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
光感天幕,-,-,○,●
倒车车侧预警系统,●,●,●,●
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动闭合式进气格栅,●,●,●,●
主动式环境氛围灯,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕材质,,,,
中控屏幕尺寸,,,,
上市时间,2023.12,2023.12,2024.04,2024.04
上坡辅助,●,●,●,●
三电系统质保,,,,
Wi-Fi热点,●,●,●,●
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,610,560,560,650
CLTC纯电续航里程(km)_x,610,560,560,650
AR-HUD增强现实抬头显示,-,○,-,○
ABS防抱死,●,●,●,●
4G/5G网络,,,,
220V/230V电源,●,●,●,●
