Feature,65257,65782,67335,67379,67961
高度(mm),1790,1790,1790,1790,1790
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,-,双电机,-,单电机,-
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
陡坡缓降,●,●,●,●,●
防侧翻系统,●,●,●,●,●
长度(mm),4730,4730,4730,4730,4730
长*宽*高(mm),4730*1910*1790,4730*1910*1790,4730*1910*1790,4730*1910*1790,4730*1910*1790
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,-
透明底盘/540度影像,●,●,-,●,-
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,
辅助驾驶等级,,,,,-
轴距(mm),2820,2820,2820,2820,2820
轮圈材质,,,,,
转向辅助灯,●,●,-,-,-
车顶行李架,●,●,●,●,-
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,●,●,●,-
车道保持辅助系统,●,●,●,●,-
车载空气净化器,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机智能芯片,,,-,,-
车型名称,北京BJ30 2024款 1.5T 轻野Max版,北京BJ30 2024款 1.5T 魔核电驱进阶版,北京BJ30 2024款 1.5T 轻野Pro版,北京BJ30 2024款 1.5T 魔核电驱标准版,北京BJ30 2024款 1.5T 轻野Air版
车前雾灯,,,-,-,-
车内环境氛围灯,,-,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,-,●,-
车侧脚踏板,,,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,●,-,-,-,-
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,●,●,●,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,-
自动驻车,●,●,●,●,●
自动头灯,●,●,●,●,●
自动变道辅助,●,●,●,●,-
能源类型_y,汽油,汽油电驱,汽油,汽油电驱,汽油
能源类型_x,汽油,汽油电驱,汽油,汽油电驱,汽油
胎压监测功能,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
纵向通过角(°),21,21,21,21,21
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),-,685,-,550,-
系统综合功率(kW),-,301,-,246,-
系统综合功率(Ps),-,409,-,335,-
简称,7挡湿式双离合,2挡DHT,7挡湿式双离合,2挡DHT,7挡湿式双离合
第二排座椅调节,,,,,
空调温度控制方式,,,,,
空气质量监测,●,-,-,-,-
离去角(°),30,30,30,30,30
疲劳驾驶提示,●,●,●,●,●
电芯品牌,-,,-,,-
电池类型,-,,-,,-
电机类型,-,永磁/同步,-,永磁/同步,-
电机布局,-,前置+后置,-,前置,-
电动机总马力(Ps),-,252,-,177,-
电动机总扭矩(N·m),-,450,-,315,-
电动机总功率(kW),-,185,-,130,-
电动机(Ps),-,252,-,177,-
电动座椅记忆功能,,,-,-,-
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
满载最小离地间隙(mm),215,215,215,215,215
