Feature,1001722,1001723,1001725,1004534,1004535
高度(mm),2285,2285,2285,2285,2285
驾驶辅助影像,,,,,
驾驶模式切换,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-
长度(mm),5380,5380,5380,5380,5380
长*宽*高(mm),5380×1880×2285,5380×1880×2285,5380×1880×2285,5380×1880×2285,5380×1880×2285
钥匙类型,,,,,
配气机构,DOHC,SOHC,未知,DOHC,DOHC
远光灯光源,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,
轴距(mm),3110,3110,3110,3110,3110
轮圈材质,,,,,
转向辅助灯,-,-,-,●,●
车门数(个),4,4,4,4,4
车道偏离预警系统,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车载CD/DVD,,,,,
车身结构_y,客车,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-
车联网,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-
车型名称,海格H5C 2013款 2.4L基本型4RB2,海格H5C 2013款 2.4L基本型4G69S4N,海格H5C 2013款 2.7L基本型G4BA,海格H5C 2013款 2.4L商务舒适型4RB2,海格H5C 2013款 2.4L商务舒适型 国V二阶段4RB2
车前雾灯,,,,,
车内环境氛围灯,-,-,-,-,-
车内化妆镜,-,-,-,-,-
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-
语音识别控制系统,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-
行程(mm),-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-
自适应远近光,-,-,-,-,-
自动驻车,-,-,-,-,-
自动头灯,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝,未知,未知,铝,铝
缸径(mm),-,-,-,-,-
缸体材料,铁,未知,未知,铁,铁
级别,轻客,轻客,轻客,轻客,轻客
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,,,,,
空调温度控制方式,,,,,
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国IV,国IV,国IV,国IV,国V
环保标准_x,国IV,国IV,国IV,国IV,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号
