Feature,65789,69521,69522
高度(mm),1925,1925,1925
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动电机数,双电机,双电机,双电机
驱动方式,,,
风阻系数(Cd),-,-,-
陡坡缓降,●,●,●
限滑差速器/差速锁,,,
防侧翻系统,●,●,●
长度(mm),5040,5040,5040
长*宽*高(mm),5040*1955*1925,5040*1955*1925,5040*1955*1925
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
遥控泊车,●,●,●
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
透明底盘/540度影像,●,●,●
远程启动功能,,,
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
辅助驾驶等级,,,
轴距(mm),2820,2820,2820
轮圈材质,,,
转向辅助灯,●,●,●
车顶行李架,●,●,●
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,●,●,-
车载智能系统,,,
车身结构_y,SUV,SUV,SUV
车身结构_x,5门7座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,北京BJ60雷霆 2024款  魔核电驱进阶版 7座,北京BJ60雷霆 2024款 魔核电驱进阶版 5座,北京BJ60雷霆 2024款 魔核电驱标准版 5座
车前雾灯,,,
车内环境氛围灯,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车侧脚踏板,,,
车体结构,非承载式,非承载式,非承载式
超声波雷达数量,,,
负离子发生器,●,●,-
语音识别控制系统,,,
触摸式阅读灯,●,●,●
行车电脑显示屏幕,,,
蠕行模式,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动泊车入位,●,●,●
自动头灯,●,●,●
自动变道辅助,●,●,-
能量回收系统,●,●,●
能源类型_y,增程式,增程式,增程式
能源类型_x,增程式,增程式,增程式
胎压监测功能,,,
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
纵向通过角(°),23,23,23
级别,中大型SUV,中大型SUV,中大型SUV
系统综合扭矩(N·m),655,655,655
系统综合功率(kW),403,403,403
系统综合功率(Ps),548,548,548
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,
第二排座椅功能,,,
空调温度控制方式,,,
空气质量监测,●,●,-
离去角(°),24,24,24
百公里耗电量(kWh/100km),24.2,24.2,24.2
疲劳驾驶提示,-,-,-
电芯品牌,,,
电能当量燃料消耗量(L/100km),2.74,2.74,2.74
电池预加热,●,●,●
电池能量(kWh),40.3,40.3,40.3
电池类型,,,
电池快充电量范围(%)_y,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),548,548,548
电动机总扭矩(N·m),655,655,655
电动机总功率(kW),403,403,403
电动机(Ps),548,548,548
电动座椅记忆功能,,,
电动后备厢,-,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
温度分区控制,●,●,●
液晶仪表尺寸,,,
涉水感应系统,●,●,●
油箱容积(L),82,82,82
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,,
每缸气门数(个),4,4,4
最高车速(km/h),180,180,180
最小转弯半径(m),5.5,5.5,5.5
最小离地间隙(mm),215,215,215
最大马力(Ps),188,188,188
最大满载质量(kg),3325,3325,3325
最大涉水深度(mm),800,800,800
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,-,-,-
最大扭矩(N·m)_x,655,655,655
最大功率转速(rpm),-,-,-
最大功率(kW)_y,138,138,138
最大功率(kW)_x,403,403,403
最大净功率(kW),130,130,130
最低荷电状态油耗(L/100km)WLTC,8.75,8.75,8.75
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,●,●,●
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,●,●
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2800,2750,2750
摄像头数量,,,
推荐燃油标号,92号,92号,92号
接近角(°),30,30,30
排量(mL),1498,1498,1498
换挡形式,,,
挡位个数,1,1,1
拖挂钩,,,
拖挂模式,○,○,○
扬声器数量,,,
扬声器品牌名称,,,-
手机无线充电功能,,,
手机无线充电功率,,,
手机互联/映射,,,
手机APP远程功能,,,
慢充接口位置,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,
快充接口位置,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持
快充功率(kW),60,60,60
循迹倒车,●,●,●
座椅材质,,,
座椅布局,,-,-
座位数(个),,,
应用商店,●,●,●
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外直流放电功率(kW),6,6,6
对外放电,●,●,●
