Feature,62474,62887,62888,62889,62890,65959
高度(mm),1537,1537,1537,1567,1567,1537
驾驶辅助影像,-,-,-,-,-,-
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),4081,4109,4081,4095,4095,4125
长*宽*高(mm),4081*1694*1537,4109*1694*1537,4081*1694*1537,4095*1725*1567,4095*1725*1567,4125*1694*1537
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,
辅助驾驶系统,,-,-,-,,-
辅助驾驶等级,,-,-,-,,-
轴距(mm),2530,2530,2530,2530,2530,2530
轮圈材质,,,,,,
车顶行李架,-,-,-,●,●,-
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,-,●,-
车道偏离预警系统,●,-,-,-,●,-
车道保持辅助系统,●,-,-,-,●,-
车载空气净化器,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢跨界车,两厢跨界车,两厢车
车身结构_x,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢跨界车,5门5座两厢跨界车,5门5座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,飞度 2023款 1.5L CVT潮跑Pro版,飞度 2023款 1.5L CVT潮享版,飞度 2023款 1.5L CVT潮跑版,飞度 2023款 1.5L CVT潮越版,飞度 2023款 1.5L CVT潮越Max版,飞度 2024款 1.5L CVT無限MUGEN版
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,-,-,●,●,-
自适应远近光,●,-,-,-,●,-
自动驻车,-,-,-,-,-,-
自动头灯,●,-,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,小型车,小型车,小型车,小型车,小型车,小型车
简称,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),27,27,27,31,31,27
疲劳驾驶提示,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
油箱容积(L),40,40,40,40,40,40
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),188,188,188,188,188,188
最小转弯半径(m),5.2,4.9,4.9,5,5,4.9
最大马力(Ps),124,124,124,124,124,124
最大满载质量(kg),1610,1610,1610,1610,1610,1610
最大扭矩转速(rpm),4700,4700,4700,4700,4700,4700
最大扭矩(N·m)_y,145,145,145,145,145,145
最大扭矩(N·m)_x,145,145,145,145,145,145
最大功率转速(rpm),6600,6600,6600,6600,6600,6600
最大功率(kW)_y,91,91,91,91,91,91
最大功率(kW)_x,91,91,91,91,91,91
最大净功率(kW),91,91,91,91,91,91
无钥匙进入功能,-,-,-,-,,-
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,●,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),1147,1108,1118,1134,1149,1108
接近角(°),17,16,17,17,17,17
排量(mL),1498,1498,1498,1498,1498,1498
换挡形式,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,,-,-,,,-
感应雨刷功能,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,-
巡航系统,,-,-,-,,-
导航路况信息显示,-,-,-,-,-,-
宽度(mm),1694,1694,1694,1725,1725,1694
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,,-,-,-,,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外观套件,,-,,-,-,
外后视镜功能,,,,,,
备胎规格,,,,,,
后雨刷,●,●,●,●,●,●
后轮距(mm),1473,1473,1473,1484,1484,1473
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,L15CC,L15CC,L15CC,L15CC,L15CC,L15CC
发动机,1.5L 124马力 L4,1.5L 124马力 L4,1.5L 124马力 L4,1.5L 124马力 L4,1.5L 124马力 L4,1.5L 124马力 L4
压缩比,11.5,11.5,11.5,11.5,11.5,11.5
厂商指导价(元),10.78万,8.68万,9.68万,10.08万,10.88万,9.78万
厂商,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田
卫星导航系统,-,-,-,-,-,-
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1485,1485,1485,1496,1496,1485
前轮胎规格,,,,,,
前方碰撞预警,●,-,-,-,●,-
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
