Feature,62815,72048
高度(mm),1998,1998
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动方式,,
风阻系数(Cd),-,-
陡坡缓降,-,-
长度(mm),5435,5370
长*宽*高(mm),5435*1928*1998,5370*1928*1998
钥匙类型,,
配气机构,DOHC,DOHC
道路救援呼叫,●,●
道路交通标识识别,-,●
远程启动功能,-,
远光灯光源,,
进气形式,涡轮增压,涡轮增压
近光灯光源,,
轴距(mm),3430,3430
轮圈材质,,
转向辅助灯,●,-
车顶行李架,-,●
车门数(个),,
车门开启方式,平开门+侧滑门,平开门+侧滑门
车道居中保持,-,●
车道偏离预警系统,-,●
车道保持辅助系统,-,●
车载空气净化器,-,-
车载电视,●,-
车载智能系统,-,
车载冰箱,●,●
车身结构_y,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,凌际威途系列 2023款 2.0T 7座,凌际星云系列 2025款 2.0T 威途 7座
车前雾灯,-,-
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,-
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
超声波雷达数量,,
语音识别控制系统,,
语音助手唤醒词,-,
语音分区域唤醒识别,,
行车电脑显示屏幕,,
蓝牙/车载电话,●,●
自适应远近光,●,-
自动驻车,-,●
自动泊车入位,●,-
自动头灯,●,●
能源类型_y,汽油,汽油+48V轻混系统
能源类型_x,汽油,汽油+48V轻混系统
胎压监测功能,,
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,中大型MPV,中大型MPV
简称,9挡手自一体,9挡手自一体
第二排独立座椅,●,●
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
第三排座椅调节,-,
第三排座椅电动调节,-,●
第三排座椅功能,-,
空调温度控制方式,,
离去角(°),12,-
疲劳驾驶提示,●,●
电动座椅记忆功能,,
电动后备厢,-,●
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
