Feature,62574,62652,62653
高精地图,●,●,●
高度(mm),1509,1509,1509
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,双电机,双电机
驱动方式,双电机四驱,双电机四驱,双电机四驱
首任车主质保政策,6年或15万公里,6年或15万公里,6年或15万公里
风阻系数(Cd),0.208,0.208,0.208
隐藏电动门把手,●,●,●
陡坡缓降,-,-,-
长度(mm),5101,5101,5101
长*宽*高(mm),5101*1987*1509,5101*1987*1509,5101*1987*1509
钥匙类型,,,
遥控泊车,○,○,○
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
透明底盘/540度影像,●,●,●
远程启动功能,,,
远程召唤,●,●,●
远光灯光源,,,
近光灯光源,,,
辅助驾驶芯片,,,
辅助驾驶系统,,,
辅助驾驶等级,,,
轴距(mm),3060,3060,3060
轮圈材质,,,
转向辅助灯,●,●,●
车门数(个),4,4,4
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,●,●,●
车载智能系统,,,
车身结构_y,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车机系统存储（GB）,,,
车机系统内存（GB）,,,
车型名称,蔚来ET7 2023款 100kWh 签名版,蔚来ET7 2023款 75kWh,蔚来ET7 2023款 100kWh
车前雾灯,,,
车内香氛装置,●,●,●
车内环境氛围灯,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
负离子发生器,●,●,●
语音连续识别,●,●,●
语音识别控制系统,,,
语音分区域唤醒识别,,,
语音免唤醒词,●,●,●
触摸式阅读灯,●,●,●
行车电脑显示屏幕,,,
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
芯片总算力,,,
自适应远近光,●,●,●
自动驾驶辅助路段,,,
自动驻车,●,●,●
自动泊车入位,●,●,●
自动头灯,●,●,●
自动变道辅助,●,●,●
能量回收系统,●,●,●
能源类型,纯电动,纯电动,纯电动
胎压监测功能,,,
缺气保用轮胎,-,-,-
级别,中大型车,中大型车,中大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,
第二排座椅功能,,,
空调温度控制方式,,,
空气悬架,●,●,●
离去角(°),17,17,17
百公里耗电量(kWh/100km),16,16.2,16
疲劳驾驶提示,●,●,●
电芯品牌,江苏时代,江苏时代,江苏时代
电能当量燃料消耗量(L/100km),1.81,1.83,1.81
电池预加热,●,●,●
电池能量密度(Wh/kg),185.44,142.1,185.44
电池能量(kWh),100,75,100
电池组质保,首任车主十年不限公里（责任免除条款以官方为准）,首任车主十年不限公里（责任免除条款以官方为准）,首任车主十年不限公里（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂+磷酸铁锂,三元锂电池
电池冷却方式,液冷,液冷,液冷
