Feature,61972,61979,62073
高精地图,○,○,○
高度(mm),1628,1628,1628
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动方式,,,
首任车主质保政策,,,
风阻系数(Cd),-,-,-
面部识别,●,●,●
陡坡缓降,●,●,●
长度(mm),4614,4592,4592
长*宽*高(mm),4614*1879*1628,4592*1879*1628,4592*1879*1628
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
远程启动功能,,,
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
运动风格座椅,●,●,●
辅助驾驶等级,,,
轴距(mm),2734,2734,2734
轮圈材质,,,
转向头灯,●,●,●
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,-,-,-
车身结构_y,SUV跨界车,SUV跨界车,SUV跨界车
车身结构_x,5门5座SUV跨界车,5门5座SUV跨界车,5门5座SUV跨界车
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车机系统存储(GB),,,
车机系统内存(GB),,,
车机智能芯片,,,
车型名称,领克05 2023款 05+ 2.0TD 四驱探索版,领克05 2023款 2.0TD 四驱劲Halo,领克05 2023款 2.0TD 两驱耀Halo
车前雾灯,-,-,-
车内香氛装置,●,●,●
车内生物监测系统,●,○,○
车内环境氛围灯,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
语音识别控制系统,,,
语音分区域唤醒识别,,,
触摸式阅读灯,●,●,●
行车电脑显示屏幕,,,
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动泊车入位,○,○,○
自动头灯,●,●,●
自动变道辅助,●,●,●
能源类型_y,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油
胎压监测功能,,,
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,-,-,-
空载最小离地间隙(mm),213,213,213
空调温度控制方式,,,
离去角(°),20,22,22
疲劳驾驶提示,●,●,●
电动座椅记忆功能,,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环保标准_y,国VI,国VI,国VI
