Feature,59428,61574,61575,61576,61577,61578
高度(mm),1545,1545,1545,1545,1545,1545
驾驶辅助影像,,-,-,,-,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),3840,3840,3840,3840,3840,3840
长*宽*高(mm),3840*1742*1545,3840*1742*1545,3840*1742*1545,3840*1742*1545,3840*1742*1545,3840*1742*1545
钥匙类型,,,,,,
道路交通标识识别,●,-,-,-,-,-
远程启动功能,,,,,,
远光灯光源,,,,,,
近光灯光源,,,,,,
辅助驾驶芯片,,-,-,-,-,-
辅助驾驶等级,,-,-,-,-,-
轴距(mm),2521,2521,2521,2521,2521,2521
轮圈材质,,,,,,
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,-,-,-
车道偏离预警系统,●,-,-,-,-,-
车道保持辅助系统,●,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门5座两厢车,5门4座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车联网,●,-,-,●,-,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,江南U2 2023款 400 Pro版,江南U2 2023款 150版,江南U2 2023款 300版,江南U2 2023款 300 S版,江南U2 2023款 400版,江南U2 2023款 400 S版
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,,-,-,-,-,-
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,-,,-
语音识别控制系统,,-,-,,-,
语音助手唤醒词,,-,-,,-,
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,-,-,●,-,●
自适应远近光,●,-,-,-,-,-
自动驻车,●,-,-,-,-,-
自动头灯,●,-,-,-,-,-
能量回收系统,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
级别,小型车,小型车,小型车,小型车,小型车,小型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),32,34,32,32,32,32
百公里耗电量(kWh/100km),11.3,10.4,10.6,10.6,11.3,11.3
疲劳驾驶提示,-,-,-,-,-,-
电芯品牌,,,,,,
电能当量燃料消耗量(L/100km),1.28,1.18,1.20,1.20,1.28,1.28
电池预加热,●,●,●,●,●,●
电池能量密度(Wh/kg),140.20,105.5,125.5,125.5,129.8,129.8
电池能量(kWh),43,13.3,29.9,29.9,43,43
电池类型,,,,,,
电池慢充时间(小时)_y,10,4.2,10,10,10,10
电池慢充时间(小时)_x,10,4.2,10,10,10,10
电池快充电量范围(%)_y,80,-,80,80,80,80
电池快充电量范围(%)_x,80,-,80,80,80,80
电池快充时间(小时)_y,0.5,-,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,-,0.5,0.5,0.5,0.5
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),160,100,120,120,160,160
电动机总功率(kW),80,35,55,55,80,80
电动机总功率(Ps),109,48,75,75,109,109
电动机(Ps),109,48,75,75,109,109
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-
最高车速(km/h),135,102,130,130,135,135
最大满载质量(kg),1583,1303,1433,1433,1583,1583
最大扭矩(N·m),160,100,120,120,160,160
最大功率(kW),80,35,55,55,80,80
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),1188,928,1058,1058,1188,1188
摄像头数量,,-,-,,-,
接近角(°),23,23,23,23,23,23
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-
手机APP远程功能,,,,,,
感应雨刷功能,-,-,-,-,-,-
快充功能,支持,不支持,支持,支持,支持,支持
座椅材质,,,,,,
座位数(个),,,,,,
应用商店,●,-,-,●,-,●
并线辅助,-,-,-,-,-,-
巡航系统,,,,,,
导航路况信息显示,●,-,-,●,-,●
宽度(mm),1742,1742,1742,1742,1742,1742
官方0-50km/h加速(s),3,5.5,4.5,4.5,3,3
官方0-100km/h加速(s),9.5,19,14.98,14.98,9.5,9.5
安全带未系提醒,,,,,,
天窗类型,,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,-,-,-,-,-
备胎规格,,,,,,
后雨刷,-,-,-,-,-,-
后轮距(mm),1530,1540,1530,1530,1530,1530
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,-,-,-,-,-,-
后备厢容积(L),300-750,300-750,300-750,300-750,300-750,300-750
后制动器类型,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),9.88万,5.68万,6.98万,7.68万,8.38万,8.88万
厂商,江南汽车,江南汽车,江南汽车,江南汽车,江南汽车,江南汽车
卫星导航系统,●,-,-,●,-,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1530,1540,1530,1530,1530,1530
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),160,100,120,120,160,160
前电动机最大功率(kW),80,35,55,55,80,80
前电动机型号,TZ180XS122,-,-,-,TZ180XS122,TZ180XS122
前电动机品牌,苏州汇川,-,-,-,苏州汇川,苏州汇川
前方碰撞预警,●,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,-,-,-,-,-
全液晶仪表盘,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,-,-,-,-,-,-
上市时间,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02
上坡辅助,●,-,-,-,-,-
三电系统质保,,,,,,
Wi-Fi热点,●,-,-,●,-,●
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,406,151,305,305,406,406
CLTC纯电续航里程(km)_x,406,151,305,305,406,406
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,-,-,,-,
