Feature,60182,61072,61073,61077,61078
高精地图,●,●,●,●,●
高度(mm),1714,1714,1714,1714,1714
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,双电机,双电机,双电机,双电机
驱动方式,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱
首任车主质保政策,6年或15万公里,6年或15万公里,6年或15万公里,-,-
风阻系数(Cd),0.23,0.23,0.23,0.23,0.23
隐藏电动门把手,●,●,●,●,●
陡坡缓降,●,●,●,●,●
防侧翻系统,●,●,●,●,●
长度(mm),4968,4968,4968,4968,4968
长*宽*高(mm),4968*1974*1714,4968*1974*1714,4968*1974*1714,4968*1974*1714,4968*1974*1714
钥匙类型,,,,,
遥控泊车,○,○,○,○,○
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远程召唤,○,○,○,○,○
远光灯光源,,,,,
近光灯光源,,,,,
运动风格座椅,●,●,●,●,●
辅助驾驶芯片,,,,,
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
轴距(mm),2960,2960,2960,2960,2960
轮圈材质,,,,,
转向辅助灯,●,●,●,●,●
车门数(个),5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,●,●,●,●,●
车载智能系统,,,,,
车身结构_y,SUV跨界车,SUV跨界车,SUV跨界车,SUV跨界车,SUV跨界车
车身结构_x,5门5座SUV跨界车,5门5座SUV跨界车,5门5座SUV跨界车,5门5座SUV跨界车,5门5座SUV跨界车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机系统存储（GB）,,,,-,-
车机系统内存（GB）,,,,-,-
车机智能芯片,,,,,
车型名称,蔚来EC7 2023款 75kWh,蔚来EC7 2023款 100kWh,蔚来EC7 2023款 100kWh 首发版,蔚来EC7 2023款 150kWh,蔚来EC7 2023款 150kWh 首发版
车前雾灯,,,,,
车内香氛装置,●,●,●,●,●
车内环境氛围灯,,,,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,●,●,●,●,●
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音分区域唤醒识别,,,,-,-
语音免唤醒词,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●
芯片总算力,,,,,
自适应远近光,●,●,●,●,●
自动驾驶辅助路段,,,,,
自动驻车,●,●,●,●,●
自动泊车入位,●,●,●,●,●
自动头灯,●,●,●,●,●
自动变道辅助,●,●,●,●,●
能量回收系统,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
缺气保用轮胎,○,○,●,○,●
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,
第二排座椅电动调节,●,●,●,●,●
第二排座椅功能,,,,,
空调温度控制方式,,,,,
空气悬架,●,●,●,●,●
离去角(°),20,20,20,20,20
百公里耗电量(kWh/100km),-,-,-,-,-
疲劳驾驶提示,●,●,●,●,●
电芯品牌,江苏时代,江苏时代,江苏时代,江苏时代,江苏时代
电池预加热,●,●,●,●,●
电池能量密度(Wh/kg),142.1,185.44,185.44,360,360
电池能量(kWh),75,100,100,150,150
电池组质保,首任车主十年不限公里（责任免除条款以官方为准）,首任车主十年不限公里（责任免除条款以官方为准）,首任车主十年不限公里（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂+磷酸铁锂,三元锂电池,三元锂电池,固态电池,固态电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,前永磁/同步 后交流/异步,前永磁/同步 后交流/异步,前永磁/同步 后交流/异步,前永磁/同步 后交流/异步,前永磁/同步 后交流/异步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m),850,850,850,850,850
电动机总功率(kW),480,480,480,480,480
电动机总功率(Ps),653,653,653,653,653
电动机(Ps),653,653,653,653,653
电动扰流板,●,●,●,●,●
电动座椅记忆功能,,,,,
电动吸合车门,,,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,●,●,●,●
灯光特色功能,,,,,
激光雷达数量,,,,,
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
毫米波雷达数量,,,,,
模拟声浪,●,●,●,●,●
杜比全景声(Dolby Atmos),●,●,●,●,●
最高车速(km/h),200,200,200,200,200
最大满载质量(kg),2940,2940,2940,2940,2940
最大扭矩(N·m),850,850,850,-,-
最大功率(kW),480,480,480,-,-
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,●,●,●,●,●
方向盘离手检测,●,●,●,●,●
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,●,●,●,●
方向盘位置调节,,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),-,-,-,-,-
摄像头数量,,,,,
接近角(°),17,17,17,17,17
换电,支持,支持,支持,支持,支持
换挡形式,,,,,
挡位个数,1,1,1,1,1
拖挂模式,○,○,○,○,○
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,,,
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充时间(小时)_y,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-
感应雨刷功能,,,,,
感应后备厢,●,●,●,●,●
快充电量百分比,10-80,10-80,10-80,-,-
快充电量(%),10-80,10-80,10-80,-,-
快充时间(小时)_y,0.5,0.33,0.33,-,-
快充时间(小时)_x,0.5,0.33,0.33,-,-
快充功能,支持,支持,支持,支持,支持
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
宽度(mm),1974,1974,1974,1974,1974
官方0-100km/h加速(s),3.8,3.8,3.8,3.8,3.8
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,,,,,
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
地图品牌,,,,,
