Feature,65890,65894,65895,65896,65897
高精地图,●,●,●,●,●
高度(mm),1494,1494,1494,1494,1494
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,单电机,单电机,单电机,单电机,双电机
驱动方式,,,,,
风阻系数(Cd),0.206,0.206,0.206,0.206,0.206
面部识别,-,-,●,●,●
隐藏电动门把手,●,●,●,●,●
陡坡缓降,●,●,●,●,●
长度(mm),5000,5000,5000,5000,5000
长*宽*高(mm),5000*1953*1494,5000*1953*1494,5000*1953*1494,5000*1953*1494,5000*1953*1494
钥匙类型,,,,,
遥控泊车,-,-,●,●,●
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
辅助驾驶芯片,,,,,
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
轴距(mm),3000,3000,3000,3000,3000
轮圈材质,,,,,
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,●,●,●,●,●
车载智能系统,,,,,
车身结构_y,掀背车,掀背车,掀背车,掀背车,掀背车
车身结构_x,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机智能芯片,,,,,
车型名称,飞凡F7 2023款 都市版,飞凡F7 2023款 改款 进阶版,飞凡F7 2023款 改款 进阶Pro版,飞凡F7 2023款 改款 长续Pro版,飞凡F7 2023款 改款 性能Pro版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,,,,
车内摄像头数量,-,-,,-,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●
芯片总算力,-,-,,,
自适应远近光,●,●,●,●,●
自动驾驶辅助路段,-,-,,,
自动驻车,●,●,●,●,●
自动泊车入位,-,-,●,●,●
自动头灯,●,●,●,●,●
自动变道辅助,-,-,●,●,●
能量回收系统,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
级别,中大型车,中大型车,中大型车,中大型车,中大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,,,,
第二排座椅电动调节,-,○,○,○,●
第二排座椅功能,-,,,,
空调温度控制方式,,,,,
空气质量监测,●,●,●,●,●
移动物体预警系统,-,-,●,●,●
离去角(°),18,18,18,18,18
百公里耗电量(kWh/100km),-,15.4,15.4,15.6,16.2
疲劳驾驶提示,-,-,●,●,●
电芯品牌,-,,,,
电能当量燃料消耗量(L/100km),1.64,1.64,1.64,1.69,1.83
电池预加热,●,●,●,●,●
电池能量密度(Wh/kg),-,180,180,185,185
电池能量(kWh),64,77,77,90,90
电池类型,,,,,
电池慢充时间(小时)_y,10.5,12,12,14,14
电池慢充时间(小时)_x,10.5,12,12,14,14
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,前置+后置
电动机总马力(Ps),294,340,340,340,544
电动机总扭矩(N·m),450,450,450,450,700
电动机总功率(kW),216,250,250,250,400
电动机(Ps),294,340,340,340,544
电动座椅记忆功能,,,,,
电动吸合车门,-,-,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,●,●,●,●
激光雷达线数,-,-,,-,
激光雷达型号,-,-,,-,
激光雷达品牌,-,-,,-,
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
毫米波雷达数量,,,,,
最高车速(km/h),200,200,200,200,200
最大满载质量(kg),2593,2593,2593,2626,2626
最大扭矩(N·m),450,450,450,450,700
最大功率(kW),216,250,250,250,400
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
无框设计车门,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘离手检测,-,-,●,●,●
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,●,●,●
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),2162,2162,2162,2162,2162
摄像头数量,,,,,
接近角(°),14,14,14,14,14
换电,-,支持,支持,支持,支持
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,,,
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持
座椅材质,,,,,
座位数(个),,,,,
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
宽度(mm),1953,1953,1953,1953,1953
官方0-100km/h加速(s),6.7,5.7,5.7,5.7,3.7
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
四驱形式,-,-,-,-,
后雨刷,-,-,-,-,-
后轮距(mm),1660,1660,1660,1660,1660
后轮胎规格,,,,,
后电动机最大扭矩(N·m),450,450,450,450,450
后电动机最大功率(kW),216,250,250,250,250
后电动机型号,-,TZ230XY1301,TZ230XY1301,TZ230XY1301,TZ230XY1301
后电动机品牌,-,华域电动,华域电动,华域电动,华域电动
后方碰撞预警,●,●,●,●,●
后排独立空调,●,●,●,●,●
后排液晶屏幕尺寸,,,,,
后排杯架,●,●,●,●,●
后排控制多媒体,●,●,●,●,●
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,●,●,●,●
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),466,466,466,466,466
后制动器类型,,,,,
可见即可说,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),18.99万,22.99万,24.99万,26.99万,30.99万
厂商,飞凡汽车,飞凡汽车,飞凡汽车,飞凡汽车,飞凡汽车
卫星导航系统,●,●,●,●,●
单踏板模式,●,●,●,●,●
匝道自动驶出(入),-,-,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●
副驾屏幕分辨率,,,,,
副驾屏幕像素密度,,,,,
副驾娱乐屏尺寸,,,,,
副座椅调节方式,,,,,
前轮距(mm),1660,1660,1660,1660,1660
前轮胎规格,,,,,
前电动机最大扭矩(N·m),-,-,-,-,250
前电动机最大功率(kW),-,-,-,-,150
前方碰撞预警,●,●,●,●,●
前方感知摄像头,,,,,
前排座椅功能,,,,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
