Feature,58698,60469,60470
高度(mm),1425,1425,1425
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动方式,,,
风阻系数(Cd),-,-,-
陡坡缓降,-,-,-
长度(mm),4690,4690,4690
长*宽*高(mm),4690*1790*1425,4690*1790*1425,4690*1790*1425
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,-,●
远程启动功能,,-,
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
运动风格座椅,●,●,●
运动外观套件,●,●,●
辅助驾驶系统,,-,-
辅助驾驶等级,,-,-
轴距(mm),2700,2700,2700
轮圈材质,,,
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,●,-,●
车道保持辅助系统,●,-,●
车载空气净化器,●,-,●
车载智能系统,,-,
车身结构_y,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,-,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,菲斯塔 2023款 270T N Line TOP旗舰版,菲斯塔 2023款 270T N Line GLX精英版,菲斯塔 2023款 270T N Line DLX豪华版
车前雾灯,-,-,-
车内环境氛围灯,-,-,-
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,-,●
车体结构,承载式,承载式,承载式
语音识别控制系统,,-,
语音分区域唤醒识别,,-,
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,●,-,●
自动驻车,●,●,●
自动头灯,●,●,●
能源类型_y,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车
简称,7挡干式双离合,7挡干式双离合,7挡干式双离合
第二排座椅调节,-,-,-
空调温度控制方式,,,
离去角(°),16,16,16
疲劳驾驶提示,●,-,●
电动座椅记忆功能,-,-,-
电动后备厢,-,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
温度分区控制,-,-,-
液晶仪表尺寸,,,
油箱容积(L),53,53,53
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),220,220,220
最大马力(Ps),200,200,200
最大满载质量(kg),1860,1860,1860
最大扭矩转速(rpm),2200-4000,2200-4000,2200-4000
最大扭矩(N·m)_y,253,253,253
最大扭矩(N·m)_x,253,253,253
最大功率转速(rpm),6000,6000,6000
最大功率(kW)_y,147,147,147
最大功率(kW)_x,147,147,147
最大净功率(kW),147,147,147
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,●,●,●
方向盘加热,●,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1420,1420,1420
接近角(°),12,12,12
排量(mL),1497,1497,1497
换挡形式,,,
挡位个数,7,7,7
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,-,-
手机互联/映射,,,
手机APP远程功能,,-,
感应雨刷功能,-,-,-
感应后备厢,●,●,●
座椅材质,,,
座位数(个),,,
并线辅助,●,-,-
巡航系统,,,
导航路况信息显示,●,-,●
宽度(mm),1790,1790,1790
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
地图品牌,,-,
后雨刷,-,-,-
后轮距(mm),1562,1562,1562
后轮胎规格,,,
后排独立空调,-,-,-
后排杯架,●,-,●
后排座椅放倒形式,,-,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),475,475,475
后制动器类型,,,
变速箱类型,干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT)
变速箱,7挡干式双离合,7挡干式双离合,7挡干式双离合
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,G4FS,G4FS,G4FS
发动机启停技术,●,●,●
发动机,1.5T 200马力 L4,1.5T 200马力 L4,1.5T 200马力 L4
厂商指导价(元),15.48万,13.88万,14.58万
厂商,北京现代,北京现代,北京现代
卫星导航系统,●,-,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1549,1549,1549
前轮胎规格,,,
前方碰撞预警,●,-,●
前排座椅功能,,-,-
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,-,-
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动刹车/主动安全系统,●,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2022.11,2022.11,2022.11
上坡辅助,●,●,●
WLTC综合油耗(L/100km),6.15,6.15,6.15
USB/Type-C接口数量,,,
OTA升级,●,-,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ETC装置,○,○,○
ABS防抱死,●,●,●
4G/5G网络,,-,
