Feature,64746,66296,66349,66350,68923
高精地图,○,○,○,○,○
高度(mm),1460,1460,1460,1460,1460
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,双电机,单电机,单电机,单电机,双电机
驱动方式,,,,,
首任车主质保政策,,,,,
风阻系数(Cd),0.209,0.209,0.209,0.209,0.209
面部识别,●,●,●,●,●
隐藏电动门把手,●,●,●,●,●
陡坡缓降,●,●,●,●,●
长度(mm),4880,4880,4880,4880,4880
长*宽*高(mm),4880*1895*1460,4880*1895*1460,4880*1895*1460,4880*1895*1460,4880*1895*1460
钥匙类型,,,,,
配气机构,-,-,-,-,-
遥控泊车,○,○,○,○,○
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
进气形式,-,-,自然吸气,-,-
近光灯光源,,,,,
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
轴距(mm),2915,2915,2915,2915,2915
轮圈材质,,,,,
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,-,-,-,-,-
车载智能系统,,,,,
车身结构_y,掀背车,掀背车,掀背车,掀背车,掀背车
车身结构_x,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机系统存储(GB),,,,,
车机系统内存(GB),,,,,
车机智能芯片,,,,,
车型名称,eπ007 2024款 540四驱Max版,eπ007 2024款 620Pro版,eπ007 2024款 200Pro增程版,eπ007 2024款 530Pro版,eπ007 2024款 540四驱Pro版
车前雾灯,-,-,-,-,-
车内香氛装置,●,○,○,○,○
车内生物监测系统,●,●,●,●,●
车内环境氛围灯,,,,,
车内摄像头数量,,,,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
记忆泊车,○,○,○,○,○
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驾驶辅助路段,,,,,
自动驻车,●,●,●,●,●
自动泊车入位,○,○,○,○,○
自动头灯,●,●,●,●,●
自动变道辅助,○,○,○,○,○
能量回收系统,●,●,●,●,●
能源类型_y,纯电动,纯电动,增程式,纯电动,纯电动
能源类型_x,纯电动,纯电动,增程式,纯电动,纯电动
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,-,-,-,-,-
缸体材料,-,-,-,-,-
级别,中大型车,中大型车,中大型车,中大型车,中大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
离去角(°),15,15,15,15,15
百公里耗电量(kWh/100km),14.9,12.6,12.8,11.9,14.9
疲劳驾驶提示,●,●,●,●,●
电芯品牌,,,,,
电能当量燃料消耗量(L/100km),1.68,1.42,-,1.35,1.68
电池预加热,●,●,●,●,●
电池能量(kWh),70.26,70.26,28.39,56.83,70.26
电池类型,,,,,
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.43,0.43,0.43,0.43,0.43
电池快充时间(小时)_x,0.43,0.43,0.43,0.43,0.43
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,后置,后置,后置,前置+后置
电动机总马力(Ps),544,272,218,218,544
电动机总扭矩(N·m),640,320,310,310,640
电动机总功率(kW),400,200,160,160,400
电动机(Ps),544,272,218,218,544
电动扰流板,●,○,○,○,○
电动座椅记忆功能,,,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环视摄像头像素,,,,,
环境感知摄像头像素,,,,,
环保标准_y,-,-,国VI,-,-
环保标准_x,-,-,国VI,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,-,-,92号,-,-
热泵空调,●,●,-,●,●
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,,
气缸数(个),-,-,4,-,-
气缸排列形式,-,-,L,-,-
毫米波雷达数量,,,,,
每缸气门数(个),-,-,4,-,-
最高车速(km/h),165,165,-,165,165
最小转弯半径(m),5.6,5.6,5.6,5.6,5.6
最大马力(Ps),544,272,-,218,544
最大满载质量(kg),2442,2279,-,2194,2442
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,640,320,-,310,640
最大扭矩(N·m)_x,640,320,310,310,640
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,400,200,-,160,400
最大功率(kW)_x,400,200,160,160,400
最大净功率(kW),-,-,-,-,-
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
无框设计车门,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1999,1852,-,1767,1999
摄像头数量,,,,,
接近角(°),13,13,13,13,13
排量(mL),0,0,-,0,0
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,,,
手机无线充电功率,,,,,
手机互联/映射,,,,,
手机APP远程功能,,,,,
手势控制,●,●,●,●,●
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持
循迹倒车,○,○,○,○,○
座椅材质,,,,,
座位数(个),,,,,
应用商店,●,●,●,●,●
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3
宽度(mm),1895,1895,1895,1895,1895
官方0-100km/h加速(s),3.9,5.8,7.2,6.8,3.9
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,-,-,-,-,-
地图品牌,,,,,
四驱形式,,-,-,-,
后雨刷,-,-,-,-,-
后轮距(mm),1635,1630,1630,1630,1635
后轮胎规格,,,,,
后电动机最大扭矩(N·m),320,320,310,310,320
后电动机最大功率(kW),200,200,160,160,200
后电动机型号,TZ200XS3F1,TZ200XS3F1,TZ200XS3F0,TZ200XS3F0,TZ200XS3F1
后电动机品牌,智新科技,智新科技,-,智新科技,智新科技
后方碰撞预警,●,●,●,●,●
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),452-1026,452-1026,-,452-1026,452-1026
后制动器类型,,,,,
可见即可说,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,-
发动机布局,-,-,横置,-,-
发动机型号,-,-,DFMC15DE,-,-
发动机,-,-,1.5L 218马力 L4,-,-
厂商指导价(元),19.96万,17.96万,15.96万,16.66万,18.96万
厂商,东风乘用车,东风乘用车,东风乘用车,东风乘用车,东风乘用车
卫星导航系统,●,●,●,●,●
匝道自动驶出(入),○,○,○,○,○
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1625,1620,1620,1620,1625
前轮胎规格,,,,,
前电动机最大扭矩(N·m),320,-,-,-,320
前电动机最大功率(kW),200,-,-,-,200
前电动机型号,TZ200XS3F1,-,-,-,TZ200XS3F1
前电动机品牌,智新科技,-,-,-,智新科技
前方碰撞预警,●,●,●,●,●
前方感知摄像头像素,,,,,
前方感知摄像头,,,,,
前排座椅功能,,,,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
