Feature,1013493,1013494,1013495,1013496,1013497
高度(mm),1880,2320,1880,2320,1880
驾驶辅助影像,-,-,-,-,-
驾驶模式切换,-,-,-,-,-
驻车制动类型,-,-,-,-,-
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
陡坡缓降,-,-,-,-,-
长度(mm),4720,4720,4720,4720,4720
长*宽*高(mm),4720×1677×1880,4720×1677×2320,4720×1677×1880,4720×1677×2320,4720×1677×1880
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,
轴距(mm),3050,3050,3050,3050,3050
轮圈材质,,,,,
车门数(个),,,,,
车门开启方式,-,-,-,-,-
车道偏离预警系统,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-
车联网,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-
车型名称,启腾N30 2022款 1.25L舒适版单排栏板LJ469Q-AEB,启腾N30 2022款 1.25L舒适版单排仓栅LJ469Q-AEB,启腾N30 2022款 1.25L标准版单排栏板LJ469Q-AEB,启腾N30 2022款 1.25L标准版单排仓栅LJ469Q-AEB,启腾N30 2022款 1.25L基本版单排栏板LJ469Q-AEB
车前雾灯,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-
车内化妆镜,-,-,-,-,-
车内中控锁,●,●,●,●,-
车内PM2.5过滤装置,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),2800x1550x370,2800x1550x370,2800x1550x370,2800x1550x370,2800x1550x370
语音识别控制系统,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-
自适应远近光,-,-,-,-,-
自动驻车,-,-,-,-,-
自动头灯,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,未知,未知,未知,未知,未知
级别,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,-,-,-
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),100,100,100,100,100
最大马力(Ps),91,91,91,91,91
最大载重质量(kg),755/495,700/645,755,700,755
最大满载质量(kg),-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,-,-,-,-,-
最大扭矩(N·m)_x,-,-,-,-,-
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,67,67,67,67,67
最大功率(kW)_x,67,67,67,67,67
最大净功率(kW),-,-,-,-,-
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,-,-,-,-,-
整车质保,,,,,
整备质量(kg),1095,1150,1095,1150,1095
排量(mL),-,-,-,-,-
挡位个数,5,5,5,5,5
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,-,-,-,-,-
感应雨刷功能,-,-,-,-,-
座椅材质,,,,,
座位数(个),,,,,
并线辅助,-,-,-,-,-
巡航系统,-,-,-,-,-
导航路况信息显示,-,-,-,-,-
宽度(mm),1677,1677,1677,1677,1677
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,-,-,-,-,-
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,-,-,-,-,-
外后视镜功能,-,-,-,-,-
备胎规格,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),-,-,-,-,-
后轮胎规格,,,,,
后排车门开启方式,,,,,
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-
后悬架类型,,,,,
后座出风口,-,-,-,-,-
后备厢容积(L),-,-,-,-,-
后制动器类型,,,,,
