Feature,59329,59330,62452,62456,63185,65916
高度(mm),1610,1615,1610,1625,1610,1610
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),4427,4438,4427,4446,4427,4427
长*宽*高(mm),4427*1834*1610,4438*1834*1615,4427*1834*1610,4446*1849*1625,4427*1834*1610,4427*1834*1610
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,-,○,-,○,-,-
远程启动功能,-,,-,,-,-
远光灯光源,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,
运动风格座椅,●,●,●,●,●,●
运动外观套件,-,●,-,●,-,-
辅助驾驶等级,-,,-,-,-,-
轴距(mm),2729,2729,2729,2729,2729,2729
轮圈材质,,,,,,
转向头灯,-,○,-,-,-,-
车顶行李架,●,●,●,●,●,●
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,●,-,●,-,-
车道偏离预警系统,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●
车载空气净化器,-,○,-,○,-,-
车载智能系统,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,奔驰GLA 2023款 GLA 220,奔驰GLA 2023款 GLA 220 4MATIC,奔驰GLA 2024款 GLA 220,奔驰GLA 2024款 GLA 220 4MATIC,奔驰GLA 2023款 改款 GLA 200,奔驰GLA 2024款 GLA 200
车前雾灯,,-,,-,,
车内环境氛围灯,,,,,,
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,○,-,○,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,-,○,●,●,-,●
自动驻车,●,●,●,●,●,●
自动泊车入位,●,●,●,●,-,●
自动头灯,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●
