Feature,65659,65660,67679,67680,67681,67690,67691,67692
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),190,190,190,190,190,190,190,190
空调温度控制方式,,,,,,,,
离去角(°),26,26,26,26,26,26,26,26
百公里耗电量(kWh/100km),12.5,12.5,15.4,15.4,15.4,15.4,15.4,15.4
疲劳驾驶提示,-,-,-,-,●,-,-,●
电芯品牌,,,,,,,,
电能当量燃料消耗量(L/100km),1.41,1.41,1.74,1.74,1.74,1.74,1.74,1.74
电池预加热,●,●,●,●,●,●,●,●
电池能量(kWh),9.07,9.07,18.99,18.99,18.99,18.4,18.4,18.4
电池类型,,,,,,,,
电池慢充时间(小时)_y,3,3,6,6,6,6,6,6
电池慢充时间(小时)_x,3,3,6,6,6,6,6,6
电池快充电量范围(%)_y,-,-,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,-,-,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,-,-,0.5,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,-,-,0.5,0.5,0.5,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),190,190,215,215,215,215,215,215
电动机总扭矩(N·m),330,330,330,330,330,330,330,330
电动机总功率(kW),140,140,158,158,158,158,158,158
电动机(Ps),190,190,215,215,215,215,215,215
电动座椅记忆功能,-,-,-,-,,-,-,
电动后备厢位置记忆,-,●,-,●,●,-,●,●
电动后备厢,-,●,-,●,●,-,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
满载最小离地间隙(mm),171,171,171,171,171,171,171,171
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,
油箱容积(L),51,51,51,51,51,51,51,51
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,,,-,,
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,180,180
最大马力(Ps),110,110,110,110,110,110,110,110
最大满载质量(kg),1955,1955,2055,2055,2055,2055,2055,2055
最大扭矩转速(rpm),4000,4000,4000,4000,4000,4000,4000,4000
最大扭矩(N·m)_y,143,143,143,143,143,143,143,143
最大扭矩(N·m)_x,-,-,-,-,-,-,-,-
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,81,81,81,81,81,81,81,81
最大功率(kW)_x,-,-,-,-,-,-,-,-
最大净功率(kW),78,78,78,78,78,78,78,78
最低荷电状态油耗(L/100km),5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),1580,1580,1680,1680,1680,1680,1680,1680
摄像头数量,,,,,,,,
推荐燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
接近角(°),20,20,20,20,20,20,20,20
排量(mL),1493,1493,1493,1493,1493,1493,1493,1493
换挡形式,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,
扬声器品牌名称,-,,,,,,,
手机无线充电功能,-,-,-,-,,-,-,
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,
手势控制,-,-,-,-,●,-,-,●
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,-,,-,,,-,,
感应后备厢,-,●,-,●,●,-,●,●
快充接口位置,-,-,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,不支持,不支持,支持,支持,支持,支持,支持,支持
快充功率(kW),-,-,27,27,27,27,27,27
循迹倒车,-,-,-,-,●,-,-,●
座椅材质,,,,,,,,
座位数(个),,,,,,,,
应用商店,●,●,●,●,●,●,●,●
并线辅助,-,-,-,-,●,-,-,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
对外放电,-,-,●,●,●,●,●,●
对外交流放电功率(kW),-,-,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1865,1865,1865,1865,1865,1865,1865,1865
官方0-100km/h加速(s),8.1,8.1,7.3,7.3,7.3,7.3,7.3,7.3
安全带未系提醒,,,,,,,,
天窗类型,-,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-
地图品牌,,,,,,,,
哨兵模式/千里眼,-,●,●,●,●,●,●,●
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1600,1600,1600,1600,1600,1600,1600,1600
后轮胎规格,,,,,,,,
后方碰撞预警,-,-,-,-,●,-,-,●
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,●,-,●,●,-,●,●
后排座椅放倒形式,,,,,,,,
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),475-1415,475-1415,475-1415,475-1415,475-1415,475-1415,475-1415,475-1415
后制动器类型,,,,,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JL473Q5,JL473Q5,JL473Q5,JL473Q5,JL473Q5,JL473Q5,JL473Q5,JL473Q5
发动机,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4
厂商指导价(元),11.99万,12.79万,9.69万,10.49万,11.29万,9.69万,10.49万,11.29万
厂商,长安启源,长安启源,长安启源,长安启源,长安启源,长安启源,长安启源,长安启源
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1600,1600,1600,1600,1600,1600,1600,1600
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),330,330,330,330,330,330,330,330
前电动机最大功率(kW),140,140,158,158,158,158,158,158
前电动机型号,TZ270XY551,TZ270XY551,TZ270XY551,TZ270XY551,TZ270XY551,TZ270XY551,TZ270XY551,TZ270XY551
前方碰撞预警,-,-,-,●,●,-,●,●
前方感知摄像头,-,-,-,,,-,,
前排座椅功能,-,-,-,-,,-,-,
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,●,●,-,●,●
倒车车侧预警系统,-,-,-,-,●,-,-,●
侧窗多层隔音玻璃,-,-,-,-,,-,-,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动降噪,-,-,-,-,●,-,-,●
主动刹车/主动安全系统,-,-,-,●,●,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2023.12,2023.12,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),2.65,2.65,1.33,1.33,1.33,1.33,1.33,1.33
WLTC纯电续航里程(km)_y,46,46,95,95,95,95,95,95
WLTC纯电续航里程(km)_x,46,46,95,95,95,95,95,95
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
DOW开门预警,-,-,-,-,●,-,-,●
CLTC综合续航(km),1150,1150,1215,1215,1215,1215,1215,1215
CLTC纯电续航里程(km)_y,60,60,125,125,125,125,125,125
CLTC纯电续航里程(km)_x,60,60,125,125,125,125,125,125
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
