Feature,55626,55627,55628,55629
高度(mm),1274,1274,1274,1274
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱
首任车主质保政策,-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),4465,4465,4490,4490
长*宽*高(mm),4465*1942*1274,4465*1942*1274,4490*2153*1274,4490*2153*1274
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●
远光灯光源,,,,
进气形式,双涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压
近光灯光源,,,,
运动风格座椅,○,○,●,●
运动外观套件,○,○,●,●
轴距(mm),2704,2704,2704,2704
轮圈材质,,,,
车门数(个),2,2,2,2
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,硬顶跑车,软顶敞篷车,硬顶跑车,软顶敞篷车
车身结构_x,2门2座硬顶跑车,2门2座软顶敞篷车,2门2座硬顶跑车,2门2座软顶敞篷车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,-,-,-,-
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,V8 Vantage 2023款 4.0T V8 Coupe,V8 Vantage 2023款 4.0T V8 Roadster,V8 Vantage 2023款 4.0T V8 F1 Edition Coupe,V8 Vantage 2023款 4.0T V8 F1 Edition Roadster
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,,,,
触摸式阅读灯,●,●,●,●
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动泊车入位,●,●,●,●
自动头灯,●,●,●,●
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,跑车,跑车,跑车,跑车
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
疲劳驾驶提示,-,-,-,-
电动座椅记忆功能,,,,
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●
液晶仪表尺寸,-,-,-,-
油箱容积(L),73,73,73,73
气缸数(个),8,8,8,8
气缸排列形式,V,V,V,V
每缸气门数(个),4,4,4,4
最高车速(km/h),314,306,314,305
最大马力(Ps),510,510,534,534
最大扭矩转速(rpm),2000-5000,2000-5000,2000-5000,2000-5000
最大扭矩(N·m)_y,685,685,685,685
最大扭矩(N·m)_x,685,685,685,685
最大功率转速(rpm),6000,6000,6000,6000
最大功率(kW)_y,375,375,393,393
最大功率(kW)_x,375,375,393,393
最大净功率(kW),375,375,393,393
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
无框设计车门,●,●,●,●
方向盘记忆,●,●,●,●
方向盘材质,,,,
方向盘换挡,●,●,●,●
方向盘加热,○,○,-,-
方向盘位置调节,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),1685,1745,-,-
排量(mL),3982,3982,3982,3982
换挡形式,,,,
挡位个数,8,8,8,8
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,-,-,-
感应雨刷功能,,,,
座椅材质,,,,
座位数(个),2,2,2,2
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,-,-,-,-
宽度(mm),1942,1942,2153,2153
官方0-100km/h加速(s),3.6,3.8,3.6,3.7
安全带未系提醒,,,,
天窗类型,-,-,-,-
