Feature,64336,64554,64692,64693
高度(mm),1520,1520,1520,1520
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-,-
隐藏电动门把手,●,●,●,●
陡坡缓降,●,●,●,●
长度(mm),4752,4752,4752,4752
长*宽*高(mm),4752*1804*1520,4752*1804*1520,4752*1804*1520,4752*1804*1520
钥匙类型,,,,
道路交通标识识别,-,●,-,●
远程启动功能,,,,
远光灯光源,,,,
近光灯光源,,,,
辅助驾驶等级,-,,-,
轴距(mm),2700,2700,2700,2700
轮圈材质,,,,
车门数(个),4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,-,●,-,●
车道偏离预警系统,-,●,-,●
车道保持辅助系统,-,●,-,●
车载空气净化器,-,●,-,-
车载智能系统,,,,
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,-,●
车窗一键升降功能,,,-,
车机系统存储（GB）,,,,
车机系统内存（GB）,,,,
车型名称,吉利几何G6 2024款 410KM 尊贵型,吉利几何G6 2024款 500KM 旗舰型,吉利几何G6 2024款 410KM 豪华型,吉利几何G6 2024款 500KM 尊贵型
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,●,-,-
车体结构,承载式,承载式,承载式,承载式
负离子发生器,-,●,-,-
语音连续识别,●,●,○,●
语音识别控制系统,,,,
语音分区域唤醒识别,,,,
语音免唤醒词,●,●,○,●
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,●,-,●
自动驻车,●,●,●,●
自动头灯,●,●,●,●
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
离去角(°),19,19,19,19
百公里耗电量(kWh/100km),12.8,12.4,12.8,12.4
疲劳驾驶提示,-,-,-,-
电芯品牌,蜂巢能源,蜂巢能源,蜂巢能源,蜂巢能源
电能当量燃料消耗量(L/100km),1.45,1.4,1.45,1.4
电池预加热,●,●,●,●
电池能量(kWh),46.11,53.4,46.11,53.4
电池组质保,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置
电动机总扭矩(N·m),180,310,180,310
电动机总功率(kW),100,150,100,150
电动机总功率(Ps),136,204,136,204
电动机(Ps),136,204,136,204
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●
满载最小离地间隙(mm),120,120,120,120
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
最高车速(km/h),150,165,150,165
最小转弯半径(m),5.4,5.4,5.4,5.4
最大满载质量(kg),1977,2052,1977,2052
最大扭矩(N·m),180,310,180,310
最大功率(kW),100,150,100,150
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里
整备质量(kg),1570,1645,1570,1645
接近角(°),16,16,16,16
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,,-,-
手机互联/映射,-,-,-,-
手机APP远程功能,,,,
慢充时间(小时)_y,7,8,7,8
慢充时间(小时)_x,7,8,7,8
感应雨刷功能,-,,-,-
快充电量百分比,30-80,30-80,30-80,30-80
快充电量(%),30-80,30-80,30-80,30-80
快充时间(小时)_y,0.5,0.33,0.5,0.33
快充时间(小时)_x,0.5,0.33,0.5,0.33
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,-,-,-,-
巡航系统,,,,
导航路况信息显示,●,●,○,●
宽度(mm),1804,1804,1804,1804
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,-,,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
