Feature,55854,55855,55856,55857
高度(mm),1530,1530,1530,1530
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,,,,
风阻系数(Cd),0.26,0.26,0.26,0.26
陡坡缓降,-,-,-,-
长度(mm),4818,4818,4818,4818
长*宽*高(mm),4818*1880*1530,4818*1880*1530,4818*1880*1530,4818*1880*1530
钥匙类型,,,,
远程启动功能,,,,
远光灯光源,,,,
近光灯光源,,,,
轴距(mm),2750,2750,2750,2750
轮圈材质,,,,
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,●,●
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,广汽丰田iA5 2022款 领先版,广汽丰田iA5 2022款 豪华版,广汽丰田iA5 2022款 尊贵版,广汽丰田iA5 2022款 尊贵长续航版
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
负离子发生器,-,-,●,●
语音识别控制系统,,,,
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,●,●,●,●
自动头灯,●,●,●,●
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
离去角(°),17,17,17,17
百公里耗电量(kWh/100km),13.1,13.1,13.1,13.6
疲劳驾驶提示,-,-,-,-
电芯品牌,,,,
电能当量燃料消耗量(L/100km),1.5,1.5,1.5,1.5
电池能量密度(Wh/kg),170,170,170,170
电池能量(kWh),58.8,58.8,58.8,69.9
电池类型,,,,
电池慢充时间(小时)_y,9.5,9.5,9.5,12.5
电池慢充时间(小时)_x,9.5,9.5,9.5,12.5
电池快充电量范围(%)_y,80,80,80,80
电池快充电量范围(%)_x,80,80,80,80
电池快充时间(小时)_y,0.7,0.7,0.7,0.75
电池快充时间(小时)_x,0.7,0.7,0.7,0.75
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置
电动机总马力(Ps),204,204,204,204
电动机总扭矩(N·m),350,350,350,350
电动机总功率(kW),150,150,150,150
电动机(Ps),204,204,204,204
电动座椅记忆功能,-,-,,
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
最高车速(km/h),155,155,155,155
最大满载质量(kg),2125,2125,2125,2180
最大扭矩(N·m),350,350,350,350
最大功率(kW),150,150,150,150
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),1600,1640,1640,1740
接近角(°),14,14,14,14
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,,
手机互联/映射,,,,
手机APP远程功能,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,-,-,●,●
宽度(mm),1880,1880,1880,1880
官方0-50km/h加速(s),3.5,3.5,3.5,3.5
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,-,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多层隔音玻璃,-,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,,,,
地图品牌,,,,
后雨刷,-,-,-,-
后轮距(mm),1602,1602,1602,1602
后轮胎规格,,,,
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),453,453,453,453
后制动器类型,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),15.98万,16.98万,18.28万,19.28万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1600,1600,1600,1600
前轮胎规格,,,,
前电动机最大扭矩(N·m),350,350,350,350
前电动机最大功率(kW),150,150,150,150
前排座椅功能,-,-,,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,-,●,●,●
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2022.03,2022.03,2022.03,2022.03
上坡辅助,●,●,●,●
三电系统质保,,,,
Wi-Fi热点,●,●,●,●
