Feature,68567,72303,72391,72397,72398
高度(mm),1720,1930,1720,1720,1720
高压快充,支持,支持,-,-,支持
高压平台（V）,800,800,400,400,800
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,双电机,双电机,单电机,单电机,双电机
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
隐藏电动门把手,●,●,●,●,●
陡坡缓降,●,●,●,●,●
防侧翻系统,●,●,●,●,●
长度(mm),4605,4605,4605,4605,4605
长*宽*高(mm),4605*1900*1720,4605*1900*1930,4605*1900*1720,4605*1900*1720,4605*1900*1720
钥匙类型,,,,,
遥控泊车,●,●,●,●,●
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
辅助驾驶路段,,,,,
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
辅助泊车入位,●,●,●,●,●
辅助变道,●,●,●,●,●
辅助匝道自动驶出(入),●,●,●,●,●
轴距(mm),2745,2745,2745,2745,2745
轮圈材质,,,,,
车顶行李架,●,●,●,●,●
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,-,●,-,-,-
车载智能系统,,,,,
车载冰箱,●,●,-,-,-
车载KTV,●,●,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机系统存储(GB),,,,,
车机系统内存(GB),,,,,
车型名称,钛3 2025款 501KM 四驱智驾Ultra版,钛3 2025款 501KM 四驱无人机版,钛3 2025款 501KM 后驱智驾Pro版,钛3 2025款 501KM 后驱智驾Max版,钛3 2025款 501KM 四驱智驾Max版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,,-,,
车内摄像头数量,-,,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,-,●,-,-,-
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
行车电脑显示屏幕,,,,,
蠕行模式,●,●,-,-,●
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动头灯,●,●,●,●,●
能量回收系统,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
空气质量监测,-,●,-,-,-
离去角(°),28,28,28,28,28
百公里耗电量(kWh/100km),16.5,17.9,-,-,16.5
疲劳驾驶提示,-,●,-,-,-
电芯品牌,,,,,
电能当量燃料消耗量(L/100km),1.92,2.08,-,-,1.92
电池预加热,●,●,●,●,●
电池能量(kWh),72.96,78.72,65.28,65.28,72.96
电池类型,,,,,
电池特有技术,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池
电池慢充时间(小时)_y,10.4,11.2,9.3,9.3,10.4
电池慢充时间(小时)_x,10.4,11.2,9.3,9.3,10.4
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.3,0.3,0.3,0.3,0.3
电池快充时间(小时)_x,0.3,0.3,0.3,0.3,0.3
电池冷却方式,直冷,直冷,直冷,直冷,直冷
电机类型,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步
电机布局,前置+后置,前置+后置,后置,后置,前置+后置
电动机总马力(Ps),422,422,218,218,422
电动机总扭矩(N·m),510,510,310,310,510
电动机总功率(kW),310,310,160,160,310
电动机(Ps),422,422,218,218,422
