Feature,61265,63024,63025,63026,63027,67012,67013,68097,69975,69976,69977,69978
高度(mm),1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
驾驶辅助影像,,,,,,,,,,,,
驾驶模式切换,,,,,,,,,,,,
驻车制动类型,,,,,,,,,,,,
驱动方式,,,,,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●,●,●,●,●,●,●
长度(mm),4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785
长*宽*高(mm),4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700,4785*1905*1700
钥匙类型,,,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●,●,●,●,●,●
远程启动功能,,,,,,,,,,,,
远光灯光源,,,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,,,,
辅助驾驶等级,,-,,,,,,-,,,,
轴距(mm),2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870
轮圈材质,,,,,,,,,,,,
转向辅助灯,●,●,●,●,●,●,●,●,●,●,●,●
车顶行李架,●,●,●,●,●,●,●,●,●,●,●,●
车门数(个),,,,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,-,○,○,●,●,●,-,●,●,●,●
车道保持辅助系统,●,-,○,○,●,●,●,-,●,●,●,●
车载空气净化器,●,-,●,●,●,●,●,-,●,●,●,●
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,
车型名称,红旗HS5 2023款 2.0T 四驱旗领Pro版,红旗HS5 2023款 2.0T 旗悦Pro版,红旗HS5 2023款 2.0T 旗享Pro版,红旗HS5 2023款 2.0T 四驱旗享Pro版,红旗HS5 2023款 2.0T 旗领Pro版,红旗HS5 2023款 2.0T 旗享Pro50万辆纪念版,红旗HS5 2023款 2.0T 四驱旗享Pro50万辆纪念版,红旗HS5 2025款 2.0T 旗悦Pro版,红旗HS5 2025款 2.0T 旗享Pro版,红旗HS5 2025款 2.0T 四驱旗享Pro版,红旗HS5 2025款 2.0T 旗领Pro版,红旗HS5 2025款 2.0T 四驱旗领Pro版
车前雾灯,,,,,,,,,,,,
车内环境氛围灯,,-,,,,,,-,,,,
车内化妆镜,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,
语音识别控制系统,,,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,-,-,●,-,-,-,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,●,-,-,-,-,-,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,,,,,,,,,,,,
第二排座椅功能,,-,,,,,,-,,,,
空载最小离地间隙(mm),200,200,200,200,200,200,200,200,200,200,200,200
空调温度控制方式,,,,,,,,,,,,
离去角(°),23,23,23,23,23,23,23,23,23,23,23,23
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,-,,,,,,-,,,,
电动后备厢位置记忆,●,-,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,-,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,
油箱容积(L),64,64,64,64,64,64,64,64,64,64,64,64
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,-,,,,,,-,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),210,215,215,210,215,215,210,215,215,210,215,210
最大马力(Ps),252,252,252,252,252,252,252,252,252,252,252,252
最大满载质量(kg),2270,2205,2205,2270,2205,2205,2270,2205,2205,2270,2205,2270
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,380,380,380,380,380,380,380,380,380,380,380,380
最大扭矩(N·m)_x,380,380,380,380,380,380,380,380,380,380,380,380
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,185,185,185,185,185,185,185,185,185,185,185,185
最大功率(kW)_x,185,185,185,185,185,185,185,185,185,185,185,185
最大净功率(kW),180,180,180,180,180,180,180,180,180,180,180,180
无钥匙进入功能,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,-,○,○,●,○,○,-,○,○,●,●
方向盘材质,,,,,,,,,,,,
方向盘换挡,●,-,○,○,●,○,○,-,○,○,●,●
方向盘加热,●,-,○,○,●,○,○,-,○,○,●,●
方向盘位置调节,,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1820,1755,1755,1820,1755,1755,1820,1755,1755,1820,1755,1820
摄像头数量,,,,,,,,,,,,
推荐燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
接近角(°),20,20,20,20,20,20,20,20,20,20,20,20
排量(mL),1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989
换挡形式,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,,-,,,,,,-,,,,
手机无线充电功能,,-,,,,,,-,,,,
手机无线充电功率,,-,,,,,,-,,,,
手机互联/映射,-,-,-,-,-,-,-,,,,,
手机APP远程功能,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,,
感应后备厢,●,-,○,○,●,○,○,-,●,●,●,●
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,●,-,●,●,●,●,●,-,●,●,●,●
巡航系统,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905
官方0-100km/h加速(s),7.7,7.6,7.6,7.7,7.6,7.6,7.7,7.6,7.6,7.7,7.6,7.7
安全带未系提醒,,,,,,,,,,,,
天窗类型,,-,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,-,●,●,●,●,●,-,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,
备胎放置方式,,,,,,,,-,-,-,-,-
四驱形式,,-,-,,-,-,,-,-,,-,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
后轮胎规格,,,,,,,,,,,,
后方碰撞预警,●,-,●,●,●,●,●,-,●,●,●,●
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,
可变悬架功能,,-,-,-,-,-,-,-,-,-,-,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
