Feature,63699,63700,69951,69952,69953,69954,69955
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),57,57,51,51,51,57,57
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),210,210,200,200,200,210,210
最大马力(Ps),254,254,197,197,197,254,254
最大满载质量(kg),2277,2277,2166,2166,2166,2194,2194
最大扭矩转速(rpm),1750-4000,1750-4000,2000-4000,2000-4000,2000-4000,1750-4000,1750-4000
最大扭矩(N·m)_y,390,390,290,290,290,390,390
最大扭矩(N·m)_x,390,390,290,290,290,390,390
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,187,187,145,145,145,187,187
最大功率(kW)_x,187,187,145,145,145,187,187
最大净功率(kW),180,180,136.5,136.5,136.5,180,180
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1717,1741,1581,1581,1581,1623,1646
摄像头数量,,,,,,,
接近角(°),19,19,20,20,20,20,20
排量(mL),1998,1998,1598,1598,1598,1998,1998
换挡形式,,,,,,,
挡位个数,7,7,7,7,7,7,8
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,,,-,,,,
手机无线充电功率,-,-,-,,,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
感应雨刷功能,,,,,,,
感应后备厢,●,●,-,-,-,-,-
座椅材质,,,,,,,
座椅布局,-,,,,,,
座位数(个),,,,,,,
并线辅助,-,-,-,-,-,-,-
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1860,1860,1860,1860,1860,1860,1860
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,,-,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
备胎放置方式,,,,,,,
地图品牌,,,,,,,
四驱形式,,,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1604,1604,1604,1604,1604,1604,1604
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),889-1930,193-1930,889-1930,889-1930,889-1930,889-1930,889-1930
后制动器类型,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手自一体变速箱(AT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,SQRF4J20,SQRF4J20,SQRF4J16,SQRF4J16,SQRF4J16,SQRF4J20,SQRF4J20
发动机启停技术,●,●,●,●,●,●,●
发动机,2.0T 254马力 L4,2.0T 254马力 L4,1.6T 197马力 L4,1.6T 197马力 L4,1.6T 197马力 L4,2.0T 254马力 L4,2.0T 254马力 L4
厂商指导价(元),16.19万,16.49万,11.99万,12.99万,13.99万,15.19万,15.39万
厂商,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,●,●,-,-,●,●,●
副座椅调节方式,,,,,,,
前轮距(mm),1582,1582,1582,1582,1582,1582,1582
前轮胎规格,,,,,,,
前方碰撞预警,●,●,-,●,●,●,●
前方感知摄像头,,,-,,,,
前排座椅功能,,,-,-,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,-,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
侧窗多层隔音玻璃,,,-,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动式环境氛围灯,-,-,●,●,●,●,●
主动刹车/主动安全系统,●,●,-,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器结构,,,-,-,-,-,-
上市时间,2023.08,2023.08,2024.09,2024.09,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.89,7.89,7.10,7.10,7.10,7.49,7.52
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,-,-,●,●,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
