Feature,56029,57064,57130,57131,57132,57134,58991,63187
电池特有技术,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,80,-,-,80,80,-,-,-
电池快充电量范围(%)_x,80,-,-,80,80,-,-,-
电池快充时间(小时)_y,0.42,-,-,0.42,0.42,-,-,-
电池快充时间(小时)_x,0.42,-,-,0.42,0.42,-,-,-
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,直冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置,前置+后置,前置,前置+后置,前置+后置,前置
电动机总扭矩(N·m),450,470,360,450,340,450,470,340
电动机总功率(kW),215,275,230,215,170,215,275,170
电动机总功率(Ps),292,374,313,292,231,292,374,231
电动机(Ps),292,374,313,292,231,292,374,231
电动座椅记忆功能,,,-,-,-,,,-
电动吸合车门,-,-,-,-,-,,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●
环保标准_y,国VI,-,-,国VI,国VI,国VI,-,国VI
环保标准_x,国VI,-,-,国VI,国VI,国VI,-,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,92号,-,-,92号,92号,92号,-,92号
热泵空调,-,●,●,-,-,-,●,-
满载最小离地间隙(mm),140,140,140,140,140,-,140,140
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,
油箱容积(L),53,-,-,53,53,53,-,53
气缸数(个),4,-,-,4,4,4,-,4
气缸排列形式,L,-,-,L,L,L,-,L
毫米波雷达数量,,,,,,,,
每缸气门数(个),4,-,-,4,4,4,-,4
最高车速(km/h),180,180,180,180,180,180,180,180
最小转弯半径(m),5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95
最大马力(Ps),139,374,313,139,139,139,374,139
最大满载质量(kg),3190,3310,3215,3190,3090,3190,3310,2995
最大扭矩转速(rpm),-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,231,470,360,231,231,231,470,231
最大扭矩(N·m)_x,681,470,360,681,571,-,470,571
最大功率转速(rpm),-,-,-,-,-,-,-,-
最大功率(kW)_y,102,275,230,102,102,102,275,102
最大功率(kW)_x,299,275,230,299,254,-,275,221
最大净功率(kW),96,-,-,96,96,96,-,96
最低荷电状态油耗(L/100km),6.7,-,-,6.7,6.2,6.8,-,6.1
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,○,○,○,○,○,●,○,○
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),2665,2785,2690,2665,2565,2750,2785,2470
摄像头数量,,,,,,,,
接近角(°),15,15,15,15,15,14,15,15
排量(mL),1497,-,-,1497,1497,1497,-,1497
换挡形式,,,,,,,,
挡位个数,无级变速,1,1,无级变速,无级变速,无级变速,1,无级变速
扬声器数量,,,,,,,,
扬声器品牌名称,,,,,,,,
手机无线充电功能,,,,,,,,
手机无线充电功率,-,-,-,-,-,,-,-
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),80,166,166,80,80,80,166,45
座椅材质,,,,,,,,
座椅布局,,,,,,-,,
座位数(个),,,,,,,,
应用商店,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,6,-,6,6
宽度(mm),1960,1960,1960,1960,1960,1960,1960,1960
官方0-100km/h加速(s),7.9,6.9,9.5,7.9,9.5,7.9,6.9,9.5
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
四驱形式,,,-,,-,,,-
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1675,1675,1675,1675,1675,1675,1675,1675
后轮胎规格,,,,,,,,
后电动机最大扭矩(N·m),110,110,-,110,-,110,110,-
后电动机最大功率(kW),45,45,-,45,-,45,45,-
后电动机型号,TZ180XSN,TZ180XSN,-,TZ180XSN,-,TZ180XSN,TZ180XSN,-
后电动机品牌,比亚迪,比亚迪,-,比亚迪,-,比亚迪,比亚迪,-
后方碰撞预警,●,●,●,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●,●
后排液晶屏幕材质,,,-,,-,-,-,-
后排液晶屏幕尺寸,,,-,,-,,-,-
后排液晶屏幕分辨率,,,-,,-,-,-,-
后排液晶屏幕,,,-,,-,,-,-
后排杯架,●,●,●,●,●,●,●,●
后排控制多媒体,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,-,,
后排小桌板,-,-,-,-,-,●,-,-
后排多媒体屏幕数量,,,-,,-,,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,,,,,,,,
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),410-2310,410-2310,410-2310,410-2310,410-2310,650,410-2310,410-2310
后制动器类型,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,
变速箱类型,电子无级变速箱(E-CVT),固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,E-CVT无级变速
发动机电子防盗,●,-,-,●,●,●,-,●
发动机特有技术,VVT,-,-,VVT,VVT,VVT,-,VVT
发动机布局,横置,-,-,横置,横置,横置,-,横置
发动机型号,BYD476ZQC,-,-,BYD476ZQC,BYD476ZQC,BYD476ZQC,-,BYD476ZQC
发动机启停技术,●,-,-,●,●,●,-,●
发动机,1.5T 139马力 L4,纯电动,纯电动,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,纯电动,1.5T 139马力 L4
厂商指导价(元),44.58万,46.58万,39.58万,40.58万,37.58万,66.00万,43.58万,34.98万
厂商,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●
副座椅调节方式,,,,,,,,
前轮距(mm),1675,1675,1675,1675,1675,1675,1675,1675
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),340,360,360,340,340,340,360,340
前电动机最大功率(kW),170,230,230,170,170,170,230,170
前电动机型号,TZ220XYT,TZ200XYD,TZ200XYD,TZ220XYT,TZ220XYT,TZ220XYT,TZ200XYD,TZ220XYT
前电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
前方碰撞预警,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,
前排座椅功能,,,,,,,,
前悬架类型,,,,,,,,
前大灯雨雾模式,●,●,●,●,●,●,●,●
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●
侧滑门形式,,,,,,,,
供油方式,直喷,-,-,直喷,直喷,直喷,-,直喷
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动闭合式进气格栅,-,●,●,-,-,-,●,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕材质,,,,,,,,
中控屏幕尺寸,,,,,,,,
中控屏幕分辨率,,,,,,,,
上市时间,2022.08,2022.08,2022.08,2022.08,2022.08,2023.09,2022.08,2023.08
上坡辅助,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,
三电系统质保,-,-,-,-,-,-,-,-
Wi-Fi热点,●,●,●,●,●,●,●,●
WLTC纯电续航里程(km)_y,145,-,-,145,155,-,-,75
WLTC纯电续航里程(km)_x,145,-,-,145,155,-,-,75
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
NEDC综合续航(km),970,-,-,970,1040,950,-,965
NEDC纯电续航里程(km)_y,180,-,-,180,190,175,-,98
NEDC纯电续航里程(km)_x,180,-,-,180,190,175,-,98
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,-,●,-,●,●,-
HUD抬头尺寸,,,-,,-,,,-
DOW开门预警,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,-,600,620,-,-,-,600,-
CLTC纯电续航里程(km)_x,-,600,620,-,-,-,600,-
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,●,●,●,●,●,●,●,●
