Feature,70591,70875,70876,70877,70878,70879
高精地图,-,-,-,-,-,●
高度(mm),1447,1447,1447,1447,1447,1447
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
限滑差速器/差速锁,,-,-,-,-,
长度(mm),4884,4884,4884,4884,4884,4884
长*宽*高(mm),4884*1889*1447,4884*1889*1447,4884*1889*1447,4884*1889*1447,4884*1889*1447,4884*1889*1447
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遥控泊车,-,-,-,-,-,●
道路交通标识识别,●,-,●,-,●,●
透明底盘/540度影像,●,●,●,●,●,●
远程启动功能,,,,,,
远光灯光源,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,
运动风格座椅,●,●,●,●,●,●
辅助驾驶系统,,-,,-,,
辅助驾驶等级,,-,,-,,
轴距(mm),2778,2778,2778,2778,2778,2778
轮圈材质,,,,,,
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,●,-,●,●
车道偏离预警系统,●,-,●,-,●,●
车道保持辅助系统,●,-,●,-,●,●
车载空气净化器,-,-,-,-,-,-
车载智能系统,,,,,,
车身结构_y,掀背车,掀背车,掀背车,掀背车,掀背车,掀背车
车身结构_x,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车机智能芯片,,-,-,-,,
车型名称,MG7 2025款 2.0T Trophy+ 超级运动版,MG7 2025款 1.5T 300 DCT豪华版,MG7 2025款 1.5T 300 DCT优雅版,MG7 2025款 2.0T 405 AT尊享版,MG7 2025款 2.0T 405 AT奢享版,MG7 2025款 2.0T Trophy+ 超级智驾版
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,,-,,-,,
车内摄像头数量,-,-,-,-,-,
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,
语音连续识别,●,●,●,●,●,●
语音识别控制系统,,,,,,
语音助手唤醒词,,,,,,
语音分区域唤醒识别,,,,,,
记忆泊车,-,-,-,-,-,●
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,-,●,-,●,●
自动驻车,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,●
自动头灯,●,●,●,●,●,●
自动变道辅助,-,-,-,-,-,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车
简称,9挡手自一体,7挡湿式双离合,7挡湿式双离合,9挡手自一体,9挡手自一体,9挡手自一体
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),17,17,17,17,17,17
疲劳驾驶提示,-,-,-,-,-,●
电动扰流板,●,-,○,-,●,●
电动座椅记忆功能,,-,-,-,-,
电动后备厢位置记忆,●,-,●,●,●,●
电动后备厢,●,-,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),65,65,65,65,65,65
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
毫米波雷达数量,,-,,-,,
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),230,210,210,230,230,230
最大马力(Ps),261,188,188,261,261,261
最大满载质量(kg),2085,2005,2005,2085,2085,2085
最大扭矩转速(rpm),1750-3500,1500-4000,1500-4000,1750-3500,1750-3500,1750-3500
最大扭矩(N·m)_y,405,300,300,405,405,405
最大扭矩(N·m)_x,405,300,300,405,405,405
最大功率转速(rpm),5500-6000,5500-6000,5500-6000,5500-6000,5500-6000,5500-6000
最大功率(kW)_y,192,138,138,192,192,192
最大功率(kW)_x,192,138,138,192,192,192
最大净功率(kW),184,132,132,184,184,184
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,-,-,-,-,-,-
整备质量(kg),1650,1570,1570,1650,1650,1650
摄像头数量,,,,,,
接近角(°),13,13,13,13,13,13
排量(mL),1986,1496,1496,1986,1986,1986
换挡形式,,,,,,
挡位个数,9,7,7,9,9,9
扬声器数量,,,,,,
扬声器品牌名称,,-,,-,,
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-
手机APP远程功能,,,,,,
感应雨刷功能,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1889,1889,1889,1889,1889,1889
官方0-100km/h加速(s),6.5,-,-,6.5,6.5,6.5
安全带未系提醒,,,,,,
