Feature,61332,61333,61334,61945,61946,65047,65048,65049,65050,65051
高度(mm),1626,1626,1626,1626,1626,1626,1626,1626,1626,1626
驾驶辅助影像,,,,,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,,,,,,,,,,
驱动电机数,单电机,双电机,双电机,单电机,单电机,单电机,单电机,单电机,双电机,双电机
驱动方式,,,,,,,,,,
风阻系数(Cd),0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
陡坡缓降,-,-,-,-,-,-,-,-,-,-
长度(mm),4588,4588,4588,4588,4588,4588,4588,4588,4588,4588
长*宽*高(mm),4588*1865*1626,4588*1865*1626,4588*1865*1626,4588*1865*1626,4588*1865*1626,4588*1865*1626,4588*1865*1626,4588*1865*1626,4588*1865*1626,4588*1865*1626
钥匙类型,,,,,,,,,,
道路救援呼叫,●,●,●,●,●,●,●,●,●,●
道路交通标识识别,●,●,●,○,●,○,●,●,●,●
远程启动功能,,,,,,,,,,
远光灯光源,,,,,,,,,,
近光灯光源,,,,,,,,,,
运动风格座椅,●,●,●,●,●,●,●,●,●,●
辅助驾驶等级,,,,,,,,,,
轴距(mm),2765,2765,2765,2765,2765,2764,2764,2764,2765,2765
轮圈材质,,,,,,,,,,
车顶行李架,●,●,●,●,●,●,●,●,●,●
车门数(个),,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,○,○,●,○,○,○,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,○,○,●,○,○,○,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●,●,●
车载智能系统,,,,,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,奥迪Q4 e-tron 2023款 40 e-tron 创境曜夜版,奥迪Q4 e-tron 2023款 50 e-tron quattro 创境版,奥迪Q4 e-tron 2023款 50 e-tron quattro 创享版,奥迪Q4 e-tron 2023款 40 e-tron 创行版,奥迪Q4 e-tron 2023款 40 e-tron 创境版,奥迪Q4 e-tron 2024款 40 e-tron 创行版,奥迪Q4 e-tron 2024款 40 e-tron 创境曜夜版,奥迪Q4 e-tron 2024款 40 e-tron 创境版,奥迪Q4 e-tron 2024款 50 e-tron quattro 创境曜夜版,奥迪Q4 e-tron 2024款 50 e-tron quattro 创享曜夜版
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,,,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,
负离子发生器,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,○,○,●,○,○,○,○,○,○,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,○,●,○,●,○,○,○,○,●
自动头灯,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,
缺气保用轮胎,●,●,●,●,●,●,●,●,●,●
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
离去角(°),21,21,21,21,21,21,21,21,21,21
百公里耗电量(kWh/100km),14.4,15.5	,15.5	,14.4,14.4,14.4,14.4,14.4,15.5	,15.5	
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,,,,,
电能当量燃料消耗量(L/100km),1.63,1.75,1.75,1.63,1.63,1.63,1.63,1.63,1.75,1.75
电池预加热,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),165,165,165,165,165,165,165,165,165,165
电池能量(kWh),84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8
电池类型,,,,,,,,,,
电池慢充时间(小时)_y,12,12,12,12,12,12,12,12,12,12
电池慢充时间(小时)_x,12,12,12,12,12,12,12,12,12,12
电池快充电量范围(%)_y,5-80,5-80,5-80,5-80,5-80,5-80,5-80,5-80,5-80,5-80
电池快充电量范围(%)_x,5-80,5-80,5-80,5-80,5-80,5-80,5-80,5-80,5-80,5-80
电池快充时间(小时)_y,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
