Feature,1014724,1014725,1014726,1016919
高度(mm),1950,1950,1950,1950
驾驶辅助影像,-,-,-,-
驾驶模式切换,-,-,-,-
驻车制动类型,,,,
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),5418,5418,5418,5418
长*宽*高(mm),5418*1780*1950,5418*1780*1950,5418*1780*1950,5418*1780*1950
钥匙类型,,,,
远光灯光源,,,,
近光灯光源,,,,
轴距(mm),3350,3350,3350,3350
轮圈材质,,,,
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,-,-,-,-
车身结构_x,-,-,-,-
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车联网,-,-,-,-
车窗防夹手功能,-,-,-,-
车窗一键升降功能,-,-,-,-
车型名称,E路顺 2023款 E630 厢货基础款 53.58kWh,E路顺 2023款 E630 厢货基础款 41.86kWh,E路顺 2023款 E630 厢货精装款 41.86kWh,E路顺 2023款 E630 厢货精装款 53.58kWh
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
货箱尺寸(mm),3010x1710x1400	,3010x1710x1400	,3010x1710x1400	,3010x1710x1400	
语音识别控制系统,-,-,-,-
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-
缺气保用轮胎,-,-,-,-
级别,轻客,轻客,轻客,轻客
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
空载最小离地间隙(mm),151,151,151,151
空调温度控制方式,,,,
离去角(°),17,17,17,17
疲劳驾驶提示,-,-,-,-
电芯品牌,,,,
电池能量密度(Wh/kg),145,140,140,145
电池能量(kWh),53.58,41.86,41.86,53.58
电池类型,,,,
电池慢充电量范围(%)_y,20-80,20-80,20-80,20-80
电池慢充电量范围(%)_x,20-80,20-80,20-80,20-80
电池慢充时间(小时)_y,5.5,4,4,5.5
电池慢充时间(小时)_x,5.5,4,4,5.5
电池快充电量范围(%)_y,20-80,20-80,20-80,20-80
电池快充电量范围(%)_x,20-80,20-80,20-80,20-80
电池快充时间(小时)_y,0.66,0.66,0.66,0.66
电池快充时间(小时)_x,0.66,0.66,0.66,0.66
电池冷却方式,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置
电动机总马力(Ps),150,150,150,150
电动机总扭矩(N·m),225,225,225,225
电动机总功率(kW),110,110,110,110
电动机(Ps),150,150,150,150
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-
温度分区控制,-,-,-,-
液晶仪表尺寸,-,-,-,-
最高车速(km/h),90,90,90,90
最小转弯半径(m),6.35,6.35,6.35,6.35
最大载重质量(kg),1200,1260,1260,1200
最大爬坡度(%),30,30,30,30
最大满载质量(kg),-,-,-,-
最大扭矩(N·m),225,225,225,225
最大功率(kW),110,110,110,110
无钥匙进入功能,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,-,-,-,-
整车质保,,,,
