Feature,42695,42696
高度(mm),1526,1526
驾驶辅助影像,-,
驾驶模式切换,-,-
驻车制动类型,,
驱动方式,,
风阻系数(Cd),-,-
陡坡缓降,-,-
长度(mm),4700,4700
长*宽*高(mm),4700*1790*1526,4700*1790*1526
钥匙类型,,
配气机构,DOHC,DOHC
远光灯光源,,
进气形式,自然吸气,自然吸气
近光灯光源,,
轴距(mm),2700,2700
轮圈材质,,
转向辅助灯,●,●
车门数(个),,
车门开启方式,平开门,平开门
车道偏离预警系统,-,-
车道保持辅助系统,-,-
车载空气净化器,-,-
车身结构_y,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),○,●
车联网,-,-
车窗防夹手功能,-,-
车窗一键升降功能,-,-
车型名称,景逸S50 2020款 1.6L 手动豪华型,景逸S50 2020款 1.6L 手动尊享型
车前雾灯,,
车内环境氛围灯,-,-
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
语音识别控制系统,-,-
行车电脑显示屏幕,,
行程(mm),90,90
蓝牙/车载电话,-,●
自适应远近光,-,-
自动驻车,-,-
自动头灯,-,-
能源类型_y,汽油,汽油
能源类型_x,汽油,汽油
胎压监测功能,-,-
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸径(mm),75,75
缸体材料,铝合金,铝合金
级别,紧凑型车,紧凑型车
简称,5挡手动,5挡手动
第二排座椅调节,-,-
空调温度控制方式,,
离去角(°),19,19
疲劳驾驶提示,-,-
电动座椅记忆功能,-,-
电动后备厢,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),○,●
燃油标号,92号,92号
满载最小离地间隙(mm),150,150
温度分区控制,-,-
液晶仪表尺寸,-,-
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),165,165
最大马力(Ps),122,122
最大满载质量(kg),1655,1675
最大扭矩转速(rpm),4000,4000
最大扭矩(N·m)_y,151,151
最大扭矩(N·m)_x,151,151
最大功率转速(rpm),6000,6000
最大功率(kW)_y,90,90
最大功率(kW)_x,90,90
最大净功率(kW),80,80
无钥匙进入功能,-,-
无钥匙启动系统,-,-
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整车质保,,
整备质量(kg),1280,1300
接近角(°),15,15
排量(mL),1590,1590
换挡形式,,
挡位个数,5,5
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,-,
感应雨刷功能,-,-
座椅材质,,
座位数(个),,
并线辅助,-,-
巡航系统,-,-
导航路况信息显示,-,-
宽度(mm),1790,1790
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,-,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
后雨刷,-,-
后轮距(mm),1545,1545
后轮胎规格,,
后排独立空调,-,-
后排杯架,-,-
后排座椅放倒形式,,
后悬架类型,,
后座出风口,-,-
后备厢容积(L),500,500
后制动器类型,,
变速箱类型,手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动
发动机电子防盗,●,●
发动机特有技术,MIVEC,MIVEC
发动机布局,横置,横置
发动机型号,4A92,4A92
发动机,1.6L 122马力 L4,1.6L 122马力 L4
厂商指导价(元),6.99万,7.99万
厂商,东风风行,东风风行
卫星导航系统,-,-
助力类型,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1540,1540
前轮胎规格,,
前排座椅功能,-,-
前悬架类型,,
前制动器类型,,
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),○,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,-,-
供油方式,多点电喷,多点电喷
主座椅调节方式,,
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,
中控屏幕尺寸,-,
上市时间,2019.11,2019.11
上坡辅助,○,●
USB/Type-C接口数量,,
OTA升级,-,-
NEDC综合油耗(L/100km),6.4,6.4
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
ABS防抱死,●,●
