Feature,53345,57120,57121
中控屏幕尺寸,,,
中央差速器结构,-,-,-
上市时间,2022.06,2022.06,2022.06
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ETC装置,●,●,●
DOW开门预警,●,●,●
CLTC纯电续航里程(km)_y,653,653,608
CLTC纯电续航里程(km)_x,653,653,608
ABS防抱死,●,●,●
4G/5G网络,,,
