Feature,61628,61629,61630
高度(mm),1837,1837,1837
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动方式,,,
风阻系数(Cd),-,-,-
陡坡缓降,●,●,●
长度(mm),5341,5341,5341
长*宽*高(mm),5341*2000*1837,5341*2000*1837,5341*2000*1837
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
远程启动功能,,,
远光灯光源,,,
进气形式,双涡轮增压,双涡轮增压,双涡轮增压
近光灯光源,,,
辅助驾驶等级,,,
轴距(mm),3295,3295,3295
轮圈材质,,,
转向头灯,●,●,●
车顶行李架,○,○,○
车门数(个),,,
车门开启方式,对开门,对开门,对开门
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,-,-,-
车载电视,●,●,●
车载冰箱,○,○,○
车载CD/DVD,,,
车身结构_y,SUV,SUV,SUV
车身结构_x,5门4座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,-,-,-
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,库里南 2024款 四座版,库里南 2024款 Black Badge,库里南 2024款 五座版
车前雾灯,-,-,-
车内环境氛围灯,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
语音识别控制系统,,,
语音分区域唤醒识别,,,
行车电脑显示屏幕,,,
行程(mm),84.6,-,84.6
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动泊车入位,●,●,●
自动开合车门,●,●,●
自动头灯,●,●,●
膝部气囊,,,
能源类型_y,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油
胎压监测功能,,,
缺气保用轮胎,●,●,●
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),92,-,92
缸体材料,铝合金,铝合金,铝合金
级别,大型SUV,大型SUV,大型SUV
简称,8挡自动,8挡自动,8挡自动
第二排独立座椅,●,○,-
第二排座椅调节,,,
第二排座椅电动调节,●,●,●
第二排座椅功能,,,
空调温度控制方式,,,
空气悬架,●,●,●
疲劳驾驶提示,●,●,●
电动座椅记忆功能,,,
电动吸合车门,,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,95号,95号,95号
温度分区控制,●,●,●
液晶仪表尺寸,-,-,-
气缸数(个),12,12,12
气缸排列形式,V,V,V
每缸气门数(个),4,4,4
最高车速(km/h),250,250,250
最大马力(Ps),571,600,571
最大满载质量(kg),3290,3290,3290
最大扭矩转速(rpm),1600,1600,1600
最大扭矩(N·m)_y,850,900,850
最大扭矩(N·m)_x,850,900,850
最大功率转速(rpm),5000,5000,5000
最大功率(kW)_y,420,441,420
最大功率(kW)_x,420,441,420
最大净功率(kW),420,441,420
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,●,●,●
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,●,●
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2750,2780,2750
整体主动转向系统,●,●,●
排量(mL),6749,6749,6749
换挡形式,,,
挡位个数,8,8,8
扬声器数量,,,
扬声器品牌名称,,,
手机无线充电功能,,,
手机互联/映射,-,-,-
手机APP远程功能,,,
感应雨刷功能,,,
座椅材质,,,
座位数(个),,,
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,-,-,-
宽度(mm),2000,2000,2000
官方0-100km/h加速(s),5.2,5.1,5.2
安全带未系提醒,,,
天窗类型,-,-,-
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
夜视系统,○,○,○
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
四驱形式,,,
后风挡遮阳帘,○,○,○
后雨刷,-,-,-
后轮距(mm),-,-,-
后轮胎规格,,,
后排独立空调,●,●,●
后排液晶屏幕,,,
后排杯架,●,●,●
后排控制多媒体,●,●,●
后排座椅放倒形式,-,,
后排小桌板,○,○,○
后排侧隐私玻璃,○,○,○
后排侧窗遮阳帘,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),560-1930,560-1930,560-1930
后制动器类型,,,
可变悬架功能,,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动,8挡自动
发动机电子防盗,●,●,●
发动机布局,纵置,纵置,纵置
发动机型号,N74B68A,N74B68A,N74B68A
发动机,6.7T 571马力 V12,6.7T 600马力 V12,6.7T 571马力 V12
厂商指导价(元),691.00万,745.00万,691.00万
厂商,劳斯莱斯,劳斯莱斯,劳斯莱斯
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,●,●,●
副座椅调节方式,,,
前轮距(mm),-,-,-
前轮胎规格,,,
前方碰撞预警,●,●,●
前排座椅功能,,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
侧窗多层隔音玻璃,,,
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器结构,,,
上市时间,2023.02,2023.02,2023.02
上坡辅助,●,●,●
USB/Type-C接口数量,-,-,-
OTA升级,-,-,-
NEDC综合油耗(L/100km),14.9,14.9,14.9
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,●,●,●
ABS防抱死,●,●,●
