Feature,63050,67887,67888,67889
高度(mm),1555,1555,1555,1555
驾驶辅助影像,,,,
驾驶模式切换,-,-,-,-
驻车制动类型,,,,
驱动电机数,单电机,双电机,单电机,单电机
驱动方式,,,,
风阻系数(Cd),0.28,0.28,0.28,0.28
面部识别,●,●,●,●
陡坡缓降,●,●,●,●
防侧翻系统,●,●,●,●
长度(mm),4233,4233,4233,4233
长*宽*高(mm),4233*1838*1555,4233*1838*1555,4233*1838*1555,4233*1838*1555
钥匙类型,,,,
遥控泊车,-,●,-,●
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
远程启动功能,,,,
远光灯光源,,,,
近光灯光源,,,,
辅助驾驶系统,-,,,
辅助驾驶等级,,,,
轴距(mm),2650,2650,2650,2650
轮圈材质,,,,
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,-,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,-,-,-,-
车载智能系统,,,,
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车机智能芯片,,,,
车型名称,沃尔沃EX30 2025款 后驱Core,沃尔沃EX30 2025款 双电机四驱高性能版 Ultra,沃尔沃EX30 2025款 后驱长续航版 Plus,沃尔沃EX30 2025款 后驱长续航版 Ultra
车前雾灯,-,-,-,-
车内环境氛围灯,-,,,
车内摄像头数量,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
超声波雷达数量,,,,
语音连续识别,●,●,●,●
语音识别控制系统,,,,
语音助手唤醒词,,,,
语音分区域唤醒识别,,,,
语音免唤醒词,●,●,●,●
行车电脑显示屏幕,,,,
行李厢12V电源接口,●,●,●,●
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,●,●,●,●
自动泊车入位,-,●,-,●
自动头灯,●,●,●,●
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,小型SUV,小型SUV,小型SUV,小型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
空气质量监测,●,●,●,●
离去角(°),21,21,21,21
百公里耗电量(kWh/100km),13.1,13.3,12.7,12.7
疲劳驾驶提示,●,●,●,●
电芯品牌,,,,
电能当量燃料消耗量(L/100km),1.48,1.5,1.44,1.44
电池预加热,●,●,●,●
电池能量(kWh),49,66,66,66
电池类型,,,,
电池快充电量范围(%)_y,10-80,10-80,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80,10-80,10-80
电池快充时间(小时)_y,0.43,0.46,0.46,0.46
电池快充时间(小时)_x,0.43,0.46,0.46,0.46
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,后置,后置
电动机总马力(Ps),272,428,272,272
电动机总扭矩(N·m),343,543,343,343
电动机总功率(kW),200,315,200,200
电动机(Ps),272,428,272,272
电动座椅记忆功能,-,,,
电动后备厢位置记忆,-,●,●,●
电动后备厢,-,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●
热泵空调,-,●,●,●
温度分区控制,●,●,●,●
液晶仪表尺寸,-,-,-,-
毫米波雷达数量,,,,
最高车速(km/h),180,180,180,180
最小转弯半径(m),5.4,5.4,5.4,5.4
最大满载质量(kg),2152,2280,2165,2165
最大扭矩(N·m),343,543,343,343
最大功率(kW),200,315,200,200
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
