Feature,61180,61181,61182,65504,65505
高度(mm),1614,1614,1614,1614,1614
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-,-,-
陡坡缓降,-,-,-,-,-
长度(mm),4432,4432,4432,4432,4432
长*宽*高(mm),4432*1841*1614,4432*1841*1614,4432*1841*1614,4432*1841*1614,4432*1841*1614
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,
轴距(mm),2688,2688,2688,2688,2688
轮圈材质,,,,,
转向辅助灯,●,●,●,●,●
车顶行李架,●,●,●,●,●
车门数(个),5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-
车载空气净化器,-,-,-,●,●
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,柯珞克 2023款 TSI280 尊享版,柯珞克 2023款 TSI280 奢享版,柯珞克 2023款 TSI280 智曜版,柯珞克 2024款 TSI280 尊享版,柯珞克 2024款 TSI280 奢享版
车前雾灯,,,,,
车内环境氛围灯,-,-,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,-,-,-,-,-
自动驻车,●,●,●,●,●
自动泊车入位,-,○,●,-,●
自动头灯,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
离去角(°),20,20,20,20,20
疲劳驾驶提示,●,●,●,●,●
电动座椅记忆功能,-,-,-,-,-
电动后备厢位置记忆,-,●,●,-,●
电动后备厢,-,●,●,-,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
油箱容积(L),51,51,51,51,51
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),198,198,198,198,198
最大马力(Ps),150,150,150,150,150
最大满载质量(kg),1835,1835,1835,1835,1835
