Feature,1012294,1012295,1012296,1012297
高度(mm),2330,2370,2435,2470
驾驶辅助影像,-,-,-,-
驾驶模式切换,-,-,-,-
驻车制动类型,-,-,-,-
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,-,-,-,-
限滑差速器/差速锁,,,,
长度(mm),5900,5905,4855,5995
长*宽*高(mm),5900×2000×2330,5905×2000×2370,4855×2080×2435,5995×2080×2470
钥匙类型,,,,
配气机构,未知,未知,未知,未知
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
轴距(mm),3310,3310,2800,3310
轮圈材质,,,,
车门数(个),,,,
车门开启方式,-,-,-,-
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,货车,货车,客车,客车
车身结构_x,货车,货车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车联网,-,-,-,-
车窗防夹手功能,-,-,-,-
车窗一键升降功能,-,-,-,-
车型名称,依维柯Ouba 2021款 2.8T底盘长轴单排,依维柯Ouba 2021款 2.8T底盘长轴双排,依维柯Ouba 2021款 2.8T客车短轴10座,依维柯Ouba 2021款 2.8T客车长轴14座
车前雾灯,,,,
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,-,-,-,-
车内PM2.5过滤装置,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式
语音识别控制系统,-,-,-,-
行车电脑显示屏幕,-,-,-,-
蓝牙/车载电话,-,-,-,-
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
能源类型_y,柴油,柴油,柴油,柴油
能源类型_x,柴油,柴油,柴油,柴油
胎压监测功能,-,-,-,-
缸盖材料,未知,未知,未知,未知
缸体材料,未知,未知,未知,未知
级别,轻客,轻客,轻客,轻客
简称,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
疲劳驾驶提示,-,-,-,-
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
