Feature,61583,67798
电池慢充时间(小时)_y,5.7,-
电池慢充时间(小时)_x,5.7,-
电池快充电量范围(%)_y,30-80,-
电池快充电量范围(%)_x,30-80,-
电池快充时间(小时)_y,0.43,-
电池快充时间(小时)_x,0.43,-
电池冷却方式,液冷,液冷
电机类型,永磁/同步,永磁/同步
电机布局,前置+后置,后置
电动机总扭矩(N·m),720,410
电动机总功率(kW),360,200
电动机总功率(Ps),490,272
电动机(Ps),490,272
电动座椅记忆功能,,-
电动后备厢位置记忆,●,-
电动后备厢,●,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,-
燃油标号,95号,95号
灯光特色功能,,-
满载最小离地间隙(mm),213,213
温度分区控制,●,-
液晶仪表尺寸,,-
油箱容积(L),56,56
气缸数(个),4,4
气缸排列形式,L,L
毫米波雷达数量,,-
每缸气门数(个),4,4
最高车速(km/h),200,180
最小转弯半径(m),5.75,5.75
最大马力(Ps),150,150
最大满载质量(kg),2655,2525
最大扭矩转速(rpm),2500-4000,2500-4000
最大扭矩(N·m)_y,220,220
最大扭矩(N·m)_x,720,410
最大功率转速(rpm),5500,5500
最大功率(kW)_y,110,110
最大功率(kW)_x,360,200
最大净功率(kW),110,110
最低荷电状态油耗(L/100km),6.69,-
无钥匙进入功能,,-
无钥匙启动系统,●,-
方向盘记忆,-,-
方向盘材质,,-
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,-
整车质保,,
整备质量(kg),2270,2150
摄像头数量,,-
接近角(°),18,18
排量(mL),1499,1499
换电,不支持,不支持
换挡形式,,-
挡位个数,1,1
扬声器数量,,-
扬声器品牌名称,,-
手机无线充电功能,,-
手机互联/映射,,-
手机APP远程功能,,-
手势控制,●,-
慢充接口位置,车左后侧,车左后侧
感应雨刷功能,,-
感应后备厢,●,-
快充接口位置,车左后侧,车左后侧
座椅材质,,-
座位数(个),,
并线辅助,●,-
巡航系统,,-
导航路况信息显示,●,-
对外放电最低允许值(%),10,10
对外放电,●,-
对外交流放电功率(kW),3.6,3.6
宽度(mm),1950,1950
官方0-100km/h加速(s),4.8,-
安全带未系提醒,,-
天窗类型,,-
大灯高度可调,●,-
大灯延时关闭,●,-
多指飞屏操控,●,-
多层隔音玻璃,,-
多媒体/充电接口,,-
多功能方向盘,●,-
外后视镜功能,,-
备胎规格,,
声纹识别,●,-
地图品牌,,-
四驱形式,,-
哨兵模式/千里眼,●,-
后雨刷,●,-
后轮距(mm),1647,1647
后轮胎规格,,
后电动机最大扭矩(N·m),410,410
后电动机最大功率(kW),200,200
后电动机型号,TZ220XSP01,TZ220XSP01
后方碰撞预警,●,-
后排独立空调,-,-
后排液晶屏幕,,-
后排杯架,●,-
后排座椅放倒形式,,-
后排多媒体屏幕数量,,-
后排侧隐私玻璃,●,-
后悬架类型,,
后座出风口,●,-
后备厢容积(L),560-1320,560-1320
后制动器类型,,
可见即可说,●,-
可变悬架功能,,-
变速箱类型,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,-
发动机布局,横置,横置
发动机型号,DAM15NTDE,DAM15NTDE
发动机,1.5T 150马力 L4,1.5T 150马力 L4
厂商指导价(元),26.69万,-
厂商,岚图汽车,岚图汽车
卫星导航系统,●,-
匝道自动驶出(入),○,-
助力类型,,
副驾驶位后排可调节按钮,-,-
副驾屏幕分辨率,,-
副驾屏幕像素密度,,-
副驾娱乐屏,,-
副座椅调节方式,,-
前轮距(mm),1654,1654
前轮胎规格,,
前电动机最大扭矩(N·m),310,-
前电动机最大功率(kW),160,-
前电动机型号,TZ200XSP10,-
前方碰撞预警,●,-
前方感知摄像头,,-
前排座椅功能,,-
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,-
刹车辅助(EBA/BAS/BA等),●,-
制动力分配(EBD/CBC等),●,-
内置行车记录仪,●,-
内后视镜功能,,-
全液晶仪表盘,●,-
光感天幕,○,-
倒车车侧预警系统,●,-
信号灯识别,○,-
供油方式,直喷,直喷
低速行车警告,●,-
主座椅调节方式,,-
主动降噪,●,-
主动式环境氛围灯,●,-
主动刹车/主动安全系统,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,-
中控液晶屏分屏显示,●,-
中控彩色屏幕,,-
中控屏幕尺寸,,-
中控屏幕分辨率,,-
中控屏幕像素密度,,-
上市时间,2023.08,-
上坡辅助,●,-
三电系统质保,,
Wi-Fi热点,●,-
WLTC综合油耗(L/100km),0.81,-
WLTC纯电续航里程(km)_y,160,-
WLTC纯电续航里程(km)_x,160,-
USB/Type-C最大充电功率,,-
USB/Type-C接口数量,,-
OTA升级,●,-
LED日间行车灯,●,-
ISOFIX儿童座椅接口,●,-
DOW开门预警,●,-
CLTC综合续航(km),1201,-
CLTC纯电续航里程(km)_y,210,-
CLTC纯电续航里程(km)_x,210,-
ABS防抱死,●,-
4G/5G网络,,-
