Feature,64969,64970,64971,64972,69192,69193
高度(mm),1535,1535,1535,1535,1535,1535
驾驶辅助影像,-,,,,,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),3720,3720,3720,3720,3720,3720
长*宽*高(mm),3720*1640*1535,3720*1640*1535,3720*1640*1535,3720*1640*1535,3720*1640*1535,3720*1640*1535
钥匙类型,-,,,,,
远光灯光源,,,,,,
近光灯光源,,,,,,
运动风格座椅,●,●,●,●,●,●
轴距(mm),2390,2390,2390,2390,2390,2390
轮圈材质,,,,,,
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车联网,-,●,●,●,●,●
车窗防夹手功能,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-
车型名称,易至EV3 2023款 青春版 251KM 标准型,易至EV3 2023款 青春版 251KM 舒适型,易至EV3 2023款 青春版 320KM 舒适型,易至EV3 2023款 青春版 320KM 豪华型,易至EV3 2024款 青春版 330KM舒适型,易至EV3 2024款 青春版 330KM豪华型
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,-,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,,-,
语音识别控制系统,-,,,,,
语音助手唤醒词,-,,,,,
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,-,●,●,●,●,●
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
能量回收系统,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
级别,微型车,微型车,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),30,30,30,30,30,30
百公里耗电量(kWh/100km),-,-,-,-,10,10
疲劳驾驶提示,-,-,-,-,-,-
电芯品牌,,,,,,
电能当量燃料消耗量(L/100km),1.2,1.2,1.2,1.2,1.16,1.16
电池预加热,-,-,●,●,●,●
电池能量密度(Wh/kg),-,-,-,-,160,160
电池能量(kWh),21.4,21.4,31.2,31.2,31.15,31.15
电池类型,,,,,,
电池慢充时间(小时)_y,-,-,-,-,9.5,9.5
电池慢充时间(小时)_x,-,-,-,-,9.5,9.5
电池快充电量范围(%)_y,-,-,-,-,30-80,30-80
电池快充电量范围(%)_x,-,-,-,-,30-80,30-80
电池快充时间(小时)_y,-,-,-,-,0.53,0.53
电池快充时间(小时)_x,-,-,-,-,0.53,0.53
电池冷却方式,风冷,风冷,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),48,49,49,49,55,55
电动机总扭矩(N·m),110,140,140,140,110,110
电动机总功率(kW),35,36,36,36,40,40
电动机(Ps),48,49,49,49,55,55
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
满载最小离地间隙(mm),-,-,-,-,120,120
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,102,102
