Feature,63745,65876,66612
高度(mm),1830,1830,1830
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动电机数,单电机,单电机,单电机
驱动方式,,,
风阻系数(Cd),-,-,-
陡坡缓降,●,●,●
长度(mm),5215,5215,5215
长*宽*高(mm),5215*1895*1830,5215*1895*1830,5215*1895*1830
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,●,-,●
透明底盘/540度影像,●,●,●
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
辅助驾驶等级,,-,
轴距(mm),3100,3100,3100
轮圈材质,,,
转向辅助灯,●,●,●
车门数(个),,,
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道居中保持,●,-,●
车道偏离预警系统,●,-,●
车道保持辅助系统,●,-,●
车载空气净化器,●,●,●
车载智能系统,,,
车身结构_y,MPV,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,瑞风RF8 PHEV 2024款 智聆版 1.5T 150KM 旗舰型,瑞风RF8 PHEV 2024款 智聆版 1.5T 150KM 尊贵型,瑞风RF8 PHEV 2024款 鸿蒙版 1.5T 150KM 旗舰型
车前雾灯,-,-,-
车内香氛装置,●,●,●
车内环境氛围灯,,-,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
负离子发生器,●,●,●
语音识别控制系统,,,
语音分区域唤醒识别,,,
行车电脑显示屏幕,,,
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,-,-,-
自动驻车,●,●,●
自动头灯,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,中大型MPV,中大型MPV,中大型MPV
系统综合扭矩(N·m),745,745,745
系统综合功率(kW),310,310,310
系统综合功率(Ps),422,422,422
简称,3挡DHT,3挡DHT,3挡DHT
第二排独立座椅,●,●,●
第二排座椅调节,,,
第二排座椅电动调节,●,-,●
第二排座椅功能,,-,
空调温度控制方式,,,
离去角(°),15,15,15
百公里耗电量(kWh/100km),15.1,15.1,15.1
疲劳驾驶提示,●,-,●
电芯品牌,,,
电池预加热,●,●,●
电池能量(kWh),27.6,27.6,27.6
电池类型,,,
电池慢充时间(小时)_y,2,2,2
电池慢充时间(小时)_x,2,2,2
电池快充电量范围(%)_y,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80
电池快充时间(小时)_y,0.41,0.41,0.41
电池快充时间(小时)_x,0.41,0.41,0.41
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总扭矩(N·m),350,350,350
电动机总功率(kW),160,160,160
电动机总功率(Ps),218,218,218
电动机(Ps),218,218,218
电动座椅记忆功能,-,-,-
电动后备厢位置记忆,●,-,●
电动后备厢,●,-,●
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
满载最小离地间隙(mm),135,135,135
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),54,54,54
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),180,180,180
最小转弯半径(m),6.2,6.2,6.2
最大马力(Ps),163,163,163
最大满载质量(kg),2895,2895,2895
最大扭矩转速(rpm),2500-4000,2500-4000,2500-4000
最大扭矩(N·m)_y,255,255,255
最大扭矩(N·m)_x,745,745,745
最大功率转速(rpm),5500,5500,5500
最大功率(kW)_y,120,120,120
最大功率(kW)_x,310,310,310
最大净功率(kW),115,115,115
最低荷电状态油耗(L/100km),5.4,5.4,5.4
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2330,2330,2330
摄像头数量,,,
接近角(°),15,15,15
排量(mL),1499,1499,1499
换挡形式,,,
挡位个数,3,3,3
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,-,
手机互联/映射,,,
手机APP远程功能,,,
感应雨刷功能,,,
感应后备厢,●,-,●
快充功能,支持,支持,支持
快充功率(kW),42,42,42
座椅材质,,,
座椅布局,,,
座位数(个),,,
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3
宽度(mm),1895,1895,1895
官方0-100km/h加速(s),7.3,7.3,7.3
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多层隔音玻璃,,,
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,-,-,-
后雨刷,●,●,●
后轮距(mm),1623,1623,1623
后轮胎规格,,,
后方碰撞预警,●,-,●
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后排侧隐私玻璃,●,●,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),700-2500,700-2500,700-2500
后制动器类型,,,
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT,3挡DHT
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,BHE15-BFZ,BHE15-BFZ,BHE15-BFZ
发动机,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4
厂商指导价(元),23.99万,21.99万,25.99万
厂商,江汽集团,江汽集团,江汽集团
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1611,1611,1611
前轮胎规格,,,
前电动机最大扭矩(N·m),350,350,350
前电动机最大功率(kW),160,160,160
前电动机型号,TZ220WY035,TZ220WY035,-
前方碰撞预警,●,-,●
前排座椅功能,,-,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
侧滑门形式,,,
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,●,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2024.01,2024.01,-
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),5.98,5.98,5.98
WLTC纯电续航里程(km)_y,116,116,116
WLTC纯电续航里程(km)_x,116,116,116
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
