Feature,1020080,1020081,1020082,1020083,1020084,1020085
高度(mm),2065,2065,-,-,-,-
驾驶辅助影像,-,,-,,-,
驾驶模式切换,-,-,-,-,-,-
驻车制动类型,,,,,,
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),5740,5740,5740,5740,5740,5740
长*宽*高(mm),5740*1950*2065,5740*1950*2065,-,-,-,-
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,
轴距(mm),2850,2850,2850,2850,2850,2850
轮圈材质,,,,,,
车门数(个),,,,,,
车门开启方式,-,-,-,-,-,-
车道偏离预警系统,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车联网,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-
车型名称,跨越者D1 2025款 1.6L 舒适型栏板运输车,跨越者D1 2025款 1.6L 豪华型栏板运输车,跨越者D1 2025款 1.6L 舒适型厢式运输车,跨越者D1 2025款 1.6L 豪华型厢式运输车,跨越者D1 2025款 1.6L 舒适型仓栅运输车,跨越者D1 2025款 1.6L 豪华型仓栅运输车
车前雾灯,-,,-,,-,
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),3100x1680x360,3100x1680x360,3100x1680x360,3100x1680x360,3100x1680x360,3100x1680x360
语音识别控制系统,-,,-,,-,
行车电脑显示屏幕,,,,,,
行程(mm),90.525,90.525,90.525,90.525,90.525,90.525
蓝牙/车载电话,-,●,-,●,-,●
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-,-
缸盖材料,-,-,-,-,-,-
缸径(mm),75,75,75,75,75,75
缸体材料,-,-,-,-,-,-
级别,微卡,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
疲劳驾驶提示,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-
油箱容积(L),50,50,50,50,50,50
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),120,120,120,120,120,120
最大马力(Ps),122,122,122,122,122,122
最大载重质量(kg),1495,1495,1495,1495,1495,1495
最大满载质量(kg),-,-,-,-,-,-
最大扭矩转速(rpm),4000-4800,4000-4800,4000-4800,4000-4800,4000-4800,4000-4800
最大扭矩(N·m)_y,158,158,158,158,158,158
最大扭矩(N·m)_x,158,158,158,158,158,158
最大功率转速(rpm),5600,5600,5600,5600,5600,5600
最大功率(kW)_y,90,90,90,90,90,90
最大功率(kW)_x,90,90,90,90,90,90
最大净功率(kW),-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-
整车质保,,,,,,
整备质量(kg),-,-,-,-,-,-
排量(mL),1597,1597,1597,1597,1597,1597
换挡形式,,,,,,
挡位个数,5,5,5,5,5,5
扬声器数量,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,,-,,-,
感应雨刷功能,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-
宽度(mm),1950,1950,1950,1950,1950,1950
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-
多功能方向盘,-,●,-,●,-,●
外后视镜功能,-,,-,,-,
备胎规格,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1488,1488,1488,1488,1488,1488
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-
后悬架类型,,,,,,
后座出风口,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-
后制动器类型,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机型号,H16PB,H16PB,H16PB,H16PB,H16PB,H16PB
发动机,1.6L 122马力 L4,1.6L 122马力 L4,1.6L 122马力 L4,1.6L 122马力 L4,1.6L 122马力 L4,1.6L 122马力 L4
压缩比,12,12,12,12,12,12
厂商指导价(元),4.85万,4.98万,5.35万,5.48万,5.24万,5.37万
厂商,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越
卫星导航系统,-,-,-,-,-,-
助力类型,,,,,,
副座椅调节方式,,,,,,
前轮距(mm),1410,1410,1410,1410,1410,1410
前轮胎规格,,,,,,
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,-,-,-,-,-,-
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,●,-,●,-,●
内后视镜功能,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控彩色屏幕,-,,-,,-,
中控屏幕尺寸,-,,-,,-,
上市时间,2025.02,2025.02,2025.02,2025.02,2025.02,2025.02
USB/Type-C接口数量,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
