Feature,68108,68109,68110,69330,69985,70539,70540,70541
高度(mm),1630,1630,1630,1630,1630,1630,1630,1630
驾驶辅助影像,-,-,,-,,,,
驾驶模式切换,,,,,,,,
驻车制动类型,,,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,,,
首任车主质保政策,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),3000,3000,3000,3000,3000,3000,3000,3000
长*宽*高(mm),3000*1510*1630,3000*1510*1630,3000*1510*1630,3000*1510*1630,3000*1510*1630,3000*1510*1630,3000*1510*1630,3000*1510*1630
钥匙类型,,,,,,,,
远光灯光源,,,,,,,,
近光灯光源,,,,,,,,
轴距(mm),1953,1953,1953,1953,1953,1953,1953,1953
轮圈材质,,,,,,,,
车门数(个),,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-
车联网,-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-,-,-
车型名称,奔腾小马 2024款 122km 萌趣马,奔腾小马 2024款 170km 元气马,奔腾小马 2024款 170km 活力马,奔腾小马 2024款 122km 可爱马,奔腾小马 2025款 222km 闪电马,奔腾小马 2025款 222km 伶俐马,奔腾小马 2025款 222km 玲珑马,奔腾小马 2025款 222km 灵动马
车前雾灯,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,
语音识别控制系统,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,
蓝牙/车载电话,●,●,●,-,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-
能量回收系统,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,
级别,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),160,160,160,160,160,160,160,160
空调温度控制方式,,,,,,,,
离去角(°),43,43,43,43,43,43,43,43
疲劳驾驶提示,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,
电能当量燃料消耗量(L/100km),1.00,1.04,1.04,1.00,1.02,1.02,1.02,1.02
电池预加热,●,●,●,●,●,●,●,●
电池能量(kWh),9.4,13.9,13.9,9.4,18.11,18.11,18.11,18.11
电池类型,,,,,,,,
电池慢充时间(小时)_y,5.2,6.5,6.5,5.2,6,6,6,6
电池慢充时间(小时)_x,5.2,6.5,6.5,5.2,6,6,6,6
电池快充电量范围(%)_y,-,-,-,-,30-80,-,30-80,-
电池快充电量范围(%)_x,-,-,-,-,30-80,-,30-80,-
电池快充时间(小时)_y,-,-,-,-,1.08,-,1.08,-
电池快充时间(小时)_x,-,-,-,-,1.08,-,1.08,-
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),27,27,27,27,41,41,41,41
电动机总扭矩(N·m),85,85,85,85,90,90,90,90
电动机总功率(kW),20,20,20,20,30,30,30,30
电动机(Ps),27,27,27,27,41,41,41,41
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-
满载最小离地间隙(mm),130,130,130,130,130,130,130,130
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,,-,,,,
最高车速(km/h),100,100,100,100,100,100,100,100
最小转弯半径(m),4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28
最大满载质量(kg),1000,1030,1030,1000,1050,1050,1050,1050
最大扭矩(N·m),85,85,85,85,90,90,90,90
最大功率(kW),20,20,20,20,30,30,30,30
无钥匙进入功能,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-
整备质量(kg),685,715,715,685,750,750,750,750
接近角(°),29,29,29,29,29,29,29,29
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,-,,,,
慢充接口位置,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前
感应雨刷功能,-,-,-,-,-,-,-,-
快充接口位置,-,-,-,-,车正前,-,车正前,-
快充功能,-,-,-,-,支持,-,支持,-
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-
宽度(mm),1510,1510,1510,1510,1510,1510,1510,1510
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-
备胎规格,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1290,1290,1290,1290,1290,1290,1290,1290
后轮胎规格,,,,,,,,
后电动机最大扭矩(N·m),85,85,85,85,90,90,90,90
后电动机最大功率(kW),20,20,20,20,30,30,30,30
后电动机型号,TZ155X020,TZ155X020,TZ155X020,TZ155X020,TZ155X030,TZ155X030,TZ155X030,TZ155X030
后电动机品牌,山东双林,山东双林,山东双林,山东双林,山东双林,山东双林,山东双林,山东双林
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),81-734,81-734,81-734,81-734,81-734,81-734,81-734,81-734
后制动器类型,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),2.69万,2.99万,3.19万,2.49万,3.99万,4.09万,4.39万,3.69万
