Feature,38097,39988,44299
高度(mm),1210,1210,1210
驾驶辅助影像,-,-,-
驾驶模式切换,-,-,-
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动方式,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-
长度(mm),4760,4760,4845
长*宽*高(mm),4760*2030*1210,4760*2030*1210,4845*2030*1210
钥匙类型,-,-,-
配气机构,DOHC,DOHC,DOHC
远光灯光源,-,-,-
进气形式,双涡轮增压,双涡轮增压,双涡轮增压
近光灯光源,-,-,-
轴距(mm),2700,2700,2700
轮圈材质,-,-,-
车门数(个),2,2,2
车道偏离预警系统,-,-,-
车道保持辅助系统,-,-,-
车载空气净化器,-,-,-
车身结构_y,硬顶敞篷车,硬顶敞篷车,硬顶敞篷车
车身结构_x,2门2座硬顶敞篷车,2门2座硬顶敞篷车,2门2座硬顶敞篷车
车身稳定控制(ESC/ESP/DSC等),-,-,-
车联网,-,-,-
车窗防夹手功能,-,-,-
车窗一键升降功能,-,-,-
车型名称,Jesko 2019款 基本型,Jesko 2019款 Red Cherry Edition,Jesko 2020款 Absolut
车前雾灯,-,-,-
车内环境氛围灯,-,-,-
车内化妆镜,-,-,-
车内中控锁,-,-,-
车内PM2.5过滤装置,-,-,-
车体结构,承载式,承载式,承载式
语音识别控制系统,-,-,-
行车电脑显示屏幕,-,-,-
行程(mm),95.25,95.25,95.25
蓝牙/车载电话,-,-,-
自适应远近光,-,-,-
自动驻车,-,-,-
自动头灯,-,-,-
能源类型,汽油,汽油,汽油
胎压监测功能,-,-,-
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),92,92,92
缸体材料,铝合金,铝合金,铝合金
级别,跑车,跑车,跑车
简称,9速 多离合式变速箱,9速 多离合式变速箱,9速 多离合式变速箱
第二排座椅调节,-,-,-
空调温度控制方式,-,-,-
疲劳驾驶提示,-,-,-
电动座椅记忆功能,-,-,-
电动后备厢,-,-,-
环保标准_y,未知,未知,未知
环保标准_x,未知,未知,未知
牵引力控制(ASR/TCS/TRC等),-,-,-
燃油标号,98号,98号,98号
燃料形式,汽油,汽油,汽油
温度分区控制,-,-,-
液晶仪表尺寸,-,-,-
油箱容积(L),72,72,72
气缸数(个),8,8,8
气缸排列形式,V,V,V
每缸气门数(个),4,4,4
最高车速(km/h),-,-,-
最大马力(Ps),1299,1299,1299
最大扭矩转速(rpm),5100,5100,5100
最大扭矩(N·m)_y,1500,1500,1500
最大扭矩(N·m)_x,1500,1500,1500
最大功率转速(rpm),7800,7800,7800
最大功率(kW)_y,955,955,955
最大功率(kW)_x,955,955,955
无钥匙进入功能,-,-,-
无钥匙启动系统,-,-,-
方向盘记忆,-,-,-
方向盘材质,-,-,-
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,-,-,-
整备质量(kg),1420,-,1390
排量(mL),5065,5065,5065
挡位个数,9,9,9
扬声器数量,-,-,-
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,-
手机互联/映射,-,-,-
感应雨刷功能,-,-,-
座椅材质,-,-,-
座位数(个),2,2,2
并线辅助,-,-,-
巡航系统,-,-,-
导航路况信息显示,-,-,-
宽度(mm),2030,2030,2030
官方0-100km/h加速(s),-,-,-
安全带未系提醒,-,-,-
天窗类型,-,-,-
大灯高度可调,-,-,-
大灯延时关闭,-,-,-
多媒体/充电接口,-,-,-
多功能方向盘,-,-,-
外后视镜功能,-,-,-
备胎规格,无,无,无
后雨刷,-,-,-
后轮距(mm),-,-,-
后轮胎规格,325/30 R21,325/30 R21,325/30 R21
后排独立空调,-,-,-
后排杯架,-,-,-
后排座椅放倒形式,-,-,-
后悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
后座出风口,-,-,-
后备厢容积(L),100,100,150
后制动器类型,陶瓷通风盘式,陶瓷通风盘式,陶瓷通风盘式
变速箱类型,多离合式变速箱,多离合式变速箱,多离合式变速箱
变速箱,9速 多离合式变速箱,9速 多离合式变速箱,9速 多离合式变速箱
发动机电子防盗,-,-,-
发动机型号,-,-,-
发动机启停技术,-,-,-
发动机,5.0T 1299马力 V8,5.0T 1299马力 V8,5.0T 1299马力 V8
压缩比,9,9,9
厂商指导价(元),0.00万,0.00万,0.00万
厂商,科尼赛克,科尼赛克,科尼赛克
卫星导航系统,-,-,-
助力类型,未知,未知,未知
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,-,-,-
前轮距(mm),-,-,-
前轮胎规格,265/35 R20,265/35 R20,265/35 R20
前排座椅功能,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,陶瓷通风盘式,陶瓷通风盘式,陶瓷通风盘式
前/后驻车雷达,-,-,-
前/后电动车窗,-,-,-
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-
制动力分配(EBD/CBC等),-,-,-
内后视镜功能,-,-,-
全液晶仪表盘,-,-,-
供油方式,混合喷射,混合喷射,混合喷射
主座椅调节方式,-,-,-
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,-,-,-
中控彩色屏幕,-,-,-
中控屏幕尺寸,-,-,-
上坡辅助,-,-,-
USB/Type-C接口数量,-,-,-
OTA升级,-,-,-
LED日间行车灯,-,-,-
ISOFIX儿童座椅接口,-,-,-
ABS防抱死,-,-,-
