Feature,66105,66106,66107,66108
高度(mm),1595,1595,1595,1595
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,单电机,双电机,双电机,双电机
驱动方式,,,,
风阻系数(Cd),0.29,0.29,0.29,0.29
面部识别,●,●,●,●
隐藏电动门把手,●,●,●,●
陡坡缓降,-,-,-,-
长度(mm),4515,4515,4515,4515
长*宽*高(mm),4515*1890*1595,4515*1890*1595,4515*1890*1595,4515*1890*1595
钥匙类型,,,,
遥控泊车,●,●,●,●
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
远程启动功能,,,,
远光灯光源,,,,
近光灯光源,,,,
辅助驾驶等级,,,,
轴距(mm),2900,2900,2900,2900
轮圈材质,,,,
车顶行李架,●,●,●,●
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,●,●,●,●
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,捷尼赛思GV60 2024款 单电机后驱豪华版,捷尼赛思GV60 2024款 双电机四驱豪华版,捷尼赛思GV60 2024款 双电机四驱旗舰版,捷尼赛思GV60 2024款 双电机四驱高性能旗舰版
车前雾灯,-,-,-,-
车内环境氛围灯,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,,,,
语音助手唤醒词,,,,
语音分区域唤醒识别,,,,
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,●,●,●,●
自动驻车,●,●,●,●
自动头灯,●,●,●,●
膝部气囊,●,●,●,●
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,中型SUV,中型SUV,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
第二排座椅功能,-,-,,
空调温度控制方式,,,,
空气质量监测,●,●,●,●
百公里耗电量(kWh/100km),13.5,14.2,14.2,16
疲劳驾驶提示,●,●,●,●
电芯品牌,-,-,-,-
电能当量燃料消耗量(L/100km),1.53,1.71,1.71,1.81
电池预加热,●,●,●,●
电池能量(kWh),76.4,76.4,76.4,76.4
电池类型,,,,
电池快充电量范围(%)_y,80,80,80,80
电池快充电量范围(%)_x,80,80,80,80
电池快充时间(小时)_y,0.3,0.3,0.3,0.3
电池快充时间(小时)_x,0.3,0.3,0.3,0.3
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m),350,605,605,700
电动机总功率(kW),168,234,234,360
电动机总功率(Ps),228,318,318,490
电动机(Ps),纯电动 228马力,纯电动 318马力,纯电动 318马力,纯电动 490马力
电动座椅记忆功能,-,-,,
电动后备厢位置记忆,●,●,●,●
电动后备厢,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●
热泵空调,●,●,●,●
满载最小离地间隙(mm),160,160,160,160
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
最高车速(km/h),185,200,200,235
最小转弯半径(m),5.97,5.97,5.97,5.97
最大满载质量(kg),-,-,-,2640
最大扭矩(N·m),350,605,605,700
最大功率(kW),168,234,234,360
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,●,●
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),-,-,-,-
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,,,,
手机无线充电功能,,,,
手机互联/映射,,,,
手机APP远程功能,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,
感应后备厢,●,●,●,●
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),,,,
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电最低允许值(%),20,20,20,20
对外放电,●,●,●,●
对外交流放电功率(kW),350,350,350,350
宽度(mm),1890,1890,1890,1890
官方0-100km/h加速(s),7.8,5.5,5.5,3.9
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,,,,
地图品牌,,,,
四驱形式,-,,,
