Feature,69101,70615,70616,70617,70618,71847
高度(mm),1621,1621,1621,1621,1621,1621
驾驶辅助影像,,,,,,-
驾驶模式切换,,,,,,-
驻车制动类型,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,
风阻系数(Cd),0.28,0.28,0.28,0.28,0.28,0.28
陡坡缓降,●,●,●,●,●,-
长度(mm),4476,4476,4476,4476,4476,4476
长*宽*高(mm),4476*1849*1621,4476*1849*1621,4476*1849*1621,4476*1849*1621,4476*1849*1621,4476*1849*1621
钥匙类型,,,,,,-
道路救援呼叫,●,●,●,●,●,-
道路交通标识识别,●,-,-,-,-,-
透明底盘/540度影像,●,-,●,-,●,-
远程启动功能,,,,,,-
远光灯光源,,,,,,-
近光灯光源,,,,,,-
辅助驾驶芯片,,-,-,-,-,-
辅助驾驶系统,,-,-,-,-,-
辅助驾驶等级,,-,-,-,-,-
轴距(mm),2730,2730,2730,2730,2730,2730
轮圈材质,,,,,,-
车顶行李架,●,-,●,-,●,-
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,-,-,-
车道偏离预警系统,●,-,-,-,-,-
车道保持辅助系统,●,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车载智能系统,,,,,,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,-
车联网,●,●,●,●,●,-
车窗防夹手功能,●,●,●,●,●,-
车窗一键升降功能,,,,,,-
车型名称,MG ES5 2025款 525max 后驱智驾版,MG ES5 2025款 425pro 后驱版,MG ES5 2025款 425plus 后驱版,MG ES5 2025款 515pro 后驱版,MG ES5 2025款 515plus 后驱版,MG ES5 2025款 180kW
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,,,,,,-
车内中控锁,●,●,●,●,●,-
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,-
语音连续识别,●,●,●,●,●,-
语音识别控制系统,,,,,,-
语音助手唤醒词,,,,,,-
行车电脑显示屏幕,,,,,,-
蓝牙/车载电话,●,●,●,●,●,-
自适应远近光,●,-,-,-,-,-
自动驻车,●,●,●,●,●,-
自动头灯,●,●,●,●,●,-
能量回收系统,●,●,●,●,●,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,-
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,-
离去角(°),24,24,24,24,24,24
百公里耗电量(kWh/100km),13.9,13.3,13.3,14.1,14.1,-
疲劳驾驶提示,-,-,-,-,-,-
电芯品牌,,,,,,
电能当量燃料消耗量(L/100km),1.61,1.54,1.54,1.64,1.64,-
电池预加热,●,●,●,●,●,-
电池能量(kWh),62.2,49.1,49.1,62.2,62.2,-
电池类型,,,,,,
电池慢充电量范围(%)_y,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充电量范围(%)_x,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,11.5,8.5,8.5,11.5,11.5,11.5
电池慢充时间(小时)_x,11.5,8.5,8.5,11.5,11.5,11.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.35,0.43,0.43,0.35,0.35,0.35
电池快充时间(小时)_x,0.35,0.43,0.43,0.35,0.35,0.35
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),170,170,170,170,170,245
电动机总扭矩(N·m),250,250,250,250,250,-
电动机总功率(kW),125,125,125,125,125,180
电动机(Ps),170,170,170,170,170,245
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢位置记忆,●,-,●,-,●,-
电动后备厢,●,-,●,-,●,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,-
热泵空调,●,-,●,-,●,-
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,-
最高车速(km/h),170,170,170,170,170,190
