Feature,48258,49149,49150,49250,61551,61555,63425,63426,64457,64458
高度(mm),1715,1715,1715,1710,1685,1685,1665,1685,1685,1685
驾驶辅助影像,,,,-,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,,,,,,,,,,
驱动方式,,,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,-,-,-,-,-,-
长度(mm),4500,4500,4500,4500,4475,4475,4475,4475,4475,4475
长*宽*高(mm),4500*1850*1715,4500*1850*1715,4500*1850*1715,4500*1850*1710,4475*1850*1685,4475*1850*1685,4475*1850*1665,4475*1850*1685,4475*1850*1685,4475*1850*1685
钥匙类型,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,○,○,-,●,●,-,○,●,●
道路交通标识识别,-,-,-,-,●,●,-,●,●,●
远程启动功能,,,,-,,,-,,,
远光灯光源,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,,,
运动外观套件,-,-,-,-,-,-,-,-,●,●
辅助驾驶系统,,,,-,-,,-,-,,
辅助驾驶等级,,-,-,-,,,-,-,,
轴距(mm),2640,2640,2640,2640,2680,2680,2680,2680,2680,2680
轮圈材质,,,,,,,,,,
车顶行李架,●,●,●,-,●,●,-,●,●,●
车门数(个),,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,○,○,-,●,●,-,●,●,●
车道偏离预警系统,●,○,○,-,●,●,-,●,●,●
车道保持辅助系统,●,○,○,-,●,●,-,●,●,●
车载空气净化器,●,●,●,●,●,●,-,○,●,●
车载智能系统,,,,-,,,-,-,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,○,○,-,●,●,-,○,●,●
车窗防夹手功能,●,●,●,-,●,●,●,●,●,●
车窗一键升降功能,,,,-,,,,,,
车型名称,北京现代ix35 2021款 240TGDi DCT两驱TOP旗舰版,北京现代ix35 2021款 240TGDi DCT两驱GLS领先版,北京现代ix35 2021款 2.0L 自动两驱GLS领先版,北京现代ix35 2021款 2.0L 自动两驱GL舒适版,北京现代ix35 2023款 沐飒 2.0L 尊贵版LUX,北京现代ix35 2023款 沐飒 2.0L 旗舰版TOP,北京现代ix35 2023款 沐飒 2.0L 领先版GLS,北京现代ix35 2023款 沐飒 2.0L 豪华版DLX,北京现代ix35 2023款 沐飒 2.0L 尊贵曜夜版LUX,北京现代ix35 2023款 沐飒 2.0L 旗舰曜夜版TOP
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,,-,-,-,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
