Feature,61540,67100
高度(mm),1446,1447
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动方式,,
风阻系数(Cd),-,-
陡坡缓降,-,-
限滑差速器/差速锁,,
长度(mm),4954,4954
长*宽*高(mm),4954*1886*1446,4954*1886*1447
钥匙类型,,
配气机构,DOHC,DOHC
道路救援呼叫,●,●
道路交通标识识别,○,○
远程启动功能,-,
远光灯光源,,
进气形式,双涡轮增压,双涡轮增压
近光灯光源,,
运动风格座椅,●,●
辅助驾驶等级,,
辅助泊车入位,●,●
轴距(mm),2928,2928
轮圈材质,,
转向头灯,●,●
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车载智能系统,,
车身结构_y,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,奥迪S6 2023款 S6 2.9T,奥迪S6 2024款 S6 2.9T
车前雾灯,-,-
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
负离子发生器,●,●
语音识别控制系统,,
触摸式阅读灯,●,●
触屏振动反馈,●,●
行车电脑显示屏幕,,
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动头灯,●,●
能量回收系统,●,●
能源类型_y,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,中大型车,中大型车
简称,8挡手自一体,8挡手自一体
第二排座椅调节,-,-
第二排座椅功能,,
空调温度控制方式,,
空气悬架,●,●
疲劳驾驶提示,●,●
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢,●,●
环保标准_y,国VI,欧VI
环保标准_x,国VI,欧VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
灯光特色功能,,
激光雷达数量,-,
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),73,73
气缸数(个),6,6
气缸排列形式,V,V
每缸气门数(个),4,4
最高车速(km/h),250,250
最大马力(Ps),450,450
最大满载质量(kg),2515,2515
最大扭矩转速(rpm),1900-5000,1900-5000
最大扭矩(N·m)_y,600,600
最大扭矩(N·m)_x,600,600
最大功率转速(rpm),5700-6700,5700-6700
最大功率(kW)_y,331,331
最大功率(kW)_x,331,331
最大净功率(kW),331,331
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,○,○
方向盘材质,,
方向盘换挡,●,●
方向盘加热,○,○
方向盘位置调节,,
整车质保,,
整备质量(kg),2035,2010
整体主动转向系统,○,○
排量(mL),2894,2894
换挡形式,,
挡位个数,8,8
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,-,
感应雨刷功能,,
感应后备厢,●,●
座椅材质,,
座位数(个),,
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1886,1886
官方0-100km/h加速(s),4.5,4.7
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,●,●
大灯延时关闭,●,●
夜视系统,○,○
多媒体/充电接口,,
多功能方向盘,●,●
外观套件,,
外后视镜功能,,
备胎规格,,
四驱形式,,
后风挡遮阳帘,●,●
后雨刷,-,-
后轮距(mm),1603,1603
后轮胎规格,,
后方碰撞预警,●,●
后排独立空调,●,●
后排杯架,●,●
后排座椅放倒形式,,
后排侧隐私玻璃,○,○
后排侧窗遮阳帘,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),520,520
后制动器类型,,
可变转向比,●,●
可变悬架功能,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,DKM,DKM
发动机启停技术,●,●
发动机,2.9T 450马力 V6,2.9T 450马力 V6
厂商指导价(元),85.88万,85.88万
厂商,奥迪(进口),奥迪(进口)
卫星导航系统,●,●
助力类型,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1620,1620
前轮胎规格,,
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,,
前大灯雨雾模式,●,●
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,○,○
侧窗多层隔音玻璃,,
供油方式,直喷,直喷
主座椅调节方式,,
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中控下屏幕尺寸,,
中央差速器结构,,
上市时间,2023.02,2024.04
上坡辅助,●,●
WLTC综合油耗(L/100km),9.58,9.2
USB/Type-C接口数量,,
OTA升级,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
ABS防抱死,●,●
4G/5G网络,,
