Feature,46954,46955,46956,46957,46958,46959,46960,46961
高度(mm),1524,1524,1524,1524,1524,1531,1531,1531
驾驶辅助影像,-,-,,,,,,
驾驶模式切换,-,-,-,-,-,-,-,-
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置四驱,前置四驱
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),4637,4637,4637,4637,4637,4637,4637,4637
长*宽*高(mm),4637*1855*1524,4637*1855*1524,4637*1855*1524,4637*1855*1524,4637*1855*1524,4637*1855*1531,4637*1855*1531,4637*1855*1531
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,●,●,●,●,●,●
远光灯光源,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,
轴距(mm),2700,2700,2700,2700,2700,2700,2700,2700
轮圈材质,,,,,,,,
转向头灯,-,-,-,-,-,-,-,●
车顶行李架,-,-,-,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,●,-,●,●
车道保持辅助系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●
车联网,-,-,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,
车型名称,马自达CX-4 2021款 2.0L 自动两驱蓝天青春版,马自达CX-4 2021款 2.0L 自动两驱蓝天活力版,马自达CX-4 2021款 2.0L 自动两驱蓝天探索版,马自达CX-4 2021款 2.0L 自动两驱蓝天品位版,马自达CX-4 2021款 2.0L 自动两驱蓝天领先版,马自达CX-4 2021款 2.5L 自动两驱蓝天驾趣版,马自达CX-4 2021款 2.5L 自动四驱蓝天激情版,马自达CX-4 2021款 2.5L 自动四驱蓝天无畏版
车前雾灯,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,,,,,,
行车电脑显示屏幕,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●
蓝牙/车载电话,-,-,●,●,●,●,●,●
自适应远近光,-,-,-,-,●,-,●,-
自动驻车,●,●,●,●,●,●,●,●
自动头灯,-,-,-,-,●,-,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
第二排座椅调节,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
离去角(°),21,21,21,21,21,22,22,22
疲劳驾驶提示,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,,-,,
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
满载最小离地间隙(mm),206,206,206,206,206,206,188,188
温度分区控制,-,-,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-
油箱容积(L),45,45,45,45,45,45,49.2,49.2
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),192,192,192,192,192,206,199,199
最大马力(Ps),158,158,158,158,158,192,192,192
最大满载质量(kg),1968,1968,1968,1968,1968,1987,2071,2087
最大扭矩转速(rpm),4000,4000,4000,4000,4000,4000,4000,4000
最大扭矩(N·m)_y,202,202,202,202,202,252,252,252
最大扭矩(N·m)_x,202,202,202,202,202,252,252,252
最大功率转速(rpm),6400,6400,6400,6400,6400,6100,6100,6100
最大功率(kW)_y,116,116,116,116,116,141,141,141
最大功率(kW)_x,116,116,116,116,116,141,141,141
最大净功率(kW),116,116,116,116,116,141,141,141
无钥匙进入功能,-,-,-,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,●,●,●
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
