Feature,1016843,1016844,1016845,1016846,1016847,1016848,1016849
高度(mm),2170,2170,2960,2850,2165,2960,3140
驾驶辅助影像,-,-,-,-,-,-,-
驾驶模式切换,-,-,-,-,-,-,-
驻车制动类型,-,-,-,-,-,-,-
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,-,-,-,-,-,-,-
风阻系数(Cd),-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),5995,5435,5995,5485,5995,5995,5995
长*宽*高(mm),5995*2020*2170,5435*2020*2170,5995*2030*2960,5485*2030*2850,5995*2020*2165,5995*2030*2960,5995*2030*3140
钥匙类型,,,,,,,
远光灯光源,,,,,,,
近光灯光源,,,,,,,
轴距(mm),3360,2800,3360,2800,3360,3360,3360
轮圈材质,,,,,,,
车门数(个),-,-,-,-,-,-,-
车门开启方式,-,-,-,-,-,-,-
车道偏离预警系统,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-
车联网,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-,-
车型名称,顺达EV 2023款 单排液刹 长轴栏板 66.8kwh,顺达EV 2023款 单排液刹 短轴栏板 66.8kwh,顺达EV 2023款 单排液刹 长轴货柜 66.8kwh,顺达EV 2023款 单排液刹 短轴货柜 66.8kwh,顺达EV 2023款 单排液刹 栏板 89.1kwh,顺达EV 2023款 单排液刹 货柜 89.1kwh,顺达EV 2023款 单排液刹 仓栅 89.1kwh
车前雾灯,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-
车体结构,-,-,-,-,-,-,-
语音识别控制系统,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,-,-
级别,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
疲劳驾驶提示,-,-,-,-,-,-,-
电芯品牌,,,,,,,
电池能量密度(Wh/kg),155,155,155,155,155,155,155
电池能量(kWh),66.8,66.8,66.8,66.8,89.1,89.1,89.1
电池类型,,,,,,,
电池快充时间(小时)_y,1.2,1.2,1.2,1.2,1.2,1.2,1.2
电池快充时间(小时)_x,1.2,1.2,1.2,1.2,1.2,1.2,1.2
电池冷却方式,风冷,风冷,风冷,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电动机总马力(Ps),163,163,163,163,163,163,163
电动机总扭矩(N·m),1000,1000,1000,1000,1000,1000,1000
电动机总功率(kW),120,120,120,120,120,120,120
电动机(Ps),163,163,163,163,163,163,163
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,100,100,100
最大满载质量(kg),4495,4495,4495,4495,4495,4495,4495
最大扭矩(N·m),1000,1000,1000,1000,1000,1000,1000
最大功率(kW),120,120,120,120,120,120,120
无钥匙进入功能,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-
整车质保,,,,,,,
整备质量(kg),2730,2550,3025,3025,2890,3135,3165
挡位个数,1,1,1,1,1,1,1
扬声器数量,-,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),2020,2020,2030,2030,2020,2030,2030
官方0-50km/h加速(s),7,7,7,7,7,7,7
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-
后悬架类型,-,-,-,-,-,-,-
后座出风口,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),22.90万,22.10万,23.80万,23.00万,25.70万,26.70万,26.70万
厂商,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车
卫星导航系统,-,-,-,-,-,-,-
助力类型,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),-,-,-,-,-,-,-
前轮胎规格,,,,,,,
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,-,-,-,-,-,-,-
前制动器类型,-,-,-,-,-,-,-
前/后驻车雷达,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-
上市时间,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08
三电系统质保,,,,,,,
USB/Type-C接口数量,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,180,180,180,180,220,200,180
NEDC纯电续航里程(km)_x,180,180,180,180,220,200,180
LED日间行车灯,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
