Feature,66411,66847,66848
魔毯智能悬架,●,●,●
高精地图,●,●,●
高度(mm),1750,1750,1750
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动电机数,双电机,双电机,双电机
驱动方式,,,
风阻系数(Cd),-,-,-
隐藏电动门把手,●,●,●
陡坡缓降,●,●,●
长度(mm),5050,5050,5050
长*宽*高(mm),5050*1995*1750,5050*1995*1750,5050*1995*1750
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
遥控泊车,●,●,●
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
透明底盘/540度影像,●,●,●
远程启动功能,,,
远程召唤,●,●,●
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
辅助驾驶芯片,,,
辅助驾驶系统,,,
辅助驾驶等级,,,
轴距(mm),3005,3005,3005
轮圈材质,,,
转向辅助灯,●,●,●
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,●,●,●
车载冰箱,●,-,●
车载KTV,●,●,●
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车机系统存储(GB),,,
车机系统内存(GB),,,
车机智能芯片,,,
车型名称,理想L7 2024款 Ultra,理想L7 2024款 Pro,理想L7 2024款 MAX
车前雾灯,-,-,-
车内生物监测系统,●,●,●
车内环境氛围灯,,,
车内摄像头数量,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车侧脚踏板,,,
车体结构,承载式,承载式,承载式
超声波雷达数量,,,
起步提醒,●,●,●
负离子发生器,●,●,●
语音连续识别,●,●,●
语音识别控制系统,,,
语音助手唤醒词,,,
语音分区域唤醒识别,,,
语音免唤醒词,●,●,●
记忆泊车,●,-,●
触摸式阅读灯,●,●,●
行车电脑显示屏幕,,,
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
芯片总算力,,,
自适应远近光,●,●,●
自动驾驶辅助路段,,,
自动驻车,●,●,●
自动泊车入位,●,●,●
自动头灯,●,●,●
自动变道辅助,●,●,●
能量回收系统,●,●,●
能源类型_y,增程式,增程式,增程式
能源类型_x,增程式,增程式,增程式
胎压监测功能,,,
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV
系统综合扭矩(N·m),620,620,620
系统综合功率(kW),330,330,330
系统综合功率(Ps),449,449,449
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,
第二排座椅电动调节,●,●,●
第二排座椅功能,,,
空调温度控制方式,,,
空气质量监测,●,●,●
空气悬架,●,●,●
离去角(°),21,21,21
百公里耗电量(kWh/100km),22.8,22.8,22.8
疲劳驾驶提示,●,●,●
电芯品牌,,,
电能当量燃料消耗量(L/100km),2.58,2.58,2.58
电池预加热,●,●,●
电池能量(kWh),52.3,42.8,42.8
电池类型,,,
电池特有技术,采用阻燃材料和热失控保护技术,采用阻燃材料和热失控保护技术,采用阻燃材料和热失控保护技术
电池慢充电量范围(%)_y,0-100,0-100,0-100
电池慢充电量范围(%)_x,0-100,0-100,0-100
电池慢充时间(小时)_y,7.9,6.5,6.5
电池慢充时间(小时)_x,7.9,6.5,6.5
电池快充电量范围(%)_y,20-80,20-80,20-80
电池快充电量范围(%)_x,20-80,20-80,20-80
电池快充时间(小时)_y,0.42,0.5,0.5
电池快充时间(小时)_x,0.42,0.5,0.5
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),449,449,449
电动机总扭矩(N·m),620,620,620
电动机总功率(kW),330,330,330
电动机(Ps),449,449,449
电动座椅记忆功能,,,
电动吸合车门,,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环视摄像头像素,,,
环境感知摄像头像素,,,
