Feature,72144,72430,72431,72447,72449
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,●,-,-
方向盘离手检测,-,-,○,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,●,●,●,●
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),2070,2070,1985,2060,2060
摄像头数量,,,,,
换挡形式,,,,,
挡位个数,1,1,1,1,1
按键式车门开启,-,●,○,-,●
投影感应开启,,,,,
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,,,,
手机无线充电功率,,,,,
手机互联/映射,,,,,
手机APP远程功能,,,,,
手势控制,-,-,●,-,-
慢充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
感应雨刷功能,,,,,
快充接口位置,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧
快充功能,支持,支持,支持,支持,支持
快充功率(kW),100,100,-,100,100
循迹倒车,●,●,●,●,●
座椅材质,,,,,
座位数(个),,,,,
应用商店,●,●,●,●,●
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
对外交流放电功率(kW),3.5,3.5,3.5,3.5,3.5
宽度(mm),1940,1940,1960,1940,1940
官方0-100km/h加速(s),8.3,8.3,6.4,8.3,8.3
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多指飞屏操控,●,●,-,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,-,-,-,-,-
地图品牌,,,,,
哨兵模式/千里眼,●,●,-,●,●
后雨刷,-,-,-,-,-
后轮距(mm),1640,1640,1640,1640,1640
后轮胎规格,,,,,
后电动机最大扭矩(N·m),-,-,370,-,-
后电动机最大功率(kW),-,-,252,-,-
后方碰撞预警,●,●,●,●,●
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排控制多媒体,-,-,●,-,-
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,●,●,●,●
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),560-1300,560-1300,550-1290,560-1300,560-1300
后制动器类型,,,,,
可见即可说,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),19.58万,20.58万,22.58万,19.58万,20.58万
厂商,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源
卫星导航系统,●,●,●,●,●
单踏板模式,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1660,1660,1660,1660,1660
前轮胎规格,,,,,
前电动机最大扭矩(N·m),360,360,-,360,360
前电动机最大功率(kW),160,160,-,175,175
前方碰撞预警,●,●,●,●,●
前方感知摄像头,,,,,
前排座椅功能,,,,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●
信号灯识别,-,-,●,-,-
侧窗多层隔音玻璃,,,,,
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中控屏幕分辨率,,,,,
中控屏幕像素密度,,,,,
上市时间,2025.04,2025.04,2025.04,2025.04,2025.04
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
USB/Type-C最大充电功率,,,,,
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,●,●,●,●,●
HUD抬头尺寸,,,,,
DeepSeek应用,,,-,,
DOW开门预警,●,●,●,●,●
CLTC纯电续航里程(km)_y,735,735,602,735,735
CLTC纯电续航里程(km)_x,735,735,602,735,735
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,-,●,-,-,●
