Feature,60973,60974,60975,62691,63253,66548,66572,66609,70466,70467
高度(mm),1641,1641,1641,1641,1641,1641,1641,1641,1641,1641
驾驶辅助影像,,,,,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,,,,,,,,,,
驱动方式,,,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,●,-,-,●,●,-,-,-,●
长度(mm),4616,4616,4616,4616,4616,4616,4616,4616,4616,4616
长*宽*高(mm),4616*1845 *1641,4616*1845 *1641,4616*1845 *1641,4616*1845 *1641,4616*1845 *1641,4616*1845 *1641,4616*1845 *1641,4616*1845 *1641,4616*1845 *1641,4616*1845 *1641
钥匙类型,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●,●,●,●
道路交通标识识别,●,●,●,●,●,●,●,●,●,●
远光灯光源,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,,
运动风格座椅,●,●,●,●,●,●,●,●,●,●
辅助驾驶等级,-,,,,,,,,,
辅助泊车入位,●,●,●,●,●,●,●,●,●,●
辅助变道,-,○,○,○,○,○,○,○,○,○
轴距(mm),2802,2802,2802,2802,2802,2802,2802,2802,2802,2802
轮圈材质,,,,,,,,,,
车顶行李架,●,●,●,●,●,●,●,●,●,●
车门数(个),,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,○,○,○,○,○,○,○,○,○
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●
车载空气净化器,-,-,-,-,-,-,-,-,-,-
车载智能系统,,,,,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,宝马X1 2023款 sDrive20Li X设计套装,宝马X1 2023款 xDrive25Li X设计套装,宝马X1 2023款 sDrive25Li X设计套装,宝马X1 2023款 sDrive25Li M运动套装,宝马X1 2023款 xDrive25Li M运动套装,宝马X1 2024款 xDrive25Li M运动套装,宝马X1 2024款 sDrive25Li M运动套装,宝马X1 2024款 sDrive25Li X设计套装,宝马X1 2024款 sDrive20Li X设计套装,宝马X1 2024款 xDrive25Li X设计套装
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,,,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,,,,
被动行人保护,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,,,,,,,,,,
空调温度控制方式,,,,,,,,,,
离去角(°),27,27,27,27,27,27,27,27,27,27
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),54,54,54,54,54,54,54,54,54,54
气缸数(个),3,4,4,4,4,4,4,4,3,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),206,227,229,229,227,227,229,229,206,227
最大马力(Ps),156,204,204,204,204,204,204,204,156,204
最大满载质量(kg),2055,2175,2090,2090,2175,2175,2090,2090,2055,2175
最大扭矩转速(rpm),1500-4600,1450-4500,1450-4500,1450-4500,1450-4500,1450-4500,1450-4500,1450-4500,1500-4600,1450-4500
最大扭矩(N·m)_y,230,300,300,300,300,300,300,300,230,300
最大扭矩(N·m)_x,230,300,300,300,300,300,300,300,230,300
最大功率转速(rpm),5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
最大功率(kW)_y,115,150,150,150,150,150,150,150,115,150
最大功率(kW)_x,115,150,150,150,150,150,150,150,115,150
最大净功率(kW),115,150,150,150,150,150,150,150,115,150
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,●,●,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),1570,1692,1606,1606,1692,1692,1606,1606,1570,1692
接近角(°),21,21,21,21,21,21,21,21,21,21
排量(mL),1499,1998,1998,1998,1998,1998,1998,1998,1499,1998
换挡形式,,,,,,,,,,
挡位个数,7,7,7,7,7,7,7,7,7,7
扬声器数量,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,
手机无线充电功能,,,,,,,,,,
手机互联/映射,,,,,,,,,,
感应雨刷功能,,,,,,,,,,
感应后备厢,○,●,○,○,●,●,○,○,○,●
循迹倒车,●,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),1845,1845,1845,1845,1845,1845,1845,1845,1845,1845
官方0-100km/h加速(s),9.2,7.7,7.9,7.9,7.7,7.7,7.9,7.9,9.2,7.7
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外观套件,-,-,-,,,,,-,-,-
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
四驱形式,-,,-,-,,,-,-,-,
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1575,1575,1575,1575,1575,1575,1575,1575,1575,1575
后轮胎规格,,,,,,,,,,
后方碰撞预警,●,●,●,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),540-1700,540-1700,540-1700,540-1700,540-1700,540-1700,540-1700,540-1700,540-1700,540-1700
后制动器类型,,,,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,B38A15R,B48A20R,B48A20R,B48A20R,B48A20R,B48A20R,B48A20R,B48A20R,B38A15R,B48A20R
发动机启停技术,●,●,●,●,●,●,●,●,●,●
发动机,1.5T 156马力 L3,2.0T 204马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,1.5T 156马力 L3,2.0T 204马力 L4
厂商指导价(元),28.89万,34.99万,31.69万,31.69万,34.99万,34.99万,31.69万,31.69万,28.89万,34.99万
厂商,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1574,1574,1574,1574,1574,1574,1574,1574,1574,1574
前轮胎规格,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
