Feature,1015214,1015215,1015453,1015454,1017408,1017409,1017410,1017411,1017573,1017574,1017575,1017576
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
接近角(°),24,24,24,24,24,24,24,24,24,24,24,24
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),-,-,-,-,80,80,80,80,80,80,80,80
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-
备胎规格,,,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450
后轮胎规格,,,,,,,,,,,,
后电动机最大扭矩(N·m),230,230,230,230,230,230,230,230,230,230,230,230
后电动机最大功率(kW),70,70,70,70,70,70,70,70,70,70,70,70
后排车门开启方式,,,-,-,-,,-,,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),19.38万,19.98万,19.18万,19.78万,18.68万,19.48万,18.78万,19.58万,18.69万,18.79万,19.49万,19.59万
厂商,凯马汽车,凯马汽车,凯马汽车,凯马汽车,凯马汽车,凯马汽车,凯马汽车,凯马汽车,凯马汽车,凯马汽车,凯马汽车,凯马汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,,
副座椅调节方式,-,-,-,-,-,-,-,-,-,-,-,-
前轮距(mm),1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460
前轮胎规格,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,
主座椅调节方式,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2023.02,2023.02,2023.03,2023.03,2023.11,2023.11,2023.11,2023.11,2023.12,2023.12,2023.12,2023.12
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-
三电系统质保,,,,,,,,,,,,
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,210,225,210,225,210,210,225,225,210,225,210,225
NEDC纯电续航里程(km)_x,210,225,210,225,210,210,225,225,210,225,210,225
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
