Feature,39565,39566,39567,45964,45965,45966
高度(mm),1518,1518,1518,1518,1518,1518
驻车制动类型,手刹,手刹,手刹,手刹,手刹,手刹
驱动方式,前置后驱,前置后驱,前置四驱,前置后驱,前置后驱,前置后驱
面部识别,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),4852,4852,4852,4852,4852,4852
长*宽*高(mm),4852*1828*1518,4852*1828*1518,4852*1828*1518,4852*1828*1518,4852*1828*1518,4852*1828*1518
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,-,-,-,-,-,-
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
运动风格座椅,●,●,●,●,●,●
运动外观套件,●,●,●,●,●,●
轴距(mm),2920,2920,2920,2920,2920,2920
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-
车门数(个),5,5,5,5,5,5
车道偏离预警系统,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,掀背车,掀背车,掀背车,掀背车,掀背车,掀背车
车身结构_x,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车,5门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车型名称,宝马3系GT 2019款 320i M运动套装,宝马3系GT 2019款  320i M运动曜夜版,宝马3系GT 2019款  330i xDrive M运动曜夜版,宝马3系GT 2020款 320i M运动套装,宝马3系GT 2020款 320i M运动曜夜版,宝马3系GT 2020款 330i M运动曜夜版
车内香氛装置,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-
触摸式阅读灯,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-
行程(mm),94.6,94.6,94.6,94.6,94.6,94.6
行李厢容积(L),-,-,-,-,-,-
行李厢12V电源接口,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动泊车入位,○,○,○,○,○,○
自动头灯,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-
